"Symbol","n","MiaPACA2_EV","MiaPACA2_EV.Detection_Pval","MiaPACA2_ARHGEF10","MiaPACA2_ARHGEF10.Detection_Pval","Hs766T_shGFP","Hs766T_shGFP.Detection_Pval","Hs766T_shARHGEF10","Hs766T_shARHGEF10.Detection_Pval"
"SPINLW1",4,114.25,0.4284475,269.5,0.588795,307.7,0.3896525,129.3,0.468965
"SPINT1",2,199.65,0.4,274.5,0.522415,710.95,0.077585,128.05,0.37759
"SPINT2",1,1887.3,0,19335.6,0,13066.7,0,1119,0
"SPINT3",1,107.4,0.62759,271.3,0.57241,303.7,0.43448,107.5,0.98621
"SPINT4",1,111.1,0.4,260.7,0.78966,267.6,0.93448,131.2,0.32069
"SPIRE1",1,1438.6,0,14098.6,0,16320.5,0,2034,0
"SPIRE2",1,295.3,0,2449.5,0,2290,0,523.9,0
"SPN",3,107.633333333333,0.6023,295.566666666667,0.318393333333333,314.666666666667,0.372413333333333,125.3,0.510343333333333
"SPNS1",1,118.1,0.11034,712.6,0,1278.5,0,177.5,0.00345
"SPNS2",1,119.8,0.07586,354,0.0069,3565,0,198.2,0.00345
"SPNS3",1,105.6,0.74483,320.5,0.03448,348.6,0.07586,117.9,0.75862
"SPO11",3,111.2,0.468966666666667,283.133333333333,0.372413333333333,340.533333333333,0.168966666666667,135.133333333333,0.349426666666667
"SPOCD1",1,187.9,0,1179.9,0,5236.5,0,146.5,0.06552
"SPOCK1",1,113.9,0.23103,355.7,0.00345,22647,0,394.4,0
"SPOCK2",1,136,0,399.1,0.00345,511,0.0069,147.6,0.05862
"SPOCK3",1,123.7,0.02069,313.3,0.06897,2330.4,0,325.1,0
"SPON1",1,472.5,0,521.8,0,10046.4,0,6951.8,0
"SPON2",1,119.9,0.07586,217.3,1,1072.6,0,163.1,0.01724
"SPOP",2,278.6,0,4537.45,0,6197.95,0,379.7,0
"SPOPL",2,599.8,0,4169.3,0,3484.6,0,513.05,0
"SPP1",2,1490,0,342.4,0.01207,12150.95,0,1023.2,0
"SPP2",1,114.1,0.23103,326.7,0.01724,289,0.6931,133.8,0.27586
"SPPL2A",1,3827.6,0,15316,0,18238.8,0,5258.6,0
"SPPL2B",3,187.933333333333,0.16092,1692.36666666667,0.0885066666666667,1492.36666666667,0.209196666666667,206,0.08161
"SPPL3",1,140,0,1062.7,0,894.3,0,180.7,0.00345
"SPR",1,468.8,0,5011.5,0,5801.4,0,1181.5,0
"SPRED1",1,184,0,10728.3,0,14737.3,0,224.8,0
"SPRED2",1,277.6,0,13783.4,0,10172.5,0,283,0
"SPRED3",3,120.433333333333,0.268963333333333,524.433333333333,0,619.4,0.0023,158.366666666667,0.0287333333333333
"SPRN",2,120.4,0.12931,332.6,0.015515,417.15,0.02241,136.15,0.24655
"SPRR1A",1,126.9,0.01034,343.1,0.01379,540.8,0.0069,133.9,0.27241
"SPRR1B",1,116.1,0.15517,276.9,0.46897,305.4,0.41034,126.8,0.43448
"SPRR2A",1,104.9,0.77586,306.4,0.11724,338.7,0.12759,114.9,0.89655
"SPRR2B",1,100.2,0.93103,263.6,0.69655,328.7,0.1931,140.5,0.13793
"SPRR2C",1,113.5,0.25517,282.4,0.34483,291.4,0.64828,122.7,0.57586
"SPRR2D",1,112.3,0.32414,318,0.04828,330.4,0.17931,134.7,0.25862
"SPRR2E",1,114.7,0.20345,264.3,0.67931,771.3,0,209.4,0
"SPRR2F",1,102.5,0.87586,288.4,0.28966,326.7,0.20345,115.8,0.87586
"SPRR2G",1,123,0.02414,381.9,0.00345,394.3,0.01379,152,0.04138
"SPRR3",1,121.9,0.03103,287.5,0.3,892.2,0,122.4,0.58276
"SPRR4",1,113.8,0.23793,288.8,0.27586,328.3,0.19655,122,0.6
"SPRY1",3,2252.3,0.18391,4765.16666666667,0.0023,5011.13333333333,0.00344666666666667,2966.13333333333,0.12414
"SPRY2",1,6110.4,0,23516.8,0,19728.1,0,3955.5,0
"SPRY3",1,100.7,0.92069,378.6,0.00345,1039,0,152,0.04138
"SPRY4",4,4601.95,0,23375.275,0,12829.05,0,1032.225,0.0008625
"SPRYD3",1,255,0,6193.4,0,17085.2,0,1064.5,0
"SPRYD4",1,918.7,0,10670.1,0,18415.8,0,4427,0
"SPRYD5",1,108.9,0.53103,294.3,0.1931,310.9,0.34138,122.6,0.57931
"SPSB1",1,711.3,0,7724.3,0,8143.4,0,808.7,0
"SPSB2",1,130.3,0.00345,375.4,0.00345,754.4,0,136.5,0.21724
"SPSB3",1,427.5,0,6793.7,0,12140.3,0,1695.2,0
"SPSB4",1,120.1,0.06552,276,0.47931,288.6,0.71034,125.5,0.47586
"SPTA1",1,121.2,0.04483,533.9,0,1246.2,0,336.9,0
"SPTAN1",1,4031.2,0,14998.1,0,15972.9,0,6063.7,0
"SPTB",3,113.7,0.24483,275.133333333333,0.51494,317.2,0.434483333333333,132.6,0.391953333333333
"SPTBN1",3,1120.73333333333,0,6743.76666666667,0,9175.16666666667,0,1611.5,0
"SPTBN2",1,115.9,0.15862,482.4,0,956.5,0,156.7,0.01724
"SPTBN4",2,115.15,0.272415,727,0,313.05,0.36034,120.5,0.62414
"SPTBN5",1,101,0.91379,336.5,0.01379,986.3,0,149.3,0.05517
"SPTLC1",5,1047.68,0.008276,7353.78,0,8853.08,0,1495.98,0.025518
"SPTLC2",1,183.1,0,4013.6,0,3703.8,0,305.7,0
"SPTLC3",1,109.8,0.48621,248.1,0.94138,476.9,0.0069,126.7,0.44138
"SPTY2D1",1,711.1,0,10284.5,0,11949.8,0,1521.1,0
"SPZ1",1,105.6,0.74483,234.4,0.98276,282.4,0.78276,128.2,0.36897
"SQLE",2,1416.8,0,8590.4,0,12554.6,0,4818.95,0
"SQRDL",1,112.6,0.3,304.2,0.12414,363.5,0.03448,152,0.04138
"SQSTM1",1,11102.8,0,24594.3,0,25704.7,0,17257.8,0
"SR140",1,398.3,0,20116,0,18621.5,0,310.8,0
"SRA1",1,364.2,0,2521.5,0,2427.9,0,543.9,0
"SRBD1",1,759.9,0,8044.4,0,9953.6,0,1064.2,0
"SRC",3,580.5,0,7151.13333333333,0.111493333333333,8146.6,0.0505733333333333,1250.1,0.14253
"SRCAP",1,125,0.01724,716.5,0,1419.9,0,154.3,0.02759
"SRCRB4D",1,122.2,0.03103,297.4,0.17241,319.3,0.25862,128.9,0.35862
"SRD5A1",1,1471.6,0,7697,0,10422.1,0,3736.7,0
"SRD5A2",1,101.9,0.88966,278,0.44828,331.5,0.16552,149.4,0.05517
"SRD5A2L2",1,97.4,0.96897,271.3,0.57241,292.9,0.63793,117.2,0.8
"SRD5A3",1,109.7,0.48966,1013.7,0,743.8,0,154.1,0.02759
"SREBF1",3,2125.2,0.289656666666667,9216.46666666667,0.01839,5703.86666666667,0.166666666666667,2016.23333333333,0.234483333333333
"SREBF2",1,357.1,0,2184.4,0,2020.9,0,716.7,0
"SRF",1,13761.9,0,29278.3,0,20002.7,0,7343.3,0
"SRFBP1",1,265.2,0,5240.9,0,7880.1,0,506.8,0
"SRGAP1",1,1624,0,13146.7,0,10585.4,0,937.9,0
"SRGAP2",4,543.95,0,5506.375,0,6438.675,0,949.65,0
"SRGAP3",3,108.6,0.56092,529.733333333333,0.00574666666666667,1499.6,0,178.033333333333,0.0103433333333333
"SRGN",2,11607.45,0,34877.7,0,17523.8,0,3429.45,0
"SRI",4,229.1,0.1051725,2936.95,0.0637925,3823.6,0.102585,400.875,0.0818975
"SRM",1,1655.5,0,11048.1,0,14020.9,0,3515.1,0
"SRMS",1,108.6,0.55517,327.2,0.01724,330.6,0.17241,142.9,0.1069
"SRP14",2,5381.8,0,20425.4,0,18202.85,0,8093.65,0
"SRP14P1",1,516,0,7178.9,0,6617.2,0,773.5,0
"SRP19",1,2685.5,0,30018,0,33592.5,0,3212.6,0
"SRP54",2,3962.05,0,18392.6,0,17508.15,0,4277.4,0
"SRP68",1,3929.8,0,19746.1,0,19329,0,3731.8,0
"SRP72",1,12916.7,0,23740.5,0,24578.2,0,16545.5,0
"SRP9",1,3133.2,0,13418.1,0,13503.7,0,4465.9,0
"SRPK1",1,1296.3,0,15593.8,0,14091.3,0,897.9,0
"SRPK2",3,380.833333333333,0,8556.76666666667,0,8407.23333333333,0,401.733333333333,0.00115
"SRPK3",1,123.9,0.02069,292.2,0.22759,289.5,0.68621,108.8,0.97241
"SRPR",1,1661.7,0,8815.9,0,15018.8,0,4995.5,0
"SRPRB",1,744.2,0,2722.1,0,2457.4,0,752.1,0
"SRPX",1,280,0,4840.5,0,4781.5,0,4878.9,0
"SRPX2",1,172,0,373.8,0.00345,6870.6,0,595.8,0
"SRR",1,1513,0,14556.4,0,8169.6,0,1201.7,0
"SRRD",1,483.7,0,11641.1,0,15171.9,0,1091,0
"SRRM1",1,910.2,0,12231.4,0,11818.5,0,829.6,0
"SRRM2",1,4370.2,0,20276.6,0,21562.9,0,4364.5,0
"SRRM4",1,110.9,0.4069,263.6,0.69655,295.2,0.6,115.3,0.88966
"SRXN1",1,3446.5,0,27345.6,0,33285.3,0,5842.3,0
"SRY",1,112.6,0.3,400,0.00345,420.7,0.01034,138.5,0.17241
"SS18",4,261.55,0,5574.8,0,4412.75,0,275.125,0.00431
"SS18L1",2,151.05,0.010345,1920.8,0,2144.55,0,226.65,0.001725
"SS18L2",1,14895.4,0,22913,0,19398.7,0,12929.8,0
"SSB",1,634.3,0,6673.4,0,6881.9,0,539.7,0
"SSBP1",1,12692.6,0,22451.2,0,22960.7,0,12814.2,0
"SSBP2",1,151.4,0,5058.5,0,7296.4,0,219.4,0
"SSBP3",2,1032.8,0.04655,7106.55,0,7916.45,0,1850.65,0.063795
"SSBP4",1,498.6,0,4281.3,0,2688.6,0,792.2,0
"SSFA2",1,1918.6,0,13013.2,0,24122.3,0,6047.2,0
"SSH1",1,1889.6,0,8479.4,0,12714.3,0,3621.9,0
"SSH2",1,169.4,0,944.8,0,813.2,0,171.2,0.01034
"SSH3",2,443.9,0,8195.3,0,9185.3,0,814.5,0
"SSNA1",1,245,0,2374.8,0,6199.2,0,1568.4,0
"SSPN",1,1423.4,0,9822.1,0,6040.8,0,375.2,0
"SSPO",1,166.3,0,1588.2,0,319.5,0.25517,163,0.01724
"SSR1",1,495.2,0,7345.8,0,7316.8,0,558.4,0
"SSR2",1,2693.3,0,27482.4,0,27204.2,0,4429.9,0
"SSR3",1,113.1,0.27586,1984.1,0,2856.5,0,131.2,0.32069
"SSR4",1,3374.9,0,16105.4,0,21497,0,8641,0
"SSRP1",1,138,0,1917.9,0,2118.5,0,146.3,0.06552
"SSSCA1",1,187.4,0,1008.4,0,4744.9,0,612,0
"SST",1,112.1,0.33448,331.5,0.01724,389.9,0.01379,135,0.25517
"SSTR1",2,109.55,0.4931,294.5,0.406895,822.7,0.006895,172.75,0.00862
"SSTR2",1,113.4,0.26552,262.2,0.74828,437.2,0.01034,148.7,0.05517
"SSTR3",1,106.6,0.68621,292.7,0.22414,312.7,0.32759,124.5,0.50345
"SSTR4",1,101.7,0.88966,276.8,0.47241,300.2,0.52759,109.2,0.97241
"SSTR5",1,107.7,0.61379,398.1,0.00345,1535.9,0,266.8,0
"SSU72",1,9428.3,0,36480.1,0,38331.4,0,14037.1,0
"SSX1",1,105.8,0.73448,319,0.04828,740,0,148.1,0.05862
"SSX2",2,108.35,0.52414,276.5,0.46724,382.7,0.244825,134.55,0.48448
"SSX2IP",1,167.3,0,3299.2,0,2480.7,0,179.8,0.00345
"SSX3",3,112.666666666667,0.32069,278.733333333333,0.46092,290.433333333333,0.633333333333333,125.566666666667,0.47701
"SSX4",2,102.1,0.884485,258.2,0.739655,337.5,0.148275,118.75,0.66897
"SSX4B",2,117.5,0.36552,297.3,0.30345,665.2,0.01207,155.6,0.036205
"SSX5",2,108.65,0.53448,263.9,0.69655,288.3,0.693105,130.2,0.363795
"SSX6",1,112,0.34828,267.4,0.62759,294.1,0.61379,124.5,0.50345
"SSX7",1,103.5,0.83103,258.2,0.83448,286.1,0.73793,123.6,0.54138
"SSX9",2,113.05,0.298275,273.05,0.534485,294.6,0.58621,117.55,0.78276
"ST13",1,1518.1,0,16773.2,0,17450.2,0,1668.2,0
"ST14",1,206.7,0,288.9,0.27241,429.2,0.01034,130,0.33448
"ST18",1,111.9,0.36207,282.4,0.34483,301.1,0.5,113.7,0.92759
"ST20",1,261.3,0,1692.9,0,2383,0,287,0
"ST3GAL1",2,137.95,0.001725,521.55,0.001725,4632.65,0,362.1,0
"ST3GAL2",1,412.3,0,3278.9,0,8192.6,0,1510.8,0
"ST3GAL3",2,552.9,0,7318.45,0,10961.25,0,2198.95,0
"ST3GAL4",1,300.4,0,3435.3,0,13442.8,0,2852.6,0
"ST3GAL5",2,293.1,0,3009.9,0,8957,0,783.45,0
"ST3GAL6",1,175.3,0,757.8,0,5911.5,0,918.1,0
"ST5",5,251.22,0.035172,3109.3,0.114482,5419.6,0.134482,1004.86,0.077932
"ST6GAL1",3,396.4,0.00344666666666667,3178.8,0.303446666666667,4737.56666666667,0,889.466666666667,0.103446666666667
"ST6GAL2",1,103.9,0.80345,266.7,0.63793,298.9,0.54828,129.7,0.34483
"ST6GALNAC1",1,116.2,0.15172,243.9,0.96552,2671,0,253,0
"ST6GALNAC2",1,131.7,0,825.7,0,1979.1,0,415,0
"ST6GALNAC3",2,119,0.28793,302,0.182755,820.25,0,377.3,0
"ST6GALNAC4",3,503.433333333333,0,4242.86666666667,0,6464.73333333333,0,1528.83333333333,0
"ST6GALNAC5",1,191.3,0,255.4,0.86897,1821.8,0,129.3,0.34828
"ST6GALNAC6",1,1883.9,0,11694.8,0,11083.1,0,3746.1,0
"ST7",3,1170.26666666667,0,8849.96666666667,0,10333.2,0,2077.3,0
"ST7L",3,955.2,0,5293.1,0,4463.5,0,1255.6,0
"ST7OT1",1,507.7,0,5037.4,0,2266.1,0,325.3,0
"ST7OT2",1,117.8,0.11724,269.9,0.58621,342.9,0.1069,136.7,0.21724
"ST7OT3",1,128.3,0.00345,338.1,0.01379,389.8,0.01379,114.3,0.92414
"ST7OT4",1,181.1,0,821.7,0,627.7,0,168.6,0.01379
"ST8SIA1",2,158.1,0,286,0.31207,330.1,0.17759,119.05,0.722415
"ST8SIA2",1,110.8,0.41034,285.7,0.32414,313.3,0.32759,117.5,0.78966
"ST8SIA3",1,122.4,0.02414,333.8,0.01724,369.2,0.02414,153.4,0.03448
"ST8SIA4",4,140.45,0.1698275,307.5,0.3818975,362.675,0.2206875,132.85,0.375865
"ST8SIA5",1,108.3,0.57241,517.9,0,1186.3,0,197.9,0.00345
"ST8SIA6",1,108.7,0.53793,516,0,864.9,0,156.2,0.02069
"STAB1",1,128.3,0.00345,272.5,0.54828,360.4,0.03793,130.5,0.32414
"STAB2",1,114.2,0.22759,304.4,0.12414,318.5,0.26552,122,0.58966
"STAC",1,118.3,0.10345,265.8,0.65862,321.1,0.24138,152.2,0.04138
"STAC2",1,112.1,0.34483,360.6,0.00345,436.8,0.01034,127.5,0.4
"STAC3",1,106.3,0.69655,270.6,0.57931,267.7,0.93448,125.9,0.46552
"STAG1",2,335.65,0,8864.35,0,7069.4,0,390.8,0
"STAG2",3,1511.1,0.28391,5110.66666666667,0.04253,4518.8,0.05402,1218,0.436783333333333
"STAG3",1,136.2,0,1097.8,0,1755.2,0,180.1,0.00345
"STAG3L1",2,288.6,0,3192.75,0,4448.15,0,339,0
"STAG3L2",1,620.3,0,9471.2,0,9338.5,0,478.3,0
"STAG3L3",1,1349.2,0,8469.9,0,7511.1,0,1389.7,0
"STAM",1,1071.8,0,11780.4,0,16334.4,0,1754.6,0
"STAM2",1,575.9,0,6018.6,0,8954.8,0,1632.6,0
"STAMBP",3,899.766666666667,0.244826666666667,5033.46666666667,0,5169.6,0.00459666666666667,1060.6,0.309196666666667
"STAMBPL1",1,1153.4,0,6804,0,17066,0,2779.8,0
"STAP1",1,113.6,0.24828,273,0.54138,316.8,0.27931,126,0.46552
"STAP2",4,189.05,0.0008625,2043.075,0,3218.925,0,432.4,0
"STAR",3,104.166666666667,0.665516666666667,284.7,0.345976666666667,301.8,0.529886666666667,120.933333333333,0.595403333333333
"STARD10",1,283.4,0,5208.9,0,4840.9,0,445.1,0
"STARD13",4,210.2,0.16638,1019.8,0.318965,2100.7,0.04224,294.025,0.368965
"STARD3",1,150,0,1159.9,0,1600,0,228.7,0
"STARD3NL",1,4151.7,0,17044.6,0,15141.7,0,6172,0
"STARD4",1,101,0.91379,302.4,0.13793,394.9,0.01379,129.3,0.34828
"STARD5",2,262.85,0,1402.15,0,2378.15,0,817.2,0
"STARD6",1,107.8,0.60345,454.2,0,285.8,0.74828,110.7,0.95862
"STARD7",3,6628.1,0,17735.8666666667,0,18029.9333333333,0,8259.9,0.00115
"STARD8",1,932.7,0,4440.1,0,4780.5,0,1351.7,0
"STAT1",3,5017.1,0,16714.3333333333,0,28279.2333333333,0,13913.3666666667,0
"STAT2",1,1200.3,0,15117.9,0,25649.3,0,4528.7,0
"STAT3",3,3252.23333333333,0,16663.3333333333,0,13244.8333333333,0,3378.5,0
"STAT4",1,183,0,471.6,0,980.6,0,141.1,0.12414
"STAT5A",1,124.4,0.02069,440.6,0,2089.5,0,334.4,0
"STAT5B",1,1604.2,0,6272.3,0,5327.8,0,2080.1,0
"STAT6",1,294.5,0,8981.8,0,9648.6,0,491.6,0
"STATH",2,106.65,0.644825,277.2,0.46724,1163.7,0.289655,206.5,0.17069
"STAU1",3,3904.76666666667,0,16075.7666666667,0,20263.5,0,6015.4,0
"STAU2",1,312.5,0,3826.2,0,8236.3,0,549.4,0
"STBD1",1,719.4,0,2751.2,0,4202.3,0,737.7,0
"STC1",1,567.7,0,2296.7,0,7242.7,0,5387.7,0
"STC2",1,137.5,0,350.2,0.0069,1648.3,0,141.3,0.12069
"STEAP1",1,101.6,0.8931,261.4,0.77241,332.6,0.15172,122,0.5931
"STEAP2",3,150.533333333333,0.27701,397.266666666667,0.287356666666667,1411,0.105746666666667,185.266666666667,0.310343333333333
"STEAP3",3,158.666666666667,0.00115,2591.03333333333,0,2507.96666666667,0,202.333333333333,0.08161
"STEAP4",1,209.2,0,269,0.6069,645.5,0,129.1,0.34828
"STGC3",1,103.2,0.85517,304.6,0.12414,334.2,0.14483,117.2,0.8
"STH",1,109.2,0.51379,296.8,0.17241,318.6,0.26552,128.7,0.35862
"STIL",1,1073.7,0,14463.2,0,13584,0,675.2,0
"STIM1",1,143.8,0,3802.8,0,7082.4,0,217,0
"STIM2",2,118.4,0.106895,591.7,0,768.5,0.00345,147.4,0.08276
"STIP1",1,4616.9,0,15467.2,0,20192.1,0,12091.9,0
"STK10",1,144.6,0,3253.8,0,13012.6,0,369.7,0
"STK11",1,247.4,0,2006.2,0,1879.9,0,309.9,0
"STK11IP",1,126.1,0.01379,1729.9,0,2500.3,0,168,0.01379
"STK16",3,213,0.270113333333333,1064.23333333333,0.106896666666667,1332.03333333333,0.26092,346.5,0.0724133333333333
"STK17A",1,152.8,0,6128.7,0,7637.6,0,215.8,0
"STK17B",2,1669.9,0,8036.55,0,12947.9,0,4118.4,0
"STK19",2,510.45,0,9350.95,0,13422.2,0,1097.75,0
"STK24",3,2075.36666666667,0.00459666666666667,8415.36666666667,0.27701,9538.46666666667,0.00804666666666667,2874.36666666667,0.01954
"STK25",1,360.4,0,11773.3,0,13629.9,0,588.9,0
"STK3",1,1800.9,0,13604.9,0,14935.4,0,2769.6,0
"STK31",4,206.1,0.2844825,281.75,0.4517225,2186.525,0.2758625,518.2,0.19138
"STK32A",1,128.6,0.00345,246.6,0.95172,716.4,0,139.4,0.15517
"STK32B",1,221.1,0,261.1,0.78276,12448.5,0,3939.4,0
"STK32C",1,113.7,0.24138,380.6,0.00345,459.7,0.01034,149.2,0.05517
"STK33",1,124.8,0.02069,309.7,0.08621,378.4,0.01724,128.8,0.35862
"STK35",1,320.3,0,5388.6,0,7297.9,0,583.4,0
"STK36",1,2318.3,0,17811.2,0,22188.4,0,4862.7,0
"STK38",1,2872.8,0,27271.6,0,23733.1,0,1876.6,0
"STK38L",1,428.3,0,3712.8,0,6686.1,0,1419.2,0
"STK39",1,1435.7,0,8213.4,0,11266.9,0,1635.9,0
"STK4",1,1395.8,0,8706.9,0,13383.5,0,4465.9,0
"STK40",1,1975.8,0,19643.8,0,19697.5,0,1458.8,0
"STMN1",4,521.525,0.23707,3418.4,0.168105,2324.95,0.168105,388.9,0.2448275
"STMN2",2,119.9,0.239655,291.2,0.241375,406.5,0.0431,135.8,0.34483
"STMN3",1,2212.8,0,12504.2,0,11517,0,3687.8,0
"STMN4",1,109.3,0.51034,269.7,0.59655,355.3,0.04483,126.2,0.45517
"STOM",2,476.55,0,837.1,0,4591.7,0,1631.75,0
"STOML1",1,106.1,0.71724,481.8,0,1704.4,0,169.4,0.01379
"STOML2",1,10998.7,0,32861.2,0,33264.8,0,15621.4,0
"STOML3",1,121.1,0.04828,262.7,0.73103,346.3,0.08276,129,0.35517
"STON1",1,112.7,0.2931,324.6,0.01724,326.7,0.20345,139.7,0.15517
"STON1-GTF2A1L",1,111.5,0.38621,904.8,0,1307.6,0,130.3,0.32759
"STON2",1,114.3,0.22414,274.4,0.5069,351.9,0.06552,138.3,0.17241
"STOX1",2,117.3,0.368965,537.95,0.06207,438.2,0.087935,131.55,0.37069
"STOX2",1,991.5,0,7674.7,0,1884.2,0,288.3,0
"STRA13",1,2101.3,0,17119.4,0,16480.9,0,2721.8,0
"STRA6",1,139.3,0,557.8,0,440.1,0.01034,121.4,0.62759
"STRA8",1,105.8,0.73793,278.8,0.41724,278.6,0.84138,125.8,0.46897
"STRADA",3,1383.63333333333,0,7989.76666666667,0,8462.6,0,1959.23333333333,0
"STRADB",1,1853.7,0,19301.8,0,18071.2,0,1758,0
"STRAP",1,5722.5,0,16849.9,0,14456.9,0,5885,0
"STRBP",1,4604,0,16381.8,0,12959.1,0,3072.4,0
"STRC",2,109.35,0.50862,471.85,0.001725,343,0.124135,128.9,0.41379
"STRN",2,357.35,0,4008.55,0,4522.85,0,439,0
"STRN3",1,365.5,0,6113.1,0,4449.3,0,284.6,0
"STRN4",2,904.25,0,6239,0,6077.1,0,1251.8,0
"STS",1,669.4,0,2998.6,0,9037.6,0,2236.1,0
"STS-1",1,168.7,0,1813.1,0,16833.7,0,698.6,0
"STT3A",1,4603.3,0,24886.6,0,29482,0,7434.2,0
"STT3B",1,1806,0,10188.2,0,9375.6,0,2396.6,0
"STUB1",1,282.6,0,6105.1,0,10235.4,0,873.8,0
"STX10",1,454,0,5105.4,0,5726.7,0,814.2,0
"STX11",1,111.8,0.36552,287.7,0.3,1542.7,0,130.5,0.32414
"STX12",1,315.1,0,5542.5,0,7880.8,0,531.9,0
"STX16",2,493.65,0,9252.35,0,11655.6,0,855.4,0
"STX17",1,427.4,0,4375.1,0,5433.7,0,725.5,0
"STX18",1,167.2,0,673.4,0,1439.7,0,348,0
"STX19",1,154,0,357.6,0.00345,459.7,0.01034,127.5,0.40345
"STX1A",1,450.7,0,3465.2,0,5211.4,0,780.6,0
"STX1B",1,131.8,0,864.5,0,445.6,0.01034,139.6,0.15517
"STX2",3,269.733333333333,0.12299,4761.96666666667,0.03908,6604.2,0.0275866666666667,370.033333333333,0.172413333333333
"STX3",1,142.6,0,2322.5,0,5436.2,0,206.9,0
"STX4",1,540.3,0,2546.2,0,2813.6,0,619.5,0
"STX5",3,810.933333333333,0,10400.7666666667,0,14654.1666666667,0,2919.53333333333,0
"STX6",2,3584.65,0,15764,0,17471.15,0,8245.9,0
"STX7",2,476.8,0,5554.2,0,8005.85,0,906.6,0
"STX8",1,231.9,0,9376.9,0,6208.8,0,204.6,0.00345
"STXBP1",3,216.8,0.00115,5580.7,0,6452.76666666667,0,289.7,0.0137933333333333
"STXBP2",1,129.2,0.00345,315.8,0.06207,3070.4,0,217.3,0
"STXBP3",1,2193.6,0,15230,0,15129.4,0,1884.3,0
"STXBP5",1,3496.8,0,13634.6,0,10912.6,0,2143.4,0
"STXBP5L",1,114.2,0.22759,280,0.3931,263.6,0.95517,125.7,0.47241
"STXBP6",2,112.05,0.35,297.35,0.189655,399.25,0.01724,117.7,0.727585
"STYK1",2,153.85,0,316.9,0.13448,1822.95,0,483.15,0
"STYX",2,697.95,0.115515,6371.85,0.481035,5818.5,0.413795,685.45,0.2
"STYXL1",1,1340,0,14121.5,0,19794.7,0,3288.9,0
"SUB1",1,7063.3,0,26340.5,0,23200.8,0,6927,0
"SUCLA2",2,1046.15,0,10786.55,0,14793.95,0,2119.6,0
"SUCLG1",1,7433.2,0,30464.3,0,30526.2,0,7632.4,0
"SUCLG2",1,1434.8,0,5359.9,0,4260.8,0,1047.6,0
"SUCNR1",1,130.2,0.00345,308.9,0.09655,689.8,0,379.5,0
"SUDS3",1,141.9,0,611.5,0,580.5,0,138.9,0.16552
"SUFU",1,131.7,0,328.4,0.01724,415.3,0.01034,147.1,0.05862
"SUGT1",1,1357.2,0,11526.7,0,14683.9,0,2813.1,0
"SUGT1L1",1,124.3,0.02069,275.1,0.50345,323.6,0.21379,136.1,0.22414
"SULF1",1,176.8,0,305.5,0.12414,16375.2,0,4210.4,0
"SULF2",3,157.466666666667,0.0023,808.8,0,24337.8,0,9250.53333333333,0
"SULT1A1",4,148.45,0.3439625,1194.95,0.2112075,1387.7,0.035345,183.225,0.2422425
"SULT1A2",2,108.9,0.536205,276.9,0.46207,304.75,0.51724,125.4,0.49138
"SULT1A3",3,181.733333333333,0,3928.13333333333,0,5044.43333333333,0,379.933333333333,0.00115
"SULT1A4",1,484,0,7909.1,0,10588.7,0,2033.8,0
"SULT1B1",1,114.4,0.21379,274.9,0.50345,6851.9,0,2188.6,0
"SULT1C2",2,111.3,0.38793,261.4,0.732755,274.25,0.848275,116.25,0.844825
"SULT1C3",1,104.8,0.77586,262.8,0.72759,331.1,0.16552,122.9,0.56552
"SULT1C4",1,126.9,0.01034,301.9,0.14138,317.6,0.27931,122.9,0.56552
"SULT1E1",1,115.3,0.17241,301.3,0.14138,442.7,0.01034,161.1,0.01724
"SULT2A1",1,114.2,0.22759,265.5,0.66207,354.6,0.04828,118.9,0.69655
"SULT2B1",3,119.366666666667,0.336783333333333,579.733333333333,0.34483,334.333333333333,0.27931,137.2,0.274713333333333
"SULT4A1",1,108.1,0.58621,227.7,0.9931,287.6,0.71379,116.6,0.81724
"SULT6B1",1,111.3,0.39655,269.9,0.58621,310.2,0.35517,146.1,0.06552
"SUMF1",1,1272.9,0,15404.5,0,16019.5,0,2965.2,0
"SUMF2",2,5789,0,22083.25,0,21674.15,0,8057.15,0
"SUMO1",2,3832.9,0.086205,9657.1,0,8912.3,0.01207,3488.55,0.29483
"SUMO1P1",1,109.5,0.5,299.7,0.15862,333,0.15172,151.1,0.04483
"SUMO1P3",1,116.1,0.15517,621.9,0,533,0.0069,147.8,0.05862
"SUMO2",2,2756.05,0,22273.9,0,17168.2,0,1834.4,0
"SUMO3",1,5433,0,19807.2,0,15778.1,0,5332.2,0
"SUMO4",1,212.6,0,5299.8,0,2267.2,0,194.1,0.00345
"SUNC1",2,109.95,0.47414,275.85,0.518965,461.3,0.013795,124.4,0.575865
"SUOX",3,2006.13333333333,0.08161,9228.4,0,10605.7,0,3573.5,0.00115
"SUPT16H",1,5713.9,0,24702.2,0,18412.2,0,3905.7,0
"SUPT3H",2,181.35,0,1437.85,0,1258.4,0,162.15,0.018965
"SUPT4H1",1,10804.6,0,25576.1,0,25828.2,0,13047,0
"SUPT5H",1,945.5,0,12747.3,0,14238.3,0,1776.2,0
"SUPT6H",1,321.7,0,5717.6,0,6982.7,0,485.9,0
"SUPT7L",1,162.8,0,1131.9,0,921.3,0,218.7,0
"SUPV3L1",1,540.3,0,5190.7,0,8405.7,0,729.9,0
