"","GSM1385013.REP1","GSM1385014.REP2","GSM1385015.REP2","GSM1385016.CTRL","GSM1385017.CBD"
"SLC17A5",0.31277227,0.4150663,0.0757776,6.602,6.62114
"FAM12A",-0.12130571,-0.9752792,-0.26601722,1.1472,2.746771
"HOXA9",0.37201873,1.8112896,1.45304799,7.91,7.822893
"PPBP",0.6895848,0.0527657,0.11424282,3.8493,3.641099
"FLJ44048",0.73159102,-1.2169719,-0.63239056,3.1484,2.821748
"C9orf100",0.83209815,1.0121773,1.03491611,7.7533,7.071277
"VPS39",-0.20731168,0.0931991,0.1309549,6.6535,7.022714
"SERPINA7",0.21754265,-0.0682856,0.85414263,3.1907,2.482512
"DPP10",0.24878655,-0.5643399,0.82333631,2.8733,2.821748
"KLHL24",1.10639687,-0.3295935,-0.31973007,7.049,8.06195
"NID1",0.97193892,-0.1917462,0.10722365,7.0569,6.952577
"TIGD6",0.07459202,0.2851277,1.44328307,4.6143,4.466905
"TCF7L1",-1.28574181,1.3832393,1.35329858,5.9691,5.52139
"ANKRD1",-1.46009485,1.2712336,0.64320464,4.5426,5.342776
"RPS19BP1",-0.32431135,-0.5686942,-0.58789074,11.4476,11.382138
"SBF1",-0.18674431,-0.6988817,-0.5256554,9.2716,9.241632
"SNX19",-0.17918839,-0.1824711,-0.2516861,5.7887,5.860217
"KL",0.6643278,1.245304,1.70523372,4.4262,4.00252
"HBM",-0.52088896,0.1144673,-1.11192481,4.5319,4.553233
"RNF146",1.07995206,0.1565305,0.79338635,7.764,7.956098
"CDCA8",0.20741719,0.8310637,0.98767103,11.6628,11.46169
"AMBN",-0.21275196,-0.2028573,-1.44968631,4.1454,4.00252
"ACTA1",0.64769511,-0.8953311,0.80324742,2.8053,2.821748
"HIST2H2BE",0.10454667,-1.9446504,-1.35613903,3.4544,4.00252
"DZIP1L",-0.53908731,-1.027128,-0.82291261,5.6211,5.816497
"IGDCC3",0.07037144,1.2441642,0.95331024,4.4518,4.339804
"ZNF343",0.56383526,-0.1635626,-0.23999304,6.4595,6.666974
"PPAPDC2",0.90820031,0.4056889,0.34580771,7.9673,7.599491
"DGKI",-0.36546762,0.4721463,0.00349608,2.3199,3.026482
"LHX4",0.56622421,0.1026238,-0.04024611,3.3128,3.400504
"NARS",0.54882924,0.6650685,0.67919511,11.3189,12.066402
"PTH",0.68539746,-0.4495502,-0.31351549,2.6756,3.102988
"ARMCX5",0.32176209,0.8650438,0.83622979,8.4552,8.270605
"DEPDC7",1.10980657,1.9106409,1.48805705,6.9674,6.401213
"MRPS18A",-0.43868707,-0.550328,-0.72898186,10.495,10.367428
"CCNE2",1.30781324,0.9280825,1.13754178,5.3669,5.342776
"PLA2G6",-0.03430678,-0.6422873,-0.76992478,7.6412,7.412678
"FLJ37543",1.04429271,1.3280145,-0.52778534,2.6756,3.452668
"CASP14",-0.04121304,-0.1758604,-0.57830712,3.8493,3.83126
"MYH14",-0.62431239,-0.7415083,-0.67006076,10.8097,10.707664
"DHRS7",-0.34380001,-0.1564782,-0.04873348,9.9495,10.252297
"ATP6V1D",0.54949357,0.7904055,0.90815387,10.7523,10.733596
"FAM62B",1.04419755,1.8304369,1.99602539,10.1851,10.059322
"CGGBP1",1.18890271,0.5309915,0.54245718,7.6207,7.797023
"BCAS1",0.38754863,2.6438201,2.42150609,3.6971,2.669062
"AKR1A1",-0.76890084,-0.692935,-0.73547653,7.9981,8.210667
"SLC44A2",-0.43094661,-0.3248111,-0.40712103,10.6272,10.890824
"CFL1",0.99431932,-0.2249449,0.52361955,12.8959,13.008104
"ZNF226",-0.00380883,0.2205006,0.15130012,8.6487,9.306694
"AGXT2L2",-0.88667499,-0.9479868,-1.06310011,6.9813,7.983713
"ARL3",0.3801122,0.5175555,0.55243853,11.8986,11.979539
"PPP2R1A",0.1796151,-0.1999417,0.26440817,9.4992,9.826751
"MLL5",-0.04050556,1.4497239,0.77326908,5.6932,5.684708
"NCDN",-0.46551428,-0.6744761,-0.57763647,8.0902,7.83282
"CRMP1",-0.58042446,-0.2579877,-1.47846919,3.7842,3.769096
"CDC73",1.33145207,1.1858254,1.37141187,9.378,9.222683
"HDAC4",0.653946,0.670055,0.17980341,6.0269,5.007605
"SH2D1A",-0.26866953,0.0551533,-0.12905127,2.8053,2.382856
"SERP2",-1.00418627,1.1765256,1.16733135,8.3857,8.176528
"EPB41L5",0.14519952,-1.3305815,0.60851979,2.9373,2.746771
"ZFP64",-0.33981399,-0.4026311,-0.16852977,9.3668,9.0031
"SOX4",1.3707811,2.3827118,2.6654156,6.3226,5.456789
"IL29",-0.57809312,-2.2082349,-3.01106222,5.2411,6.469885
"LSS",-0.03581504,-0.8035696,-1.35546719,4.6036,4.752949
"HTR1D",-0.72936444,0.0261384,0.0335727,6.4504,6.202149
"RAB6B",-0.16817366,-0.8330981,-0.67123225,4.6492,4.708013
"ERF",-0.48710048,-1.000651,-0.67413771,8.1195,8.144975
"ZNF335",-0.28108407,0.1236357,-0.21480504,7.873,7.978573
"FAM186B",-0.84096528,-0.6608145,-0.84433812,4.7355,4.934481
"CAV3",-0.07170293,1.4580239,1.51671963,6.5672,6.879408
"RASA4",0.28907404,-0.8099639,-0.94872675,5.7251,6.165034
"ALDOC",0.03471136,-0.3914609,-0.58231051,8.9177,8.919112
"VAMP5",-0.24406509,2.039952,1.80616025,5.634,5.73433
"RPAIN",-0.48763039,-0.7500643,-0.62725075,9.5185,9.817651
"TUBA1C",0.17388387,0.1263323,0.15562458,15.6025,15.31234
"MYO1G",-0.23124272,0.789272,0.83987411,3.4544,4.100013
"ZNF518B",0.36640526,0.4208616,-0.13900614,5.9455,6.453222
"AP1G2",-0.44817585,-0.2665912,-0.30140974,8.0727,8.168151
"ORC5L",0.70225082,2.191152,1.90838003,6.3711,6.218337
"TNS3",0.90040982,0.644842,0.70337481,9.6871,9.289015
"SMAD5",0.22156489,0.7890769,0.40011954,9.5289,9.516963
"DCC",0.06912765,-0.2196343,-0.77449603,2.8053,2.821748
"GCS1",-0.30187364,0.2958132,0.32834726,12.7652,12.412417
"AMACR",-0.03202108,0.1998515,0.3436554,6.7401,6.833851
"PLEKHM2",-0.44834414,-0.4824522,-0.24392297,6.9023,6.984981
"KIF6",0.65169852,0.0551533,1.9909162,3.2657,3.154883
"GPR162",0.05388397,0.1497934,0.39831907,4.7562,4.466905
"TLR3",0.42577102,1.5471815,1.48903554,8.6645,7.986148
"SLC30A6",1.59630557,1.0815203,1.55180026,5.2066,4.722526
"MAST2",-0.29905763,-0.3676305,-0.63215742,9.22,8.844769
"WDR1",0.14077108,-0.4426906,-0.26662186,13.1875,13.088132
"JPH2",0.28779408,0.5446599,0.49324471,9.1872,8.922044
"METTL7A",1.64219548,0.6176206,0.1458006,3.3128,2.669062
"AADACL1",0.74120748,0.823515,0.68371828,11.2291,10.710414
"GIMAP6",-1.02657558,0.6549592,-0.95300538,3.1009,2.821748
"RASD1",-0.93813773,-2.1083651,-2.90169416,6.6468,6.955295
"HSPA8",-0.05617432,0.1502564,0.1023364,15.6865,15.156539
"SPATA13",-0.62354495,0.1905392,-0.23959802,6.0654,5.943098
"RECK",0.93843779,0.5753429,0.16523247,5.7251,5.088079
"UIMC1",0.25735775,-0.1000244,-0.0557124,11.3383,11.381101
"TSC22D2",1.08508158,1.2208653,0.38492463,4.3616,4.048525
"ZBTB45",-0.81550836,0.1674577,0.43832516,10.1271,9.691282
"SIN3A",0.58617727,0.0262358,0.38419906,9.1635,9.121277
"STK11IP",-0.14563845,0.2262068,0.19962802,10.6033,10.318929
"GAN",0.12356079,0.7578572,1.21956926,6.3541,6.020658
"NLN",0.14057659,0.4291397,0.28985744,7.6572,7.828401
"LONRF1",1.01149012,-0.0186219,0.46415853,3.3128,4.262949
"CXADR",1.2591278,1.2043467,0.97657121,7.5488,7.126876
"COPZ2",-0.78950623,-0.1109801,-0.5149243,5.6487,5.988409
"CIB4",0.24574221,1.4055463,0.58818247,3.3128,3.890546
"CHRNA6",-0.7127518,-0.1173302,-0.11197263,3.8493,3.679091
"LOC728361",-0.32454325,-0.3956157,-0.35130821,4.064,3.858474
"BRSK1",-0.6692083,-1.1547029,-1.02765644,4.8199,4.880156
"IFIT5",0.76210313,0.3308452,0.43015909,8.6905,8.701139
"RGS10",0.5382234,0.4115659,0.43935306,13.0264,13.149575
"OSGIN1",-0.89976508,-1.0358295,-1.29890639,5.6871,6.154148
"UPF3A",0.00389502,0.4538126,0.78134632,7.9815,8.022658
"STRN4",0.28618612,-0.5419441,-0.3600958,10.3422,10.148209
"POU2AF1",1.33365984,1.3237118,0.12509903,3.1009,1.565233
"EXOSC1",-0.27271625,-0.2267096,-0.2573018,10.5902,11.006499
"BCAM",-1.14328967,-0.9158474,-0.44437923,16.4054,16.299803
"HS1BP3",-0.09491217,-0.6182005,-0.85031579,7.6342,8.193459
"YLPM1",-0.01035213,0.1419991,-0.22810622,4.571,4.181627
"PABPC1L2B",-0.79531841,0.873115,-0.67207335,4.3412,3.706272
"ZNF444",0.16951184,-0.2641713,-0.28591485,11.2085,10.961353
"MRPL53",-0.16505044,0.0970184,0.15527769,10.7089,10.620308
"PCMTD2",0.23552515,1.3266384,1.20878548,7.2276,6.988364
"SPAG6",-0.08098935,-0.1151022,-1.00044902,1.86,2.669062
"PRDM9",-0.75016938,0.163498,-0.30205656,2.1035,2.482512
"CCT8L2",-0.43822867,0.7720916,0.20219602,2.9891,3.211379
"LPP",-0.76264265,-0.5184539,-0.96950345,7.8868,7.819847
"CYP4F8",-0.51733538,-1.7315598,-2.092265,6.181,6.275311
"PFDN6",0.50015942,-1.7676882,-0.17410868,10.6378,10.69364
"ACSM2A",-1.1639543,-1.2757996,-0.83260171,4.3944,4.262949
"CD180",0.35648561,-0.9328893,-1.11102792,2.6088,2.289684
"SEMA4F",-0.06505375,-0.1062489,-0.12926413,6.4341,6.653599
"AKR1B10",-0.2725483,0.0799374,1.16092175,6.1844,6.218337
"EMP2",0.42849536,0.3777311,0.3768939,11.9723,11.912445
"CXCR7",0.16374052,0.177589,0.31056601,7.0923,7.431996
"GBP3",0.97702338,0.9453017,1.33788784,9.9047,9.677321
"FAM3C",0.64666988,0.267057,0.37078915,10.5967,10.442189
"Magmas",0.11127074,-1.5288932,-1.16076674,10.6743,10.734949
"DKK2",-0.36546762,-0.8887893,-0.11197263,3.0299,3.575997
"HUWE1",0.95678622,0.7423222,0.69390759,9.2614,9.3529
"PRSS16",-0.31687052,0.002273,-0.05111745,7.3194,7.656712
"DHDH",-0.52608142,-1.6312273,-1.6779805,8.7866,9.441302
"EID1",0.50773488,1.8916377,2.02449699,11.3752,11.044704
"B4GALNT3",0.73247521,0.0527657,1.29760048,3.2249,3.313889
"C16orf79",-0.20081879,-0.7992188,-1.40146822,5.2313,4.947928
"DHX38",-0.50708798,-0.2109492,-0.10581609,8.5717,8.309817
"BMI1",0.64866813,1.1694543,1.00860923,7.983,7.609961
"AP2B1",1.03641751,-0.6293423,1.11534723,8.5084,8.637466
"TCTN3",-0.06407716,-0.0090614,0.05944438,10.3989,10.212749
"LRFN4",-0.38067028,-0.1062229,-0.43365243,10.9629,10.807827
"SMURF2",0.95471992,2.5060207,0.22484895,7.1699,7.165422
"SPATA18",0.58512772,1.4666937,1.67650871,5.634,5.399714
"NFYB",0.68383091,1.4165624,1.09725306,8.5559,8.247846
"PDZK1IP1",0.69966451,-2.5541454,-2.72495903,4.5319,4.981431
"ZNF695",0.34987252,0.5255701,0.33244437,6.987,6.879408
"CD86",0.24878655,-1.0324877,1.39278813,1.1472,1.780831
"EXOSC5",-1.25215558,-1.7529315,-1.96332652,8.2382,8.345255
"USP10",-0.43227284,-0.4179837,0.41336862,6.337,6.266208
"SCAF1",0.84989281,-0.1665637,-0.12032987,8.131,7.837269
"ZFP2",-0.46296003,0.3367512,0.07406847,3.1484,3.313889
"PABPC1",-0.02527487,1.2607621,1.37494081,16.0852,15.887089
"C5orf4",0.05465031,-1.2705035,-1.17778203,7.9076,8.359932
"TRIM11",-0.35550427,-0.8693221,-1.09860518,8.8374,9.039607
"CBX1",0.37163907,0.3934549,0.31295595,12.1422,11.999902
"OGDH",-0.83263197,-0.9231208,-0.69419505,10.78,11.253447
"GRAMD4",-0.50700988,-0.7283969,-0.73997953,5.1124,5.073681
"PTPRB",0.04718895,1.5891524,2.45667013,4.9249,4.3941
"RND1",-0.51454382,-1.2484223,-0.85074245,4.7111,4.96964
"ZNF589",-0.00627605,-0.3640643,-0.77428335,7.4303,7.488367
"TSPYL4",0.27086323,0.1512019,0.13134268,10.4294,10.091169
"FTSJD1",-0.23835958,0.6549592,0.76686255,4.5426,4.553233
"HSP90AA1",1.40901356,1.6961186,2.04353095,13.6667,13.317064
"FAM24B",-1.17820737,-0.8066269,-0.94936749,8.7539,9.343681
"C4orf14",0.47180486,0.6590537,0.62111407,11.0462,11.012316
"CRTC2",0.03099681,-0.768555,-0.89470185,11.1767,11.253049
"TXNL1",0.22555394,1.0760824,1.17346925,13.132,12.845283
"NUP210L",1.62004296,-0.9960284,0.58818247,3.3886,3.154883
"ARFGAP1",-0.16615788,0.0753313,0.10696861,4.8199,5.040637
"CHCHD3",0.33462746,0.2259929,0.40877015,10.4046,10.146462
"DTX1",0.33359593,-0.2374801,1.26142572,4.0222,4.224208
"ERBB4",0.50026218,0.8850706,-0.28993074,2.9373,2.821748
"CTNNAL1",0.63472888,1.4456507,1.58815504,13.8179,14.058927
"PKMYT1",-0.43536916,-0.3561574,-0.48788429,13.2713,13.352171
"RPS6KA6",-0.20774363,1.4207107,1.44409111,3.9433,3.923435
"MNDA",-0.08098935,0.163498,0.00349608,3.3128,3.211379
"AP1G1",0.31425058,0.9199231,0.68520575,8.4139,8.158807
"TMCO6",-0.00680141,-1.0006122,-1.01764751,8.363,8.596589
"DRAP1",-0.65218634,-0.7463692,-0.63322407,12.9681,13.155492
"GLI2",-0.12411471,0.9114115,0.57311025,5.2411,5.576236
"ANXA5",0.28900165,0.2420237,0.44037337,13.4962,13.712775
"NNAT",-0.40289435,-0.6455167,-0.42401133,4.2347,3.858474
"SLC16A4",-0.62108744,-0.6050531,-0.72675374,3.6971,3.858474
"SASS6",0.65483795,0.4874917,0.68275434,6.3401,6.6288
"TEKT4",-0.39177471,-0.6821537,-0.76921448,5.4087,5.408794
"SLC18A3",-0.58042446,0.890385,-1.34462666,3.4886,4.143966
"CLEC3A",-0.19557626,-0.2196343,0.10578343,2.3199,3.313889
"POP1",-0.73664854,0.6540865,-0.07864963,7.1648,6.510134
"RBM25",0.1417118,0.33994,0.25919527,9.9175,9.809673
"PHC1",1.22592626,1.0211638,0.43315214,4.6859,4.659897
"STAR",-1.12768321,0.3966264,-0.12702895,3.4544,3.154883
"ABHD14A",-0.71507871,-0.4035397,-0.66853696,8.1751,7.924714
"FAM70B",-0.53699839,-0.8958211,-0.91260988,5.1343,4.921954
"ARF5",-0.43819092,0.2787485,0.29689261,10.7045,10.552602
"LMBRD2",0.16326634,-1.4240881,-1.76539257,5.8954,6.238677
"SKIV2L2",0.96832769,0.7499832,0.97439291,12.5001,12.065725
"PLEKHA7",0.24186617,0.0418607,0.01677897,8.1576,8.005943
"STAC3",0.56682274,0.0841349,1.023761,4.0035,4.048525
"PRIMA1",-0.73071786,-0.8086617,-1.23728205,6.28,6.112986
"COG3",0.50780211,0.523541,-0.01657531,5.5294,5.816497
"MCHR1",-0.44898183,-0.3533597,-0.00052146,2.5009,2.669062
"MED26",0.24475551,0.0820093,-0.38746643,4.6143,4.411479
"SPSB3",-0.03631888,-0.6608612,-0.9196968,12.6152,12.992
"TRIM65",-0.54994905,-0.6948433,-0.87691685,4.795,4.587006
"TMEM196",-0.14851876,0.2120621,-0.92648139,2.9891,3.154883
"COX15",1.40152949,0.7211131,0.88945647,5.6556,5.701816
"SLC25A18",0.94689547,1.219232,0.66375475,2.9373,3.261144
"RHOB",-0.90078622,0.7033561,0.58254249,4.3757,4.143966
"UNC5D",0.36204962,-0.4523198,0.05251112,4.5426,4.28174
"BTNL9",-1.08424091,0.3463498,-0.61995747,1.561,2.052759
"PTGES3",1.23687316,0.9704317,0.94200582,8.7076,8.582262
"HNRNPA0",-0.99608673,-0.6273621,0.19588598,8.1736,7.899819
"MTAP",0.11405979,1.183149,0.4981893,6.9045,7.119001
"PCDHB13",-0.46102521,-0.1365684,-0.237461,8.2298,7.756472
"TMEM71",-0.2050691,-0.1758604,-0.03376232,3.7327,3.575997
"DEFA6",-1.12536452,1.0972198,-0.20835428,2.4362,2.975039
"RAP2B",1.23828099,2.1099162,2.32430103,6.382,5.943098
"C10orf119",0.6083227,1.3404274,1.18791439,9.6294,9.367098
"FHL3",-0.93063785,-0.9383745,-1.07161449,7.0409,6.977517
"PNMT",-0.21137379,0.2866678,0.2139998,6.3502,6.284641
"CAMK2D",1.02191831,1.1247745,0.38280972,6.1184,6.058375
"TLX3",-0.04121304,-0.5454658,0.8025897,3.3128,3.890546
"COX4NB",-0.42115988,-0.8205898,-0.92132745,12.991,12.80076
"FUCA1",0.45950344,0.1686506,0.40998984,9.9264,9.733708
"HERC6",0.55989079,0.9871815,0.65308561,10.2371,9.621594
"KCNS1",-0.63892506,0.163498,-0.25450938,2.8053,3.102988
"C6orf159",-0.35256357,1.0972198,-1.34932833,1.86,2.289684
"SCML4",0.04718895,-0.4495502,-0.69375148,3.2249,2.746771
"HCRTR2",-0.85989318,-1.3305815,0.16673175,2.6088,1.06019
"ZNHIT1",0.06321474,0.3908837,0.23650184,12.7987,12.75222
"SYT10",-0.74754366,0.2120621,0.3763327,3.5587,3.679091
"PROKR1",-0.80831581,-0.8419128,-0.4350149,5.6134,5.252485
"CTLA4",-0.41214363,0.2775351,0.85414263,3.6197,6.430236
"OXSM",-0.1457171,0.0651666,-0.16430417,9.6373,9.529666
"RLN3",-0.41980692,-0.1293725,-0.08434382,4.3757,4.048525
"IGSF5",0.56622421,-0.4495502,-0.0123938,3.1484,3.368842
"METTL1",-1.40553093,-0.7353276,-0.86826179,9.5606,9.135609
"KIAA1009",0.5929674,0.9793359,-0.11604228,5.5008,5.278026
"ATIC",-0.30000986,-0.2442511,-0.249126,11.1288,11.115947
"BCHE",0.10742205,-0.5697071,0.31059637,5.0739,4.300218
"SLC6A18",-1.22936182,-0.8837635,-0.96672806,5.634,4.956713
"TCHH",0.93199539,1.2854186,1.04971601,7.6667,7.560811
"SLC17A7",-0.86040631,-0.9969921,-0.97816164,7.0972,6.600356
"HGS",-0.55064947,-0.3714426,-0.63803416,13.4525,13.459879
"NEIL3",1.39133685,0.9160451,1.00298837,7.3421,7.529254
"SLC24A1",-0.03962941,1.0154124,1.01744561,6.9137,7.169263
"AOF1",0.33359593,1.4649784,0.62327932,4.4262,4.100013
"INHA",-0.08884715,1.4223745,1.42191612,4.4518,4.613079
"THRA",-0.0723551,-1.3555099,-1.33981434,10.8938,10.69364
"C3orf38",0.7290856,-0.0597185,0.92735098,7.0288,7.006016
"OSTM1",0.53438486,-0.2343012,-0.51187253,6.5502,6.469885
"SLA",-1.12492419,-1.306924,-1.46375005,4.9601,4.907378
"MRPS18C",-0.02933643,0.2155828,0.1236582,13.5099,13.301547
"FOXQ1",-0.82353534,-0.7030143,-0.48975619,14.1709,14.130881
"UBE3C",0.41594014,0.7659386,1.18646696,6.9946,6.78217
"SLC25A27",-0.01737166,-0.947582,-0.1462589,4.6492,4.856294
"FSD1L",-0.54113412,-0.5942754,-0.90649238,4.3049,4.143966
"COMMD8",0.48228387,1.5612245,1.46251168,10.6272,10.133723
"LRRC6",0.41631016,0.6354753,-0.55139384,4.6994,4.361331
"FOXJ3",0.56633649,0.6094963,0.52721201,10.4009,10.408931
"C16orf70",0.51271361,-0.1211283,-0.08396714,10.0802,9.832562
"TMEM168",0.85407978,0.9128316,0.31483032,5.5899,5.982467
"CTSG",-0.32609362,-0.7874592,-0.55139384,4.0035,4.427947
"CLCN6",-0.15890578,-0.914649,0.01835247,4.0863,3.945592
"EAF1",-0.17312747,-0.3289543,1.14390278,3.8998,4.689818
"MEPE",0.63702945,0.4570154,-0.13987329,3.4886,6.149722
"NXPH2",-0.14693778,0.1251839,-0.63910347,2.7479,2.289684
"ORAI2",-0.65679629,0.8762225,0.82480123,6.4856,6.981674
"TUBA1A",-0.0946832,-0.0588714,0.21503685,12.4656,12.158689
"KLHL20",0.41807624,1.3791951,0.94434922,7.8465,7.848446
"GATC",-0.5250548,-0.8482565,-0.9141308,8.5293,8.250634
"CTNND2",0.00295812,-0.6780413,0.20219602,2.5009,2.382856
"C17orf77",-0.14851876,0.2317628,-0.29640973,3.877,3.575997
"ANPEP",-0.35381738,0.0232094,0.0213461,8.1769,8.150136
"SHKBP1",-0.54298295,-1.173476,-0.77858256,8.0794,8.153218
"BTN3A1",0.17084432,0.433401,-0.69359627,5.401,5.576236
"CTR9",0.90747719,1.1513927,1.20043894,9.7169,9.502554
"AP3B1",1.04306535,0.7705366,0.83184393,10.1621,9.75697
"DUOX2",0.30628102,-0.4510598,-0.83469997,4.9487,4.587006
"F10",-0.30678806,-1.4419151,0.31684191,3.6197,3.400504
"TLR10",0.14519952,0.4466487,-0.34677501,3.0299,2.482512
"SYT13",1.42254139,-1.4209885,-0.34521377,4.6859,4.752949
"THAP11",-0.83518886,-0.2972461,-0.30438906,7.2649,6.543699
"L3MBTL",-0.17245535,0.8400568,0.10578343,3.1484,2.975039
"FBXL7",0.00349512,-0.3394304,0.07406847,3.6971,3.679091
"AXIN2",0.27224277,0.0827297,-0.53140291,3.1484,3.490365
"ASXL3",-0.29891329,0.3463498,-0.69375148,3.2249,2.975039
"GOLGA4",0.6737853,-0.0365475,-0.32209863,8.9512,8.726613
"C1QB",0.04718895,-0.3118165,0.48850207,3.5271,3.769096
"LGR4",-1.04745614,-1.3764167,-1.18933753,8.6015,8.735582
"AKAP8",-0.10689016,-0.0972056,-0.10943499,10.3027,10.015571
"GALP",-0.17245535,0.6151057,-0.1554911,3.4544,3.313889
"GJC1",-0.82544448,0.233539,0.04314011,6.9334,6.766768
"HEATR5B",0.98967225,1.5159898,1.56925252,6.189,6.192153
"ACTRT1",0.50026218,-0.5697679,-0.11197263,2.9891,3.102988
"GTF2A1",0.11261001,0.5764521,-1.24579962,4.9487,4.856294
"RNF122",-0.16690779,-1.4663112,-1.57088486,6.3298,6.49102
"MAPK8IP3",-0.2725483,-0.1425426,-0.05611233,4.6594,4.504786
"IDI1",1.14134216,0.6490239,0.84199311,9.8502,10.157345
"FNDC3B",0.8253625,0.681196,0.54638543,10.4693,10.035376
"USP4",-0.33163065,0.2794133,0.19482807,10.7805,10.894528
"SIK2",0.37122209,-0.749077,-0.68176097,6.2316,6.401213
"AIF1L",0.17952401,-0.2308456,-0.24574897,11.3878,11.199108
"MYOM2",-0.25257199,1.6516505,1.73835998,5.1124,5.062589
"A4GALT",0.451678,-0.1800378,-0.557345,7.6572,7.418782
"FAM3B",-0.87873044,0.5189468,-1.36099618,4.0222,3.923435
"NDUFA12",0.23909173,0.711019,0.70012051,12.6213,12.505123
"ESAM",-0.06280043,0.2474583,0.31543466,4.571,4.450052
"NHEDC1",-0.46870134,-0.4859873,-0.69492894,4.1213,4.676909
"RNF19A",1.29852955,1.0424862,0.87803622,8.6884,8.654163
"ARAP3",0.36702728,-0.305066,-0.20845135,11.0385,11.17286
"TP53I13",-0.69855196,-0.5648293,-0.72896976,7.3162,7.192898
"CNPY3",-0.28208242,-0.6886178,-0.4817402,6.9703,6.981674
"RALBP1",0.55744411,1.4806992,0.23279664,4.064,4.143966
"PPP1R1A",-0.76596145,-0.02079,0.68371916,3.3886,2.821748
"PRB4",-0.38545811,-0.5272291,-0.7817971,6.3015,6.242199
"SNIP1",0.27630825,-0.1284618,-0.13186391,6.4139,6.233424
"DUSP11",0.75866113,1.0427754,1.47933589,8.1013,8.311375
"CEP164",0.22785358,-0.2104827,-0.24091894,6.9813,7.1222
"NUP50",0.30834927,1.1573468,0.99072569,9.6054,9.181307
"TMEM50A",0.32463909,0.2631818,0.39797599,11.8346,11.917731
"ZFYVE1",0.46628853,-0.0066761,-0.10599601,8.0052,8.385812
"CPA2",0.93566039,-0.8124031,0.81380745,4.0863,3.945592
"ZNF551",0.90728141,1.2944289,0.76982013,6.2867,6.1701
"C6orf129",0.19338044,-0.4563333,-0.74935389,7.6728,8.641946
"GSTA3",-0.21940393,-0.6051327,-0.64697917,4.3944,3.490365
"SLC2A8",-0.39277031,-1.3020013,-1.21641494,9.2441,9.060762
"CRLS1",-0.01574414,0.8477874,1.07402491,10.3018,10.57046
"TGM2",-0.52513752,-0.8330096,-0.32015695,10.9758,10.302553
"RAN",-0.33022301,-0.1903571,0.18310747,13.0741,13.039615
"SLC5A1",-0.29323841,-2.083298,-2.50425783,4.1028,4.300218
"ASCL2",0.17801244,-0.021046,-1.07802622,8.4751,4.224208
"SMARCC1",0.54278394,0.9122325,1.02952308,9.4931,9.395426
"EMP3",-0.2856702,-0.2356941,0.05341215,10.7873,10.86399
"PRR18",0.5990089,0.4006273,0.0335124,3.4886,2.821748
"PRPF18",0.92815422,1.0620571,1.11753818,9.2879,9.01548
"C13orf15",0.11145898,-0.5365134,-0.59674415,7.6472,7.87756
"CHST11",-0.44276887,-1.1377294,-0.86194283,8.2179,8.327131
"CNTNAP5",-1.14745896,-0.4707226,-1.12700416,4.3616,4.361331
"GABRP",0.15985491,0.3512417,0.75773498,4.9601,4.553233
"GSC2",0.86501812,-0.4458355,-0.24744121,4.3944,3.706272
"SCN2B",-0.78590752,0.6549592,0.24816112,3.3128,3.400504
"KIF2B",-0.72181437,-1.1190679,0.49531533,3.1009,3.211379
"PARP4",1.05032867,0.9024956,0.89309411,9.8621,10.12801
"KIAA0513",0.3224219,-0.3129209,-0.37355404,9.2105,8.271876
"C21orf59",0.06008809,0.2508918,0.05591475,12.1094,12.524749
"KLRF1",0.53329548,0.938735,1.08054118,3.8493,3.769096
"DQX1",-0.36225941,0.1807638,0.69899933,5.0502,5.304616
"NUDT15",1.0342654,1.1312707,1.46953622,8.9829,8.915083
"TNMD",1.41139329,0.4025581,-0.53687486,1.1472,2.975039
"MRPS36",0.1949572,-0.1298815,-0.2426802,12.7914,12.766206
"TBC1D10B",-0.09559136,-0.0353679,0.02900122,12.9636,12.710949
"UNC93A",1.22933211,0.6726227,-0.53140291,3.1009,3.211379
"TMEM209",-0.12693979,0.7940035,0.9854647,9.7805,9.772844
"SLC26A10",-0.05581521,0.1488087,-0.75353992,3.587,3.83126
"INTS10",0.62180992,0.5263735,0.62548485,10.9595,10.923574
"TAF3",-0.31566154,0.9300581,0.26307477,8.3032,8.373346
"OR51A7",-0.69405465,-0.5451264,-0.22810622,3.6411,3.706272
"INTS5",-0.12404197,-0.2052636,0.32663921,5.7251,5.287788
"MMP11",0.51926499,-0.696294,-0.81086144,4.9249,4.824736
"CSMD2",-0.98425491,-1.8880244,-0.41175191,2.8733,3.026482
"ADAMTS10",0.21954719,0.2703587,-0.67916741,4.4843,3.641099
"OR6W1P",-0.6606291,-0.7684782,-0.12337105,5.1024,5.007605
"POLR1E",-0.58754288,-0.3367801,-0.28111312,8.4375,8.317888
"ZNF160",0.28225339,2.5515669,0.7095325,5.5752,5.669014
"CD82",0.38167242,0.3545948,0.29627625,10.6681,10.92113
"PSD4",-0.63739407,-0.0076035,-0.14631892,7.459,7.521966
"IL11",-0.8763304,-0.8364143,-0.77731449,10.1791,10.516321
"C9orf167",0.23961848,0.064564,0.10299549,13.1126,12.771785
"ZNF426",1.30091638,1.7030163,1.500047,8.0951,7.774518
"HPCAL1",-0.86434019,-0.9997913,-0.91609642,10.4937,10.42776
"ARHGEF2",-0.34391451,-0.4982656,-0.02512388,7.7944,8.621866
