"","GSM1385013.REP1","GSM1385014.REP2","GSM1385015.REP2","GSM1385016.CTRL","GSM1385017.CBD"
"KCNG2",0.13932138,-0.7866876,0.43606019,3.6411,3.802131
"LIMD1",1.60790298,-0.5959111,0.81380745,4.7355,4.613079
"CTXN3",-0.23835958,-0.1173206,-0.31351549,3.0299,3.211379
"KCNE3",0.00032331,0.9606918,0.88101844,2.6756,3.102988
"POLA2",-0.26170976,-0.2121574,-0.21154512,9.6222,9.672501
"HACL1",-0.32016464,0.0182927,0.11735776,10.4402,10.70451
"CLCN4",-0.02670011,2.1149926,1.27072738,4.676,4.339804
"IGFBPL1",-0.65416858,-0.963769,-0.42966675,4.9694,4.411479
"NR5A1",-0.84687996,-0.0791496,-1.22130739,3.8075,3.490365
"IL17RB",0.36797477,0.7287971,0.07406847,3.9433,3.641099
"SLC16A3",0.13418333,0.4769172,0.58535773,13.1644,13.239059
"DUSP10",1.24069642,-0.281565,-0.10431748,8.4438,8.197838
"SLC9A11",0.02489214,-0.3530827,0.1400076,3.1009,2.975039
"TMEM132C",0.36797477,-0.2196343,-0.11197263,3.0299,3.102988
"ACRC",0.27345996,1.4555031,1.30358184,6.1943,5.799758
"PPL",-0.1124233,0.3162432,0.43486924,9.2146,9.167349
"ZC3H18",-0.61140568,-0.5538726,-0.86390296,9.0263,8.808009
"CD3E",-0.6120898,-0.963769,-0.96186037,5.3336,5.11142
"LUZP4",-0.1096734,-0.7443209,-0.60036847,3.6411,3.61357
"RAB11FIP3",0.0003214,-0.1338052,-0.17579898,8.9393,8.528627
"GPX7",-0.01890417,1.3829259,0.65618981,5.3669,5.701816
"C19orf33",-0.06976736,0.3325955,0.32744612,12.2269,12.523384
"GABRR3",-0.31285464,-0.1293725,-0.2319841,4.5165,4.411479
"HESX1",1.12215705,0.4884134,-0.50255485,3.6411,4.181627
"SLC12A9",-0.93983462,0.1258745,-0.16702753,5.3834,5.266902
"PPCS",-0.09395182,0.1812167,0.32538006,9.3054,9.680136
"C19orf70",-0.40072547,-0.4674592,-0.7747349,11.307,11.28803
"PRG3",-0.67392878,-1.0652535,-1.6707116,4.6594,4.810731
"RASEF",-0.67163321,0.4523723,-0.1050598,8.5605,8.670039
"LFNG",-0.65210893,0.429748,0.42559657,7.5799,7.342173
"NHLRC3",0.85416118,0.2553547,-0.11358398,6.2271,6.525105
"UBE2D4",-0.68844957,0.2335889,0.05806191,8.5507,8.394458
"XRCC5",0.6874671,0.8270481,0.7002212,10.8638,10.631147
"EPS8L1",-0.43844982,-0.2257951,-0.58733515,10.3629,10.682093
"UVRAG",0.71707018,-0.4308688,0.12026929,6.6704,6.967439
"CYP4F22",0.82562597,0.955898,0.62327932,3.5271,3.741941
"OR4D2",-0.57689191,-0.4892742,-0.72569396,9.7065,8.298106
"UBXN6",-0.61644165,-0.4825241,-0.44429346,8.1902,8.383324
"EIF2AK4",0.8807523,1.1724887,0.90992133,8.9709,9.012736
"OSGEP",-0.4614416,-0.8066007,-0.7851045,9.2899,9.372567
"C1orf101",-0.12448523,-0.159697,-0.11078501,2.9373,3.313889
"DIAPH2",1.69622697,-0.570068,-0.15916363,5.3669,5.537595
"ADM2",-2.32090039,-1.8679814,-2.43664643,4.5574,5.684708
"IFT81",1.53403864,0.3047711,0.25551565,5.9455,5.69325
"GNA15",-0.5502237,-0.5802716,-0.30106204,7.8465,8.081716
"C9orf98",0.19765767,-0.6128383,-1.20208697,5.1706,5.38164
"NSUN2",-0.07001991,0.5039633,0.48996174,12.6171,12.318942
"ITFG3",0.28939567,-0.5014326,-0.63409,11.6432,11.658364
"HBA1",-1.82880399,-1.848118,-1.39685795,5.0739,4.893567
"ZNF608",0.44314236,0.1751343,0.4195704,3.6971,3.741941
"TRPV5",-0.5754328,-0.3452099,0.19122338,4.2543,4.262949
"SLC27A2",-0.12507665,0.4456737,0.80762551,6.9161,6.981674
"WFIKKN1",0.09085446,-0.3635222,-1.09159674,4.9994,4.770193
"TRIM22",1.453847,-0.1028712,-0.44073575,7.0855,6.658378
"EVC",-0.144461,0.3720955,0.48547459,5.0502,5.196056
"ALS2CR8",0.33487454,1.765237,0.01835247,4.4518,4.516667
"ITGA4",0.87847842,0.0527657,0.98020349,4.1454,3.641099
"EXTL3",0.44194324,-0.5345335,-0.63773925,10.53,10.092296
"SLC22A4",-0.93212255,0.461264,-0.14006865,8.0902,8.193459
"SUMO3",-0.17049665,0.0753386,0.07949609,8.648,8.577562
"KIFC2",-0.53342962,-0.7151772,-1.02661285,7.78,7.628929
"GPR155",-0.21275196,-0.4540845,0.02761507,3.8493,3.741941
"NOS1AP",0.4344241,-0.6339036,-1.05931432,6.0552,6.33624
"RALB",-0.08236422,0.0944596,0.89702577,6.9703,7.084381
"TMEM64",0.98787379,0.8262278,0.65161547,5.6211,5.47276
"GRPEL1",-0.92643039,-0.5954787,-0.65633127,10.1267,10.186406
"TGM7",-0.52881048,-0.7911975,-0.33661852,3.6971,4.00252
"HINT3",-0.53610567,-0.0333556,-0.14400062,7.4432,7.801685
"KIR2DS4",-0.91496973,-0.8539766,-0.35130821,3.6197,3.452668
"UCN2",-1.03787022,-0.9185405,-0.97127765,12.5338,12.284089
"ARL2",-0.36856605,-0.4251513,-0.57712227,9.8683,9.790843
"FAM173A",-0.40409324,-0.7710957,-0.86892805,10.8174,10.746979
"NLRP11",-0.0627961,-0.4540845,-0.07306091,3.3128,3.313889
"C11orf79",-0.29760966,0.200949,0.15975292,10.9703,10.62445
"ASGR1",-0.09724055,-1.8019686,-1.62861821,6.9161,7.246759
"AMOTL1",-0.20956062,0.0014573,0.60320617,7.5935,7.907586
"SPIN1",1.00014604,0.3860419,0.31890668,10.8285,10.721306
"PSCA",0.66319286,0.812317,0.77103908,12.3029,12.098035
"HNRNPA2B1",0.93748004,0.3500026,0.89908416,13.6913,13.461051
"SLC2A4RG",-0.11339677,0.2526997,0.38517053,13.7784,13.812782
"SEMA4D",0.73893774,-1.298215,-0.97970512,5.7323,5.823246
"CAMKV",-0.76776038,-0.920191,0.68371916,2.9891,3.490365
"HSDL2",1.02618846,0.439615,-0.08023058,4.2161,4.245898
"VTCN1",1.85332135,2.841243,2.28228531,4.8063,4.3941
"PCDH18",-0.08098935,-0.606654,0.31721868,3.8075,2.912117
"CXCL14",0.11261001,-0.2850933,-1.31123169,3.8075,3.641099
"CTSL2",1.08900873,0.7893326,1.08385201,12.2417,11.959709
"LCE3A",-0.62354495,-0.777384,-0.81874168,4.6036,4.659897
"ANG",0.19212846,-0.7379181,-0.70814718,6.0991,6.535509
"PITPNC1",0.06992649,-0.021046,-0.22664581,4.4262,4.022212
"AKAP6",0.15300331,-1.530848,-0.03376232,3.8075,3.890546
"PRRT3",-0.35200135,-0.0503255,-0.15871426,8.9166,8.891346
"OBP2B",-0.8053013,0.0973912,-0.81941892,4.0863,4.048525
"FZD6",1.9093577,0.2921372,0.8550231,8.4828,8.403936
"SPRY2",0.33435169,-0.0166771,-0.11352101,9.8124,9.660436
"AGA",-0.23400994,0.1943848,0.31626432,8.4507,8.885067
"CNN3",1.25298607,0.389824,0.42024898,11.1165,11.234152
"GBX1",0.65169852,0.1026238,-0.69639705,3.3128,3.679091
"SSTR3",-0.35591384,-0.6735132,-0.59787533,8.3125,8.306551
"CFHR2",-0.09669827,0.1207112,-0.71099532,2.8733,3.211379
"SSFA2",1.13720132,0.3561642,0.47714557,6.0458,5.916197
"C1orf223",0.11487922,-0.3922088,0.17926865,3.7842,3.575997
"EFHA2",-0.51135527,0.1999783,0.1177395,7.1443,7.302958
"ERCC1",-0.31716694,-0.280738,-0.44792947,10.6054,10.678784
"TMED9",0.13234587,-0.1996321,-0.40828148,11.0238,11.25968
"AVPI1",0.17663158,0.0817146,0.03198966,11.7348,11.532978
"IRGC",-0.54405174,-0.7945884,-0.15363533,4.9788,4.993189
"LRRC56",-0.49579006,-0.2579495,-0.35967393,7.2901,7.107812
"PGD",-0.88850239,-0.361614,-0.41951981,9.5392,9.328875
"SUDS3",1.81797493,1.5215963,1.28003151,8.1226,7.941631
"ZNF593",-0.29559079,-1.1380558,-1.12687626,12.001,11.981157
"C1orf9",1.06098488,1.8151774,1.58680361,10.8859,10.705424
"C1orf58",0.74089663,0.1905392,0.46751299,6.7401,6.697318
"C16orf5",-0.53987546,-0.4414421,-0.73998201,7.7603,7.707344
"OR51D1",0.01291834,0.1064326,-0.19727433,3.8075,3.534091
"RAB3GAP1",0.32595819,0.6007508,0.58030316,10.1813,9.978882
"PAFAH1B3",-0.45185045,-0.2517293,-0.59573463,10.936,10.553696
"TRPC6",-0.39331542,0.0269257,-0.068296,3.3128,3.102988
"STOML2",-0.62893987,-0.7744961,-0.60473897,11.2585,11.474142
"CALY",-0.49111973,-0.3836291,-0.14497825,4.795,4.676909
"MYBBP1A",-1.40464914,-1.3532769,-1.41457492,9.7126,9.784489
"GINS2",-0.10206542,-0.3574896,-0.55212317,11.217,11.292871
"GGH",1.1859897,0.9960187,1.20878349,10.2762,9.998504
"C14orf118",0.94689547,-1.8880244,-0.90602308,3.8075,4.569836
"NTS",0.35648561,0.6467846,-0.70996204,3.3886,3.102988
"LMTK3",0.70238633,-0.3605363,-0.33312054,8.9709,8.800705
"AZGP1",-0.37526548,-2.3040082,-2.53362199,5.9581,6.253306
"PPIF",-0.67840326,-0.4472343,-0.44066629,12.7484,12.89238
"C9",-0.73481717,-1.5898517,1.86367533,3.366,3.313889
"CUBN",-0.41436329,-1.2830355,0.38492463,3.4231,3.490365
"SOX13",0.31866893,0.0487456,0.27490853,7.1516,7.111402
"CRYM",-0.53097098,-0.5517662,-1.07802622,5.1706,4.856294
"AP1M1",-0.34731489,-0.3297969,-0.53622451,8.131,8.24542
"TACC3",-0.14287244,0.2519356,0.42638874,8.4579,8.473222
"HIST1H4G",-0.72325384,-0.8953311,0.3905576,3.9433,3.769096
"HCG9",-0.62244855,1.0585243,0.80890765,3.8263,4.143966
"NAT10",-0.52921872,0.7180676,0.36259142,9.194,8.912631
"APOBEC2",0.77997497,-1.6361248,-0.28993074,2.5009,3.261144
"SHB",0.24663469,0.0791421,0.01837666,8.7739,8.35687
"CLCNKB",-0.45784534,0.3766332,0.27897442,3.877,3.858474
"OR2M2",-0.70579735,-0.3997733,-0.41181423,3.4544,2.821748
"UTP23",-0.15736681,0.0326021,0.20231015,10.7055,10.48334
"RNF214",-0.13900581,-0.8020149,-1.17380351,7.2601,7.275672
"GNAI2",0.51443026,0.0135507,0.83469453,8.7553,8.619884
"XIAP",-0.67019015,0.9851126,1.83367567,7.3827,7.643601
"OR7D4",0.81330558,-0.0622444,-0.64822724,3.8075,3.400504
"TMEM149",-0.24279529,-0.3691539,-0.61171848,10.11,10.296039
"GSTT1",-0.74175811,0.4790081,0.26371644,6.8429,7.211241
"USP1",0.11211915,0.6622461,0.62363344,10.8328,11.345704
"LAMP3",0.60675117,-0.9558322,-1.16319485,10.7891,10.565103
"ZNF772",0.59864832,-0.1173302,-0.28192733,4.7562,4.907378
"GUCA2A",-0.27131387,-0.4398648,0.00966151,4.064,3.769096
"PET112L",-0.4461822,-0.2433849,-0.60728359,8.6148,8.348232
"NDUFS7",-0.22048403,-0.2970164,-0.73936307,11.4483,11.255393
"UBASH3B",0.58640034,1.6228333,1.29419728,4.3049,4.262949
"C3",0.63810667,0.412768,0.36747652,12.5051,12.468724
"TGIF2",0.35702019,0.3590468,0.41371564,5.5899,5.426222
"ZNF91",0.58933975,0.7380418,1.15362869,7.6951,7.390969
"NOL7",0.11285418,0.6762794,0.95479147,13.5193,13.586189
"DDX41",-0.24155393,-0.3666322,-0.56953965,10.1406,10.076534
"SPACA1",-0.39229231,-0.1774246,-1.10564493,4.9022,5.943098
"ZBTB4",0.09618197,0.3886148,0.26652428,9.2868,8.970327
"PCDHB7",-0.29451381,0.2181198,0.87854034,4.571,4.466905
"RFWD3",-0.1180208,-0.3328933,-0.32491653,9.0721,9.210949
"OASL",-0.07631331,-2.0206202,-2.21642754,11.6063,11.625948
"MFAP4",-0.78027786,-0.7625572,-1.10354651,3.3128,3.534091
"AHR",0.72261974,0.8281877,0.65270879,9.2138,9.016191
"RBCK1",-1.16757372,0.2765116,0.06088208,7.4719,7.922613
"KCNJ6",0.94563565,0.0269257,-0.08717411,2.9891,3.261144
"HTT",0.09432702,0.0654004,0.04876492,7.8515,7.719484
"DIAPH1",0.28472518,0.069107,-0.26288234,13.8713,13.633113
"CTF1",-0.00843299,-0.5219743,-0.55853478,5.2313,5.11142
"CHRNG",0.02489214,1.3094397,0.03676719,3.6197,3.400504
"PF4",0.02328034,-0.8754274,-0.91492207,3.6197,3.154883
"SLC25A35",-0.0264046,-1.0223699,-1.28168906,4.8568,4.934481
"NAT5",0.0465798,1.0685152,0.82355193,11.2331,11.05222
"ASPHD1",-0.39933509,-0.8474901,-1.03560835,12.1145,12.091759
"GCC1",-0.60878411,-0.218203,-0.28645382,7.6167,7.958629
"CLDN17",-0.29891329,-0.0682856,-0.41879711,3.5271,3.534091
"DGKH",0.2534238,-0.4495502,-0.35130821,3.9799,3.945592
"TP53BP2",0.9185,0.5443809,0.49793315,9.2847,9.390887
"INO80C",-0.06791241,-0.3277201,-0.03812435,6.9303,7.223275
"MYO1D",0.20442812,0.2864152,-0.04691681,7.8291,8.190851
"ZNF71",-0.71862623,-0.9971518,-1.06925852,6.1236,6.051285
"S100A3",-0.15001762,-0.3098231,-0.7449121,8.126,7.983713
"OR1C1",-0.97360346,-0.570068,-1.18045277,3.4544,3.211379
"TMEM101",-0.28268051,-0.7456831,-1.04889,8.193,8.654163
"CD300LB",-1.03568725,-0.7237983,-1.13044617,5.8007,5.399714
"UBE2D1",0.59971961,0.8952674,0.99972127,7.2212,6.927621
"TRRAP",1.37926186,0.8730488,1.0164845,7.9783,7.839852
"PEX12",0.61456345,0.6694424,0.63822967,6.3903,6.086622
"SHC3",0.28544208,-0.1758604,0.31684191,3.8075,3.313889
"C10orf111",0.13909798,0.1251839,-0.21147722,3.2249,2.593155
"HELZ",0.83977795,1.4058905,1.19058753,7.9528,7.347728
"PPAP2C",-0.68258205,-1.2341056,-1.20176945,9.5809,9.427322
"DYNLRB2",0.5931512,-0.1557377,-1.24165954,4.6994,4.553233
"RPL19",0.09598433,0.0756842,-0.04095406,16.7911,16.643366
"EPM2A",-0.82259442,0.3483248,-0.32023788,4.0035,4.022212
"HIST1H2BA",-0.36546762,-1.1190679,0.00966151,3.6411,3.154883
"ANXA7",0.43718711,0.0591282,0.16702829,9.4474,9.326567
"TEX264",-1.30881776,-0.788365,-0.63821969,8.3097,8.726613
"NCOR1",0.73345588,0.2215198,0.64074517,6.9246,7.205692
"HERC3",-0.08291943,0.7445574,1.75363232,4.4262,4.181627
"CABP4",-0.25518078,-0.8557406,-0.66931222,5.2669,5.019666
"TGFBR1",-0.30678806,0.0527657,-0.50666356,5.8608,5.567562
"CTNNBL1",-0.30614706,0.0959608,0.04047568,8.734,8.603366
"PF4V1",-0.81809412,-0.2106158,-0.08023058,2.7479,3.211379
"CYP26A1",0.21585709,-1.2189584,-1.38417906,7.0012,6.185965
"LARGE",0.1861659,-1.1127835,-0.22810622,3.674,3.972485
"KCNH4",-0.16961935,-0.5532984,0.00966151,3.9799,4.048525
"FBXO39",0.38669183,-0.2524908,-0.51060501,2.9373,3.102988
"IDO2",-0.14693778,-1.727483,0.10578343,2.8053,2.821748
"TSHZ2",1.02072366,0.3463498,-0.23287499,3.366,3.211379
"TAS2R41",0.02697919,-0.8887893,-0.60698412,2.7479,2.593155
"COQ4",-0.80441354,-1.4155106,-1.71615901,8.7859,9.004587
"CRISP3",-0.50302253,-3.1464727,-1.91802823,1.3803,2.669062
"PLEKHH1",0.55925603,0.3095714,-0.08023058,3.587,3.858474
"XRCC3",-0.24484822,-0.8557406,-0.54155972,5.8811,5.684708
"POLR3K",-0.15205862,-1.0459332,-1.02165083,11.6245,11.427832
"SGPL1",-1.14011585,0.3990686,-0.10074163,6.4504,6.49102
"PELI2",0.186699,-1.0327691,-0.91736788,4.1808,3.972485
"PUS3",0.03658339,0.079416,-0.03293742,9.3235,9.326567
"URB2",-0.41146773,-0.4763427,-0.41036366,8.8448,8.300791
"GSTM2",0.61115141,-0.5697071,-0.57830712,3.8493,4.048525
"STXBP6",-0.34808955,-1.1655986,-1.29825872,4.5165,4.411479
"GPX5",-0.25457153,-0.5027067,-0.58059093,5.2669,5.062589
"TMEM170B",0.00961954,0.8683171,0.84639634,5.1534,4.516667
"UBE2A",0.43134745,0.6322892,0.46229817,11.4034,11.372633
"TIPRL",0.51472981,0.3898083,0.57517552,10.2858,10.333931
"MTFMT",0.34165211,0.0164293,-0.07015583,7.8069,7.656712
"PTCD3",0.14614959,1.0247111,0.84758229,10.08,9.949382
"CSNK2A1",0.3992154,0.5014745,0.8130652,8.9081,9.257256
"TOX4",0.39571669,0.1390457,0.09667412,9.1319,9.368219
"APOL5",-0.11846309,-0.3118165,-0.44018946,3.6411,3.575997
"PTPN14",-0.48409715,0.7800725,0.55271703,7.7721,8.009923
"SCAMP3",-0.62922387,-0.5004312,-0.70569492,10.0042,9.948536
"PAIP2",0.65949863,0.7969685,0.90006411,11.4594,11.676704
"XIRP1",0.38754863,0.3106862,0.61434809,3.6411,3.769096
"PPP2R5B",-0.19977548,-0.58071,-0.96187717,10.1917,10.406876
"ATP6V1E2",-0.53892164,-1.0223614,-1.0162775,6.6335,7.199861
"ZNF138",0.07892373,0.524629,0.69028686,6.1664,6.001113
"DSPP",0.69712993,-0.7737474,0.89756884,3.5587,3.575997
"NET1",0.88192852,2.0162048,1.99485638,11.6745,11.225918
"ABHD4",0.0290058,-0.0576779,-0.21293011,9.6187,9.912383
"FAM165B",-0.38561964,0.0149632,0.02073101,8.2298,7.988132
"C20orf79",-0.2050691,-1.0196442,0.25336188,3.4231,2.975039
"TAS2R16",-0.5872514,-0.5451264,-0.54337985,2.9373,3.741941
"SND1",-0.27712026,0.2543721,0.352207,12.159,12.351624
"DYNC1I2",0.96673916,0.8376091,0.96168021,9.5133,9.884798
"CRLF1",-0.23563959,-0.8058769,-0.91487944,6.3711,6.275311
"TNKS",1.16595656,0.0954991,0.70396681,6.0876,6.5622
"MAGEH1",-0.33138405,-2.3234211,-2.6552705,6.4008,6.406123
"PDLIM7",-0.04399385,-0.1705861,-0.49971416,6.1943,6.294948
"RAB25",-0.25159476,-0.2570074,-0.15100256,10.4074,10.469322
"C2orf51",-0.1033688,-0.8749283,-0.07204473,3.9799,4.073103
"RERGL",-0.56456935,2.0678985,0.12546521,2.5009,2.052759
"TMEM141",-0.00666889,-0.6335852,-0.60154992,13.5127,13.630524
"ELOVL2",-0.78027786,-0.0186219,-0.11197263,3.3128,2.669062
"RTN4RL1",-0.00609798,-0.5739872,-0.37573549,7.5561,6.520192
"RBM12B",0.4293343,1.0203663,0.78396112,7.6928,7.631262
"PNKD",0.48194987,-0.2222593,-0.24902346,11.8187,11.827277
"PTGES",-0.01017837,-0.3514009,-0.24507919,8.0333,7.205692
"PIK3C2G",-0.56456935,-0.5696446,-0.02729685,3.1484,2.746771
"NDUFB6",0.32289098,0.2846274,0.40000879,12.3607,12.263933
"PRDM6",-0.11206471,0.1533067,-1.07727802,4.3049,4.143966
"PPP2R3A",0.55816102,0.2825168,-0.02841764,7.6131,7.822893
"KLRA1",-0.36546762,-0.3530827,-0.50871388,3.6411,3.400504
"MRCL3",0.54507813,-0.0268623,-0.01758132,12.3742,12.5635
"GEMIN6",0.06437545,0.6005699,0.47239967,11.5704,11.096022
"QPRT",0.0929361,-0.7291192,-1.0708556,12.7734,12.901388
"LMBR1",1.12767604,2.0971198,2.04786259,6.009,5.567562
"ITGB1BP1",-0.07402646,0.4647853,0.63836587,12.484,12.344788
"TMC2",-0.17245535,-0.5933898,0.11424282,3.961,4.00252
"PPP1R14D",0.95453477,-1.10956,-0.13634864,3.8998,3.83126
"RETSAT",-0.77004967,-0.5385563,-0.25372574,6.7932,6.766768
"CPO",-0.49379807,-0.5959111,-0.54337985,3.2249,3.154883
"PNPLA5",-0.84096528,-0.296876,-0.60364968,4.6994,4.613079
"RP11-265F14.2",-0.52088896,-0.6438696,-0.42401133,4.7225,4.613079
"ZC3H12A",-0.21914313,-0.5548966,-0.67230884,11.8495,11.385406
"CCDC11",-0.58042446,-0.3316797,0.23279664,4.3944,4.181627
"EVI2B",-1.47825844,0.3483248,0.12546521,4.9694,4.339804
"ZFP14",0.65805895,0.9606918,-0.75062722,3.7327,3.945592
"ZNF500",-0.09659341,-0.7589882,-1.17168599,8.1445,8.210667
"PPFIA3",-0.29431795,-1.7368178,-2.16370174,5.3336,5.11142
"ALDH7A1",0.26934907,0.2380447,0.42144514,10.9948,11.179724
"HEXIM1",0.40674677,1.433032,0.89131115,6.8454,5.744609
"PEG10",1.08897198,1.4433162,1.42200869,7.819,7.246759
"ALX3",-0.59749462,-0.4195402,-0.23738834,4.4518,4.181627
"GADD45A",0.14968249,-0.8228401,-0.21480184,10.9789,12.037083
"CYP3A43",-0.75420081,-0.9141289,-0.11853177,3.4544,3.575997
"RBM6",0.52018084,0.5843713,0.43642813,7.1728,7.156706
"LMNB2",-0.07195129,-0.0911272,-0.12447342,10.0077,9.740173
"DDX43",-1.12768321,0.4955072,-0.70996204,3.2249,2.482512
"EMR3",0.50026218,-0.0154901,1.58619853,2.8053,2.593155
"DDHD2",0.41529268,0.7709048,0.29190638,7.8069,7.742996
"TMEM22",-0.04889161,-0.3443928,-0.42812678,8.3175,8.186945
"GDI1",0.51518854,-0.5381003,-0.69474927,10.2322,11.693578
"MAPRE2",0.91868866,-1.012299,-0.12905127,3.8493,4.120199
"DSG4",1.689589,-0.2524908,-0.30205656,3.4544,2.821748
"HYOU1",-0.39755427,-0.91565,-0.28233376,7.1005,7.156706
"XPOT",1.0567494,-0.0096099,0.48267229,6.7156,7.492963
"IFNA21",0.30175099,0.439615,0.03676719,3.6197,3.890546
"SETDB2",0.46561415,1.1314159,1.21185557,7.1516,7.1874
"TWF2",-0.67031079,-0.5490626,-0.43061152,9.5831,9.430563
"CLIC3",0.32889984,0.4782676,0.6092976,10.939,10.49575
"HYI",-0.81637527,0.7310716,0.51619973,11.3899,11.041002
"HIST2H2AB",-1.68231572,-1.1725818,-0.93216515,7.7346,8.018232
"SLC5A2",-0.29032768,-0.2247025,-0.25552873,8.9393,8.726613
"FNIP2",1.24791356,0.7395698,0.67456621,6.3903,6.469885
"TBPL1",0.39868149,0.4869454,0.53731907,9.792,9.474317
"CPB1",0.54131858,0.3463498,0.82099707,3.6411,3.313889
"ZCRB1",0.71790261,0.5351201,0.50675767,8.8667,8.838612
"DAAM2",-0.79883283,-1.0584647,-1.43820462,4.1633,4.300218
"GTF2H4",-0.75906029,0.220303,0.50198741,6.9451,6.755721
"PTPN23",0.19483688,-0.30339,-0.45793762,9.5185,9.732667
"SARS",-1.02758215,-1.1897267,-1.46223172,11.7476,12.833325
"GPKOW",-0.13344935,-0.6307434,-0.65616484,10.3355,10.567464
"PPP2CB",0.35830817,0.0282211,0.09982656,9.9162,10.013004
"DYRK1B",-0.12987114,-0.1869039,-0.15191898,6.602,6.732776
"KIAA1429",1.11574197,1.2993392,1.3871461,11.5793,11.582404
"TP53INP1",1.17236388,2.184482,2.31608869,6.5042,6.366137
"PRKCQ",-0.9476648,-2.0310396,-1.68317771,3.4231,3.026482
"HSPB3",-1.03392341,0.024603,-0.91492207,3.1907,3.400504
"FBXW5",-0.53648231,-0.3170125,-0.80934639,10.6818,11.008284
"GAR1",-0.26068875,-0.2385202,-0.21761434,12.7138,12.569148
"BFSP2",-0.53908456,-0.947582,-0.98794847,3.3128,3.154883
"ADAM7",-1.47066625,-0.3564647,-1.18588842,3.8075,3.83126
"RFX2",-0.53988775,-0.7044441,-0.79326482,7.6306,7.881694
"KIAA1012",1.48216618,1.4416509,1.10338638,8.7199,8.615993
"NME5",-0.43822867,1.2575281,2.19562048,3.1484,3.452668
"ISX",-0.76776038,-0.920191,-0.30205656,3.3128,3.61357
"NUP35",-0.10809512,1.1205981,1.00857396,10.4036,10.033384
"DPP3",-0.54296995,-0.0817018,-0.22901336,10.1698,10.049069
"SP2",0.55006678,-0.5904985,-0.05987984,6.987,6.991958
"HSPA14",0.5798818,1.3762756,1.33016891,10.9464,10.617015
"EPHA1",-0.64393286,-0.0276748,-0.01562361,5.9581,5.710021
"THUMPD2",0.68205553,1.3301046,1.31748824,7.3626,7.554152
"PPP2R3B",-0.59194115,-0.0089899,-0.30007579,7.4704,7.639242
"WBSCR17",-0.63904005,-0.1500602,0.05251112,3.9433,3.706272
"NCOA6",0.24372011,0.6033275,0.5861184,10.658,10.407553
"PCDHB18",-0.20774363,-0.1091761,0.91663783,3.4544,3.368842
"ZNF512B",0.00541981,0.5369234,0.49448491,8.8939,8.390024
"DSCAM",-0.51164885,-0.7866876,-0.68279705,3.9799,3.945592
"PAX4",-0.8923155,-1.4399891,-0.74973962,4.6143,4.587006
"AZU1",-0.26510967,-0.5026275,-0.8969877,4.3242,4.262949
"FAM73B",-0.448208,-0.9556338,-1.02941775,5.634,5.660916
"JMJD2D",0.11127803,-0.7329037,-0.56607851,7.1913,7.199861
"TBX10",-0.68347787,-0.7629495,-1.01081854,4.4518,4.856294
"FRY",0.61896514,-1.1319856,-1.05085281,4.048,4.022212
"ZNF124",-0.1821597,1.7100968,1.14187106,7.017,6.45856
"TMEM127",-0.04286589,-0.0876012,0.16312266,6.1583,6.020658
"COL12A1",0.89915367,0.2133638,0.30271726,8.8264,8.767331
"PHOX2B",0.52447164,-0.8953311,-0.21894523,3.366,3.490365
"TRAF5",0.35761057,1.8186855,1.38783235,7.7043,7.443659
"NTN1",0.27016009,-2.4550415,-1.79756772,7.7176,7.891033
"SNAP25",-0.02053949,-0.6691399,0.82333631,3.3886,3.575997
"TCEAL1",1.06525716,1.281255,1.42109844,7.731,7.347728
"ARHGEF7",-0.02053949,-0.0791496,-0.24215143,4.0035,4.450052
"FAM55D",0.16441037,-0.0186219,1.55537595,3.3128,3.102988
"CCL27",-0.33036172,-0.5036465,-1.75086386,4.7562,4.613079
"CLCF1",-0.52281175,0.7424869,1.01386156,7.576,7.535533
"DPP6",0.79150983,0.6549592,-0.75062722,3.9433,3.575997
"TTLL1",0.0417226,-0.7320883,-0.74657256,5.0425,5.426222
"NUDT4",0.13050317,0.5008495,0.67562962,4.7355,4.600213
"SEPT12",-0.36225941,-0.6345931,-1.03466671,4.6859,4.644663
"TTC22",-0.36225941,-0.7968565,-1.20695492,4.8568,4.676909
"WWTR1",-0.61932141,-1.9069993,-1.93747857,8.1125,8.186945
"NKD1",-0.14019525,0.1419991,-1.28263319,4.4262,4.427947
"RHOG",-0.20573173,-0.5540177,-0.57070727,9.7626,9.476181
"TMEM27",-0.13173523,2.7990134,3.23296036,7.9112,6.376717
"EIF1B",-0.21706176,-0.6661447,-0.76997292,9.3754,9.575724
"DNAJC30",-0.64751487,0.0434979,0.11144521,8.2699,8.081716
"DZIP3",0.81239832,0.3313505,0.43623445,8.4451,8.103662
"SPPL2A",0.35152916,1.689553,1.71187961,9.6602,9.680136
"ANKRD60",-0.36546762,-0.2524908,-0.4039179,3.2249,3.026482
"SUV420H2",0.10161332,-0.7213197,-0.90722848,6.4106,6.520192
"ROBO2",-0.76776038,-1.6361248,0.77685905,2.5009,3.211379
"IER3",-0.95719229,1.1248072,1.24917187,12.6593,12.488051
"RUNX3",-0.29926003,-1.0003481,-1.31563571,7.8762,7.291414
"ZNF420",0.47645556,0.9606918,1.3036475,5.0628,5.266902
"PTDSS2",-0.64680502,-0.1131442,-0.32285618,11.3977,11.196943
