"GSM4027437","GSM4027439","GSM4027441","GSM4027442","GSM4027444","GSM4027446","Symbol"
4059.7,4619.4,2745.5,2964.6,3738.5,3606.6,"SDF2L1"
114.6,88.1,120.8,98.1,27.8,6.7,"TOPORS"
-7.9,3.9,-2.7,2.2,11.8,2,"MGC34774"
-11.2,-1.8,-7.4,-11.8,-1.7,-18.9,"LRRFIP2"
152,131.2,313.3,338,957,974.6,"BANF1"
727.2,750.7,655.8,633.6,538.1,555.2,"LYRM1"
109.5,49.3,89.8,75.4,6.1,12.5,"TUBD1"
-6.1,0.5,-7.2,4.6,10.8,5.1,"FLJ41856"
-18,-14.7,-6.7,24.1,32.1,0.7,"INPP5A"
9.5,4.5,6.2,-2.5,-13.8,-5.4,"TLR6"
-0.9,8.6,-8.1,2.3,-5.3,-10.8,"LOC651821"
2690.4,2863.2,3957.8,4301.5,509.5,528.8,"ACTL6A"
12.6,10.4,5.6,3.2,-5.7,-2,"LOC643389"
19,22.5,15.6,27.9,14.5,25.5,"C1orf222"
-19.1,-15.7,2.7,10.3,-8.2,-18.5,"DPYS"
1642.2,1855.2,1663.8,1697.8,2029.9,2280.9,"MAPK13"
-0.4,1.5,-0.2,1.4,-9.1,33.4,"LOC652848"
39.3,2.7,67.1,81.3,26.9,2.4,"ANKRD29"
10,0.7,0.3,-5.5,-16.2,-12.7,"LOC554226"
9.6,16.9,12.3,11,22.3,4,"ZNF322A"
-22.1,-16.3,0.9,-9.5,-14.4,-9.6,"PLXNA4B"
1454.8,1555.9,898.9,834.2,1340.1,1321.8,"STX5"
-13.1,3.4,2.2,3.3,13.1,19.9,"CD28"
13.4,2.9,12.3,9.1,66.8,37.8,"HIST1H3H"
13,8.1,-2.6,-5.1,-2.6,-5.3,"GGT5"
1.6,-7,8.4,1.7,9.3,31.2,"TNFAIP8"
-9.2,-4.1,-16.1,-18.5,-2.8,8.6,"TMEM201"
-3.6,0.7,-3.1,-0.7,31.2,-14.7,"GALNT9"
174.3,174.1,287.5,358.9,533.9,529.6,"LSR"
-11.5,-5.7,-9.4,-0.5,-4.6,-4.2,"WFDC11"
7.1,-9.3,-8.1,-6.3,-1,1.1,"CACNG5"
470.9,386.6,29.5,24.8,783.6,800.5,"TSPAN33"
2840.1,2994.6,1335.1,1417.8,2420.7,2743,"KIAA1191"
64,52.4,53.3,46.2,239.2,225,"LOC649864"
473.7,574.5,981.6,861.1,265.3,280.9,"PKP4"
1.2,-12.7,15.7,15.5,4.4,-6.6,"MGC4294"
0.6,-19,27.7,-18.8,-7.3,20.5,"KCNJ1"
-8.1,1.3,-5.9,-3,-2.2,-6.5,"LOC649495"
12.5,7.8,65.8,6.6,19.5,15.9,"PRKAG2"
24.5,14.8,13.1,8.5,4.6,52.5,"C21orf122"
-5.1,-6.7,-16.9,3.7,-13.4,2.1,"ZCCHC5"
3610.1,3401.8,2253.6,2060.6,3393.2,3204,"MRPL32"
19311.4,20919.5,13272.6,16166.9,20138.2,21119.7,"RPS9"
5.4,-1.1,-11,-6.4,-13,-2.9,"GLMN"
4.8,-4.3,11.6,2.9,24.2,12.6,"VAT1L"
34,8.1,23.3,48.2,8.3,8.9,"FAM7A1"
116.1,120.4,206.1,245.4,232.7,200.6,"TCEAL3"
-6.7,4.2,2.1,-11.6,-9.3,-6.4,"LOC641875"
-14.2,11.5,-1.1,68.6,58.3,4.4,"ADARB2"
69.5,72.9,116.1,109.6,1.3,-11.1,"ZNF215"
5.5,5.4,3.3,17.3,1.3,16.2,"CELA3B"
-0.7,-13.8,-3.4,-13.9,3.9,4.5,"TMEM225"
525.6,506.6,494.3,414.6,656.2,597.1,"SLC35E3"
-5.1,-2.5,-3.5,5,0.6,7.9,"LOC646917"
15,10.6,-2.1,2.8,-0.7,22,"RBM20"
4.2,-11.2,-1,-0.5,23.5,-10.5,"LOC440013"
-2.4,-10.1,-4.4,-27,6.7,10.5,"ENTPD2"
-14.9,-20.9,-16.9,-8.9,11.8,0.5,"CYP7A1"
-8.9,0.2,-7.2,-12.5,-14.1,-13.9,"PKHD1"
196.2,204.2,76.6,53.8,264.3,335.7,"KIAA1285"
13.3,-0.2,8.4,4.1,22.6,13.1,"LOC642914"
-11.4,-14.3,-4.5,-5.9,-6.4,-5.7,"ITGAL"
15,16.5,23.8,-4.4,-12,-2.5,"ZNF778"
-4.5,8.8,7.3,-10.4,14,-3.8,"LOC220998"
331.3,291.4,271.1,291.7,413.2,399.3,"LOC729101"
1230.1,1304.7,968.5,796.4,168.2,237.8,"CUL1"
1154.7,1111.6,2037.6,2098.7,188.8,269.3,"PLRG1"
415,429.6,89.2,111,654.4,750.2,"DNAJC22"
-5.1,-8.3,-10.6,-21.1,-5.4,-8.3,"PDE4DIP"
133.9,162.2,252.6,289.9,14.9,14.2,"FBXO3"
-18.1,-7.8,-3.3,-13.4,32.4,11.4,"LOC650737"
4.3,-5.5,-6,-2,-9.9,-7.4,"CPXCR1"
2671,2981.2,4920.8,5526.9,6208.2,6092.4,"GPX1"
3,0.2,12.5,8.4,2.2,0.3,"OBSCN"
6.1,-12,-13.5,-7.4,-4.5,-17.9,"WNT8B"
57.6,68.6,62.6,63.8,23.6,14.1,"KIAA1704"
3064.8,3466.1,3037.8,3561.5,5113.1,5155.9,"NDUFB11"
2.6,-6.4,-4.2,22.5,16,-2.7,"LOC642351"
0.6,0.3,-9.8,-13,26.8,4.2,"RNF213"
53.6,49.2,40,20.7,165.5,163.1,"NECAB3"
-12.6,-14.8,-13,-9.8,0.2,-12.8,"SH2D6"
3.4,9,5,18.7,27.5,28.8,"KLHL17"
388,335.1,346.8,491.7,526.7,529.9,"NOLA1"
-10.3,-7.9,3.1,-12.8,-5.9,46.3,"LOC284428"
-0.9,3.2,10.1,8.5,2,-0.3,"LOC642816"
20.8,16.5,5.3,3.7,-13.5,-3.3,"HIST1H1D"
16.8,29.1,69.6,76.1,18.6,16.6,"SORBS1"
167,168.9,-0.9,-10.5,-4.1,28,"NSBP1"
8.3,-0.6,47.4,18.2,5.4,-10.2,"ADSSL1"
12.2,6.9,18,1.4,4.9,14.6,"ZNF813"
1235.6,1236.1,1048.6,1197.1,825,803.4,"MED28"
11.5,11.6,60.9,6.8,15.4,4.8,"LOC643432"
-6.4,-6.5,3.9,3.8,-22.2,-0.8,"NT5C1B"
1681.9,1629.4,1547.7,1651.1,21.7,97,"DLGAP5"
20.8,12.8,4,-0.6,16.2,39.7,"LOC653037"
157.6,137.7,40.9,62,256.1,228.6,"LOC388588"
4.8,-7.1,-1,1.7,-10.1,7.9,"LOC23117"
126.3,101.4,322.6,239.9,245.6,270,"MZF1"
5.9,2.2,2.6,21.4,-7.3,-3.1,"OMD"
4,-10.7,0.7,0.8,-6.7,39.3,"SLC35F1"
-0.7,7.6,-10.7,-3.2,-6.7,-4.7,"GATA4"
16,21.8,10.6,5.3,-9.8,23.7,"MGC71805"
2224.4,2138.9,1447,1520.1,2109,2050.3,"FAM171A1"
414.6,432.5,50.5,82.4,523.2,447.7,"LOC728715"
-7,-6.5,-16.3,-16.3,-11.5,-18,"FAM124B"
80.3,112,86.9,118,114.5,133.4,"STRN"
231.5,240.3,169.6,122.7,437.2,451.1,"EGLN1"
6.2,10.5,-0.9,3.6,7.1,0.4,"LOC646699"
64.4,59.2,108.8,131.9,186.5,141.7,"LOC441241"
308.7,190.5,167.1,119.2,211.5,198.2,"C1orf63"
8.6,-6.4,26.5,24.2,28.9,-8,"LOC653796"
543.1,541.6,479.8,507.8,168.6,121.6,"TMEM48"
-7.7,-1.1,47.2,36.7,1.4,2.3,"DLGAP4"
22.4,12.2,-18.9,12.3,91.4,74.8,"FAM78B"
1.3,5.4,-26,-9,-6.2,-15.3,"NCAM2"
-1.8,-2.9,27.2,-1.1,5.9,6.6,"CCDC70"
24.6,14.3,10.2,2.2,8.8,6,"LOC440313"
-12.9,9.6,14.4,-6.2,33.7,-2,"KRTAP5-11"
16.7,17.9,7.5,24.4,4.8,18.4,"KCNN2"
-7.9,2,4.8,12.3,-16.1,-3.6,"CD200R1"
-0.2,-9.6,6.4,-9.8,-2.6,4.7,"LOC653211"
701.5,702.6,366.2,269.8,404.6,391.2,"SUPV3L1"
17.9,30,32.5,4.7,18.9,50.3,"EXOC7"
-12.9,-18.1,8.9,1.7,5.6,12.2,"SEL1L2"
113.5,104.9,113.6,89.6,-18.6,-8.6,"GABPA"
476.6,457.3,541.1,561.6,438.6,445.3,"ZNHIT3"
-0.6,0.5,-5.2,-13.9,1.2,8,"LOC653441"
183.9,221.6,99.1,71.2,210.7,244.9,"FLJ39827"
421.9,421.6,403.5,453.7,799,874.8,"NOP14"
22.6,5.7,-6.5,-4.4,1.5,9.6,"PPARGC1A"
167.3,162.8,161.2,148.4,31.3,15.6,"DMTF1"
960.6,860.2,777.6,715.2,23.8,39.8,"PURB"
-8.4,1,3.8,-2.4,31.5,15.7,"LOC342541"
201.6,157.1,367.6,455.9,80.6,59.6,"VRK2"
39.6,52.8,77.6,129.4,-3.6,23.1,"SEPSECS"
1051.8,1060.5,1839.7,1525.4,704.8,687.5,"SDHALP1"
18.3,14.6,29.9,2.1,29,14.8,"CLDN19"
705,560.7,1138,1380.1,1906.5,2057.3,"TUBB4Q"
475.8,426,532.9,621.9,1989.7,1921.8,"S100A11"
83.7,81.1,114,116.7,260.4,176.5,"EME1"
8543.9,9246.7,9510.1,8841.1,3789.3,3616.6,"GSPT1"
370.4,346.5,216,217.8,222.1,201.7,"C3orf19"
691.5,677.2,819,782.5,652.5,611.7,"YWHAG"
-8.4,-19.3,-8.5,-11.5,-8.2,-8.3,"OR52A1"
358.6,377,383.6,482.2,126.4,168.9,"ACOX1"
426.9,351.5,257.2,302.3,228.4,171.3,"FASTKD3"
304.3,238.6,277.6,210.7,532.2,553.9,"PRR3"
-3.2,8.3,1.3,-7.8,3.2,3.6,"C9orf31"
105.4,124.9,123.2,146.6,48.2,30.2,"LOC653450"
-8.1,-21.4,-8,5.8,-4.5,23.4,"HIST1H2BB"
2237.8,1982.8,376.5,345.3,3267.1,3083.7,"TESC"
17,19.6,3.9,20.1,5.7,-4,"LAT"
61.9,62.2,75,100.7,157.8,210.5,"THAP7"
-10.7,11.7,9.1,6.8,-10.5,14.1,"ZNF409"
7.5,-4.2,4.8,22.3,9.4,10.5,"LOC642563"
-11.6,-7.6,-2.9,2.3,14.9,6.4,"LOC729355"
-13,6.9,-12.9,-16.1,-10,42.1,"MYCT1"
185.4,137.3,187.9,372.8,657.5,640.7,"PRSS2"
26.6,37.5,7.1,30.6,18.2,26.1,"AGL"
12.1,23,49,35.4,-14.6,7.3,"PTPN14"
-6,6.4,7.7,2.7,0.6,3.6,"ZBTB1"
-13.9,-13.4,-22.6,-12.3,-7.6,-9.7,"ABCA12"
453,488.9,454.5,400,89.2,88.9,"ALS2"
11,9.6,27.2,34,8.5,23.8,"LOC649025"
-16.6,-18,5.5,-3.7,-15.7,-10.6,"MOBP"
61.3,72.1,76.5,105.1,280,201,"RPL23AP7"
9.9,10.3,-12.1,15,-2,25.2,"LOC644908"
8821.4,7399.7,17623.7,14432.5,11918.4,10304.7,"FTHL12"
12.9,-2.9,-8.3,3.4,13.7,-2.1,"FLJ39739"
-7.1,1.5,-9.8,0,5.4,-5.4,"ADAM7"
-2.3,7.9,32.1,-13.8,9,-14.4,"ACCN5"
33.4,8.1,14.3,17.8,7.2,-7.1,"LOC729826"
-4.3,4.2,0.5,-2.2,-1,-15.5,"LOC650247"
7,10.8,40.3,-1.2,13.4,8.5,"LOC644105"
-7.7,-23.3,-5.6,-12.5,-7.7,-8.3,"OSTbeta"
11,12.1,12.5,48.3,30.4,15.6,"LBA1"
-1,11.6,16.8,6.5,10.9,10.2,"IGFBP5"
-20.8,-9,-8.5,-17.6,-2.3,93.4,"USP20"
-14.5,-10.3,-15.1,-14,-6.1,-7.5,"OR51E1"
-14.1,-6.8,-17.6,0.3,1.9,2,"PNMA5"
75.7,93.7,148.2,163.6,177.9,179.4,"C10orf47"
-2.9,-6.7,-7.1,3.1,10.7,-6.9,"C14orf78"
-5.9,-23.8,-2.7,-9.5,17.9,-5.9,"C20orf185"
34.9,76.6,60.7,70.6,49.6,113.1,"LOC642946"
-14.7,-17.3,-11.5,-12.6,-15.6,-6.7,"KAL1"
7.3,16.4,25.8,-5.9,48.8,50.3,"PCDHB17"
12.5,19.5,1.7,18.1,-3.5,40.6,"NPPA"
308.2,332.2,1076.1,1369.4,97.3,157.9,"SLC39A6"
107.9,83.2,278,330.2,242.5,253.8,"MBD2"
53,59,71.4,55.6,158.8,120.3,"C19orf66"
120.8,144.1,257.5,244,313,324.7,"C17orf62"
-11,-22.7,-13.5,-17.3,-0.1,-26.3,"SNORD107"
6.8,-9.4,-5.9,-13,10,-11.1,"C17orf42"
1110.4,1161.3,677.5,750.7,676.6,631,"RAB9A"
-1.4,-9.8,-3,-2.9,2.9,-5.6,"KIAA0527"
223.6,215.7,420.2,394.1,581.9,573.5,"MKNK1"
-9.5,-19.4,-13,-1.2,-0.8,-11.6,"GOLGA6A"
-2.6,-6.6,28.6,28,12.1,17,"ZNF268"
-15.5,-7.8,-7.8,6.5,4.4,-9.9,"ANKRD36"
1.5,-0.4,-2,-2.1,-17.1,4.7,"UCN3"
-6.4,1.8,-1,5.7,-6,8.6,"LOC285307"
-4,-3.7,-1.7,-7.1,-16.9,-5.7,"ARL6"
10.6,16.6,12.3,0.7,-4.8,16,"ZBTB16"
-10.4,-0.7,-5.1,-13.3,-1.3,-20.8,"GPR109A"
24283.9,23345.7,22660.5,23094.6,24154.3,24179.8,"RPL9"
3.6,5.1,-5.6,10.8,10.8,-6.1,"STMN1"
1.1,-3.4,-7.7,-1.8,-2.1,20.9,"OR9G9"
816.8,751.2,157.7,183.7,1300.1,1280.8,"NT5C3L"
4679.5,4887.1,3892.1,3943.2,5389.2,5752.5,"THOC4"
-5.4,9.1,-0.1,-8.3,7.7,-9.5,"UCP3"
1,18.9,7.3,8.1,-4.8,-6.3,"LOC652652"
43,84.5,56.8,85,118.5,122,"PI4K2A"
22.5,19,2,4.8,103.5,57.7,"CERCAM"
-14.5,-2.6,3.6,5.4,1.7,2.1,"LOC647034"
54.2,62.3,62.4,82.1,6.4,3.9,"CLUAP1"
4.8,1.4,1.9,-2.7,8.1,6.4,"ATP2B1"
-6.5,1.6,-2.5,39.1,57.5,27.6,"LOC730546"
3.2,7.4,1.7,-1.2,20.4,-1.7,"RXRG"
-11.7,-2.8,-17.4,-5.1,-5.1,-9.5,"RSPO4"
-12.9,-16.5,-19.8,-17.6,-12.8,-5.3,"HYDIN"
11059.6,9542.5,16707.5,17550.6,21142.9,21670.3,"RPS26L"
8,13.1,28.8,25.4,89.2,76.7,"SRCAP"
9.9,10.8,-4.4,18,-2.2,0.9,"LOC648761"
1805.2,2312.3,715.9,1089.2,1997.2,1788.5,"HAX1"
117.2,90.4,76,108.5,271.5,344,"FBXW9"
52.4,62.7,9.5,38.8,228.5,185.1,"PPT2"
129.8,184.6,159.4,183.4,298.3,275.2,"SDSL"
5.6,-11.4,-20.5,-13.6,-4.4,-21.6,"TIMD4"
230.9,329.5,412.3,342.6,1.1,7.6,"MPP5"
27.4,12.8,7.4,6.3,-0.1,15.7,"ARFIP2"
1896.7,2093.7,1097.8,959.2,65.6,110.7,"SSR1"
2.1,-1.3,-16.5,-5.1,30,21.5,"FEZF2"
158.6,142.9,142.9,142.2,416.6,356.4,"MYO19"
153.5,153.4,134.5,136.2,27.8,31,"TNRC15"
1595.1,1579.4,3237.2,3462.6,4128.1,3731.1,"RPS7"
-2.1,9.2,0.6,12.3,31.7,-3.2,"DKFZp686E2433"
-9.2,13.9,12.7,18.7,7.6,36.6,"MGC102966"
-6.1,-15.8,-11.4,-9.4,-2.9,6,"NCR1"
1.7,-1.8,-5,-12.4,33.9,3.3,"LOC643699"
10.5,7.7,-2.6,-3,-7,11.2,"MAGEA5"
-1.7,3.1,10.7,11.5,-0.3,16.6,"SYTL1"
-0.2,-9.4,8.2,-7.7,15.6,-8.6,"GSTM5"
38.4,11.3,16.2,24.1,65.6,61.9,"VAC14"
1.4,-15.2,3.9,22,0.5,-2.2,"LAD1"
1934.8,2076.2,1327.3,1338.6,1042.3,1074.2,"ACO1"
-5.1,-13.4,-6.6,0.9,6.5,-2.7,"ARHGAP30"
-0.9,-18.9,-21.1,3.6,-6.8,-1.5,"BRDT"
-0.5,8.5,12.5,34.2,3.4,108.7,"KLK14"
7.2,-7.6,-15.1,-13.9,2.1,-6.7,"CNGB3"
26.3,16,5.9,5,51.5,32.1,"PML"
14.3,35.1,-3.6,22,-11.4,11.4,"NIN"
158.7,167.3,127.4,114.6,11.3,45.8,"SLC4A1AP"
-13.1,-10.2,30.7,1.7,2.4,-4.3,"LOC653293"
43.9,32.1,21.9,32.7,5.6,7.2,"AMN1"
3.3,14.9,4.5,3.9,3.1,21.3,"LOC644100"
11,-2.6,-8.4,19.7,15.4,-21.9,"USP22"
-3.6,1,1.5,-7.5,13.9,-7.1,"LOC441081"
-4.3,-16.8,-1,-1,29.3,-22.8,"MAGEC3"
25.8,43.6,94.9,112.2,6.2,-5.1,"STX17"
11.1,12.7,20.1,10,52.1,22.5,"GNAT1"
11.4,14.8,36.8,53.6,19.1,-1.1,"LYZL6"
441.3,480,296.8,360.4,493.7,488.9,"STXBP6"
0,13.4,13.6,25.7,13.4,-4.8,"SLITRK1"
2.2,4.6,20,12,14.9,24.8,"DLX4"
-8.6,-4.8,-0.1,-2.7,-6.1,-11,"TM6SF1"
75.5,70.5,57.5,61.6,167.5,176.3,"ZKSCAN3"
241.5,219.2,651.6,668.6,546,525,"C9orf10OS"
15.7,16.3,-13.2,-4.9,-0.6,3.4,"S100A9"
123,153,86.6,105,377.5,409.3,"SLC25A26"
-6.4,5.6,18.6,25.8,11.4,2.4,"LONRF2"
15.7,3.2,-5.6,9.7,3.5,24.3,"PACSIN1"
25.5,15.9,42.1,52.9,60.9,35.7,"LOC390372"
134.1,127.7,508.6,670.6,908.9,738.7,"SERPINH1"
1043.7,1263.1,923.2,896.7,615.7,610.9,"ITPRIPL2"
18.3,10.3,27.1,19,16.6,-7.6,"SMAD2"
-2.4,10.9,6.9,10.9,-8.9,-3.4,"RAB23"
-6.4,9.1,3.1,5.4,-8.1,5.2,"FAM90A11P"
2.2,4.1,8.3,6.1,71.1,3.4,"C20orf86"
442.4,486.7,282.8,309,130.1,109.1,"C7orf25"
13.7,2.5,76.4,10.4,-5.7,36.6,"LOC728070"
3.8,-8.8,-16.3,-7.5,-11.9,-12.3,"SCARA5"
-13.3,-13.2,-6.9,-5.9,-14.9,56.7,"C9orf11"
1307.6,1370.9,934.2,1066.7,1616.4,1508.1,"SRPRB"
221.3,208.6,79.3,81.5,336.8,310.3,"SETD4"
954.8,949,710.7,759.7,1866,1748.7,"TAP1"
70.9,85.6,102.5,118.6,238.1,226.8,"EHMT2"
-12.6,0,-20,-17.5,-9,-19.2,"FSD2"
472.4,454.6,300.8,260.8,1349.5,1408.7,"ATL3"
-0.9,15.6,-0.3,-5.7,-12.3,-10.6,"AMBN"
-8.7,-14.7,-16.9,-1.3,-7.6,1.2,"DUSP5P"
-8.4,-7.9,-7.3,-6.4,2.4,0.5,"CD300E"
602.2,597.7,1037.3,969.9,320.5,333.9,"CREB3L2"
7.3,-3.8,12.1,19.6,-0.5,-5.1,"CCDC48"
19.8,14.4,-0.5,3.9,0,2.3,"AMY2A"
0.9,-1.3,-1.6,12.8,7.7,-5,"LOC652802"
1.7,6.5,-1.5,22.8,15.4,41,"LOC644057"
18.3,7.3,-0.9,17.3,11.6,44.4,"HIST1H4H"
-17.1,-12.9,-11.9,-8.2,9.8,-4.9,"ZFP42"
21.6,-3.9,2.3,2.9,-4.3,34.9,"GGA3"
-2.6,2.7,-15.2,-2.6,6.9,-7.4,"RGS12"
981.3,952.3,816.6,791.1,1239.8,1023.6,"C7orf23"
0,2.2,-22.3,-2.1,-2.6,-3.9,"LOC642245"
41,53.2,43.6,30.6,128.2,159.4,"SENP3"
-4.1,0.1,-15.6,-1.7,-0.7,20.7,"BACH1"
1.8,3.1,33.1,-0.5,30.8,13.6,"LOC644466"
5.7,6.6,67.6,26.2,19.1,37.8,"COL7A1"
-4.4,17.7,1.6,4.8,-0.8,-11.3,"ARHGAP30"
-3,-0.4,-0.5,4.2,-8.4,3.9,"ADAMTS10"
40.1,35.4,44.4,52.7,213,194.3,"IRF2BP1"
-7.1,-3.5,-16.6,-21.1,1.5,-12.1,"CLDN14"
399.1,345.7,421,400.9,689.3,607.4,"LOC653438"
-3.6,-5.4,12.7,14.1,11.6,3.9,"LOC652703"
-2.7,17.2,-0.4,-2.6,31.4,2.6,"MLLT10"
32.1,21.8,19.4,-3.8,72.2,75.1,"LOC401321"
375,381,4.7,-7.9,504.9,470.6,"C20orf46"
5.5,2,-7.2,-3.1,-16.2,-8.2,"SLC5A10"
583,589.4,772.5,773.3,190.3,305.4,"C1GALT1C1"
-3.4,2,-13.6,-12.5,1.9,20.8,"TCOF1"
2.7,-14.1,-7.8,-11.1,6.7,-1.3,"OSBPL7"
-9.6,14.9,-6.2,-18.1,16.4,-0.6,"LOC647648"
15204.7,14709.8,9877.9,9115.4,19017.1,17758.7,"NDUFA4"
80.2,71.6,35.5,17.9,0,21.7,"CCDC126"
21.8,9,2.7,37.1,38.4,22.9,"LOC652045"
39.8,44.8,205.8,175.7,12,5.4,"BDNF"
8.3,0.5,-1.2,19.5,-14.8,-2.6,"KLHL32"
-4,-11.5,1.7,3.3,6.3,-7.2,"LOC651905"
11.3,23.4,9.9,28.7,23.4,25,"DERPC"
-0.2,-2.8,-5.2,21.6,-5.7,-10.5,"FAM162B"
764.6,882.8,819.3,874.2,1428.7,1492.4,"FAM83H"
1216.2,1045.5,624.9,552.3,900.9,934.6,"RBCK1"
815.1,998.9,962.1,1157.2,78.8,143.6,"NUP133"
605.5,634,3475.3,3706,1855.2,2132.4,"AP1S1"
1962.5,2426.2,980.5,1036.3,1974.7,2111.3,"ERBB3"
57.8,57.2,83.3,58.6,253.9,246.4,"FLJ90086"
400.8,448.3,65.5,81.5,16.4,99.8,"FASTKD1"
10647.7,10626.1,12137.2,11290.9,14404.8,12566.7,"HNRNPD"
-6.8,11.4,-3.4,7.6,-9.5,-4.7,"ENAM"
3965.8,4249,4905.4,4894.7,622.4,717,"RARS"
-18.7,-3.4,9.8,-3.2,-10.5,-1.9,"GRAP"
-11.2,-10.3,-15.9,1.6,14.5,-15.2,"LOC387693"
83.7,52.1,28.4,21.8,-14.2,-10.6,"ZNF684"
28.8,51.3,35.7,20.6,145.6,76.5,"KRI1"
-0.5,7.3,-9.4,-12.9,-11.2,-8.2,"BAG5"
3,0.6,0,3,2.1,35.7,"PPP2R2B"
235.6,145.8,374.6,305.8,433.5,381.6,"SKAP1"
385.8,462.6,478.5,570.3,208.2,175.4,"NUDT15"
-17.1,-18.4,-13.1,-6.3,-0.6,-15.8,"NEDD4"
-0.5,44.3,5.1,9.8,82.9,25.5,"LOC286310"
-14.4,-8,-7.5,-0.8,-10.8,1.9,"LOC644167"
53.3,73.6,99.4,75.4,7.5,61.2,"ERMP1"
531.2,443.2,359.9,343.5,1298.9,1209.5,"WIBG"
-4.2,-4.4,-20.4,10,-5,1.8,"OR9K2"
11.8,-8.5,-11.1,-2.5,0.8,27.6,"EMX2"
1488.3,1589.6,2327.1,1890.7,44.6,72.3,"NCAPG"
5.2,19.9,-13.7,0.1,-4.3,5.5,"PPY"
223.5,211.3,266,247.8,91.1,102.3,"NDFIP1"
-0.4,-13.1,-2.5,-6.6,-9.1,1.9,"ABCC9"
22.6,8.4,-4.7,9.7,5.3,14.2,"FEV"
40.1,17.7,-7,16.7,24,14,"CDC14C"
405.4,315.4,81.2,60.3,649,773.9,"TNFSF9"
-6.8,5.1,25.2,9.1,-16.4,16.2,"BNC1"
-5.2,-2.3,-7,-12.6,1.4,7.6,"MLC1"
13.4,13.2,-12,-7.4,-2.1,-5.5,"ARHGAP29"
12.8,14.5,-3.1,33.7,17.5,4.6,"LOC652628"
521.2,524,621,615.8,154.5,191.2,"FAM18B"
-11.5,-12,-9.9,8.1,-8.5,-9.1,"NPFFR2"
-8.8,-14.9,-5.1,-6.5,6.1,11.4,"FGF14"
161.8,126.5,331.6,350.1,455,499,"ADAM15"
12.5,5.2,4.5,-13.1,-11.4,-11.6,"LOC440795"
-8.5,34.8,-14.9,-10.1,-11.3,-19.2,"LOC651789"
308.2,250.4,145.8,150.2,512.1,421.6,"GADD45GIP1"
19.5,-11,4.9,14.8,18.5,54.2,"LOC650849"
7.3,4.3,21.3,30.3,22.5,46.4,"LOC643304"
8.2,-11,0.8,6.2,5.5,-14.2,"LOC643441"
-8.9,-8.3,-3.8,-17.2,-1.4,8.6,"C16orf30"
66,68.9,78.4,66.8,96.6,113.3,"CAMK1D"
-6,-9.8,-7,1.4,-1.4,-5.6,"C1orf173"
1065.6,916.5,1571.4,1746.7,2464.7,2310.6,"RAD23A"
197.8,215,648.4,672,691.5,669.3,"TLE1"
-3.3,3.1,32,-1.5,7.8,16.2,"TEK"
11.5,2.3,0,-1.8,39.5,3.7,"AQP7P2"
5.2,-10,1.7,-3.9,-11.6,45.9,"FLJ25037"
2240.3,1876.7,1061.8,1001.2,1915,1754.7,"NUDCD2"
-14.4,1,43.2,16.8,38.6,1.9,"HIVEP3"
68.6,92.2,18.9,22.6,58.9,80,"SESN2"
31.3,27.1,48.5,31,102.9,57.1,"FOSB"
1092.3,1188.4,1152.1,1272.2,163.2,170.2,"COQ10B"
-6.7,-5.9,2.7,3.1,24,6.2,"MS4A3"
1394.8,1218.7,1124.8,1132.3,2438.9,2450.4,"TRAPPC3"
-5.3,4.1,2.8,6.2,18.3,5.5,"TDRD10"
-11.5,-9.7,-6.1,-12.3,-6.2,-2.4,"PITPNM3"
37,13.3,70.3,47.1,64,65.9,"ANKS3"
-14.7,-22,-13.5,-15.6,-25.2,0.5,"TAS2R38"
16.1,14.9,13.7,12.6,0.5,15.1,"LIMS1"
-13.3,-8.6,16.7,11.2,8,9,"OR3A4"
290.4,356.2,303.3,356.3,181.6,165.4,"KLF11"
13,-0.3,-3.9,-5.6,31,14,"GPSM1"
-13.3,-15.8,-6.7,9.6,4.5,5.2,"CHRM1"
112.8,109.5,91.8,101.5,0.7,7.8,"ZNF17"
4417.5,4023.5,4569.4,4186.1,3059,3009.1,"ITM2B"
26589.6,22385.8,14268.4,17586.9,21774.1,23968.1,"LOC649049"
181.8,152.6,99.8,191,382.9,403.6,"XRCC1"
1.7,-8.5,4.2,9.3,4.4,4.4,"ANKRD41"
815.6,1043.7,451.8,574.5,918.8,880.3,"IDH2"
-2.1,-14,-6.7,-8.6,-8,-6.9,"CES3"
115.9,74.8,107.8,89.3,27.1,41.7,"BCAS2"
-9.1,-9.5,-13.9,-10,-10.7,-3.7,"LOC643520"
83.7,90.8,156.2,205.2,15.1,22.6,"POLD3"
466.3,529.1,509.4,555.5,-3.6,3.9,"CKAP2L"
336.4,299.8,97.4,90.8,386,377.2,"DMRT2"
36.7,32,46.9,36.5,18.9,9.2,"HNMT"
21.3,27.1,48.9,57.7,79.6,5.2,"PCNXL2"
-1.5,-5,12.3,2.5,-10.6,-8.5,"LOC650520"
395.8,318.8,438.5,498.7,1140.8,1173.3,"LSM10"
4.4,18.5,-7,-12.3,-7.4,-11.5,"PLGLB1"
28.5,19.5,11.6,69.1,47.7,4.1,"LOC645128"
915,667,871.5,657.8,672.4,649.7,"MCTS1"
-10.4,-0.6,6.6,-11.1,-3.5,8.1,"RUNX3"
24,37.8,4.2,34.4,17.2,44.3,"LOC651166"
-16.5,-7,-17.9,1.5,39.1,-13.5,"LOC646719"
