"GSM4027437","GSM4027439","GSM4027441","GSM4027442","GSM4027444","GSM4027446","Symbol"
195.6,199.2,151,150.3,492.3,522.1,"UBE2O"
0.4,2.2,-1.1,-4.7,-1.3,4.6,"LOC652667"
5997.7,5997.7,11490.3,11059.6,11801.5,11694.6,"TALDO1"
85.5,75.9,122.4,132.4,433,432.4,"SCNM1"
-0.2,-2.9,3.4,-11.5,-8.3,-15.7,"IL6ST"
81.5,111.1,3.1,9.9,293.2,302.2,"PAQR7"
44.9,52.7,54,29.2,114.7,119.7,"C9orf25"
2.2,2.4,-4,-0.9,-9.8,16.4,"LOC645454"
-13.9,-3.2,-13.9,-15.3,-4.9,8.8,"Gcom1"
-9.3,5.7,-12.9,-5.4,-8.1,-7.9,"CHRM5"
49.3,40.2,-10.8,-2.4,26.1,10.8,"UNC93A"
-30.9,-16.4,-12.3,2.3,-13,0,"RORB"
-1.4,0,40.2,-10.7,-4.6,-18.2,"LOC653050"
-2,-7.6,-13.3,-13.8,5.1,10.7,"ERCC8"
1187.9,834.5,1612.3,1430.3,1518.5,1343.2,"WSB2"
13,7,-2.2,11.1,-8.1,-7.2,"C18orf26"
695.3,662.6,257.9,205.5,627.7,604.6,"Septin 3"
17.2,2.2,20.3,27.7,-0.5,0.8,"CLDN8"
-8.7,-1,3.1,-9.2,14.5,-8.8,"C1orf107"
-2.6,7.6,8.8,-1.2,-1.4,-6.7,"LOC388080"
1318.1,1352.7,1295.3,1252.9,2918.8,2842.3,"POLR1C"
4.5,0.1,1,-7.8,-14.2,-0.9,"LOC391767"
-7.8,-9.8,-3.9,30.7,-13.7,-4,"LOC643615"
21.7,15,13.3,30.7,19.5,41.3,"FLJ40330"
69.6,72.9,28.5,34.4,-11.9,16.5,"PDS5B"
127.8,92.8,178.7,188.9,-5.1,37.1,"SGOL2"
611.1,573.2,818.7,826.7,1405.3,1396.6,"TRIM8"
616.9,671.3,700.7,501.2,357.7,405.7,"LOC653103"
-11.6,-12.1,-9.6,-15.6,-9.8,-18.7,"PCDHGB3"
0.4,15,11.5,-1.4,20.2,59.1,"TSHR"
184.9,141.5,179.9,175.3,365.3,324,"LOC643035"
125.1,149.6,175.3,117.8,233.7,212.9,"TTC39C"
-15.6,8.8,0.2,8.9,-7.5,-1,"ECM2"
-8.7,-10.7,-0.7,28.4,-16.3,-14,"PLA2G3"
261.4,219.7,5.5,3.3,93.9,40.2,"SLAIN1"
67.7,52.4,150.7,109.8,175.2,144.1,"TRIM10"
518.9,574,577.7,586.1,1162,1180.6,"CGN"
5.4,16.3,73,63.6,-10.4,7.3,"C5"
-17.6,2.7,-9.1,6.1,11.9,6.5,"NLRP4"
-12.7,-2.2,-7.9,4.2,-18.2,5.4,"C16orf65"
13.2,5.8,12.9,2.3,10.2,13.5,"ZNF114"
41.1,36.9,6.6,15.6,-14.1,-11.6,"CEP290"
19.5,9.3,22.5,35.8,14.2,-8.8,"PTAFR"
22.5,3.8,10.2,18.9,18.6,18.5,"UPP1"
-14.7,-8.8,-10.8,0,-6.3,57,"LOC645897"
76.6,56,59.6,66.4,223.8,219.7,"TTLL4"
927.7,976.9,776.7,576.3,286,274.2,"RAB21"
-11.1,-3.2,-12.4,-3.8,14.1,7.2,"LOC645451"
34.5,24.3,75.4,68.9,24.7,76.4,"PSCDBP"
2.3,2,40.6,21.6,9.9,20.9,"TNRC6C"
-15.5,1.2,5.2,31.1,0.8,-13.8,"LOC646160"
632.5,655.3,463,547.1,1427.2,1231.6,"SAT2"
413,395.5,11.4,-1.3,540.6,480.6,"PCOLCE2"
18.3,20.7,0.4,6.7,7.3,-1.9,"POLR3G"
610.7,644,1228.7,1087.6,1218.7,1132.3,"LOC729843"
66.3,90.6,28.7,27.1,10.6,18.1,"LOC643882"
-0.2,11.5,-15.7,11.9,-2,-8.1,"LOC646443"
0.9,-15.2,-14,-17.2,-2.8,5.4,"ZNF610"
-13.9,-9,-11.7,-17,0.6,-5.4,"TMPRSS11D"
-5.7,-1,-6.5,-21.2,-16.7,-7.1,"DNAH17"
-6.6,-4.4,-1.1,7,-12.5,-19.1,"HIPK3"
12.3,16.4,28.2,26.8,50.7,8.1,"CSMD1"
512.9,436.1,148.9,100,779.9,719.1,"MYL5"
-15.5,2,-1.8,-4.5,49.4,-7.3,"CCDC11"
8.1,24.1,8.3,19.5,25,6.3,"LOC153328"
11.5,-10.7,31.4,1.7,-2.2,-6.1,"PXDNL"
63.3,108.5,69.5,90.2,319.4,257.3,"PHF1"
-1.8,-8.8,-12.6,-4.8,25.3,8.5,"LOC653321"
31.7,29.8,65.6,45.2,157.1,151.5,"SLC39A3"
1.9,-16.9,-4.1,-5.8,-2.3,0.2,"LOC649189"
-5.7,-9,0.2,18.1,5.8,-1,"LOC649812"
2291.1,2399.5,2048.8,2422.4,141.4,251.5,"CEP55"
22.7,1.7,-2.7,3.2,-0.3,-2.9,"PDYN"
97.7,79.5,74.3,68.8,4.9,-9.4,"SGK3"
-16.6,5.8,-0.3,-13.8,-3.4,-2.2,"PTGIR"
-5.2,-11.2,-10.9,-13.6,6,-12.2,"UBTD2"
39.2,39.7,26.2,22.9,81,68.7,"ITGA4"
-2,5.3,12.6,-0.3,5.3,-1.5,"LOC651952"
2316.2,2098.7,1835.9,2038.9,3961,4564.7,"TRAPPC2L"
327.3,295.5,13.4,33.8,595.6,637.7,"NPAS1"
9,9.3,216.8,294.7,14.9,12.7,"HYLS1"
-10,-8.8,-6.6,-12.7,-7.7,1.7,"FLJ42177"
138.3,158.8,114.8,109.4,136.8,127,"LUC7L2"
23.5,50.4,7.1,24.5,11.6,8.1,"ZP3"
-9.6,-13.9,-13,-14.6,-10.1,-11.4,"CAPS2"
2.3,-0.5,16.4,15.3,7,11,"LOC650724"
5.3,8.2,1.8,7.1,35.7,36.4,"LOC440895"
374.2,354.8,537.9,460.4,659.5,727.9,"FBXO46"
-9.6,7,-2.5,-10.7,14.1,-0.9,"LOC652678"
-10.6,5.2,-17.1,-9.6,-18,-15.5,"CASP8AP2"
-4.9,-4.8,-9.8,-13.2,-7.2,-6.8,"DGKA"
1523.6,1219.2,1683.9,1917.3,1051.5,944.7,"TSG101"
-4.7,-1.6,7.3,14.4,-12.2,-1.1,"ANKRD23"
29.8,25.4,-1.4,10.6,14.6,55,"OGDH"
69.3,57.5,165.2,154.9,133.1,97.1,"SYT15"
1488.9,1486.6,1373.9,1540.9,708,728.4,"DDX47"
13,22.3,56.6,24.7,-6.1,69.3,"ZNF670"
239.2,223.5,277.4,265.7,7.6,3.8,"GXYLT1"
171.3,170.8,97.6,91.9,0.7,0.9,"PUS7L"
-11.5,-3.8,-7.7,0.8,1,9,"LOC648568"
23.9,26.7,12.3,23.6,25.2,24.9,"RNF125"
790.1,674.3,486.3,503.1,1495.8,1521.9,"PSMB8"
69.4,100.6,116.4,112.1,36.7,58.6,"SLC41A2"
341,318.5,356.6,358.1,843.8,776.7,"HTRA2"
230.7,261.7,63.2,100.5,217.1,167.1,"JDP2"
-2.7,-8,-0.1,-0.5,-7.5,-15.1,"EYA1"
80.8,61.3,94.2,129,3.8,14.2,"C15orf41"
380.6,373.7,233.7,197.3,-5.2,31.1,"FRYL"
18.7,73.1,18.6,37.6,101.8,121.8,"ADORA1"
-2.6,20.9,-0.7,-6.5,6.7,-13.3,"LOC644231"
602.3,660.4,671.1,776.7,274.8,237.3,"IWS1"
52.2,64.7,27.5,52.1,4.8,-1.6,"CCNG2"
35.3,4.2,15.6,31.2,52.4,23.1,"LTB4R"
-1.4,1.3,-6.4,11.5,1.2,7.3,"MGC48637"
-3.8,9.9,2.9,-3,8,-4.8,"ATP1B2"
3,1.1,8.9,-3.8,-11.3,-11.3,"KIAA1257"
-22.5,-3.2,-12.4,-16.2,-16.8,-12.6,"ZNF648"
214.4,218.1,210.4,188.8,247.5,261.8,"EVI5L"
-1.6,-18.3,19,-0.4,-4.5,9,"HFM1"
8.8,-14.7,24,9.5,-9.6,-14,"LOC649686"
5286.8,5113.1,4591.9,4050.1,8250.1,8277,"DDX39"
16.8,15,9.7,20.5,10.3,-0.7,"GIMAP8"
-10.4,7.8,4.1,18.6,5,4.4,"LOC652563"
-2.4,-9.6,-7.8,2.9,9.2,-2.8,"MYO5B"
-5.4,-3.2,-9,-6.5,-8.9,-0.6,"MGC57346"
77,49,64.9,79.9,-2.5,38.1,"INADL"
4,-3.9,4.5,-5.3,-10.3,53.2,"LOC643130"
19.2,28.5,21.5,12.4,10,25.1,"IL3RA"
-3.8,-18,7.4,8.3,1.5,-8.2,"C17orf60"
-7.9,-12.3,4.5,-7.7,14,-14.5,"KIF27"
39.2,13.2,15,4.8,6.1,15.3,"CCL3L1"
2.2,-5,8.6,15.6,-1.3,-5.1,"TNK2"
-7.4,-23.9,-26.9,-10.1,9.1,26.2,"LOC387763"
-9.9,18.8,12.3,22.5,9.4,13,"LOC643171"
-12.1,-10,-1.4,-8.8,11.3,-5.3,"GLIS3"
4.6,26.8,5.8,5.4,66.1,92.2,"LOC128322"
120.4,82.6,38.6,17.2,67.9,89.3,"SLC24A1"
-5.8,3.4,-16.9,22.7,7.1,3.1,"LOC652797"
-3.1,-0.9,12.5,40.7,2.4,2.3,"SLC7A8"
10.4,9.5,8.5,38.4,16.3,9.7,"MT1L"
40.6,29.2,196.7,226.5,225.4,200.8,"DPP3"
139.8,151.9,160.7,132.9,147.7,84.5,"LOC389901"
-9,-16,-4.8,-8.4,-17.6,-14.3,"SCML4"
0.6,-3.8,-9.2,-12.1,-11.8,2.1,"P4HA1"
118.5,123.4,565,498.4,577.3,527.5,"PLCXD1"
203,172.5,453.7,362.9,767.9,847.4,"TMEM184B"
11.4,-3.4,10,-17.7,-13.4,-0.6,"LOC441212"
-16.3,-8.9,5.2,-0.9,-8.8,-14.4,"LOC643787"
5,-1.6,-11.2,2.7,-4.2,25.4,"LOC347119"
-8,-10.9,-8.4,-6.1,5.7,0,"LOC651513"
6,18.6,-13.4,-2.2,9.6,2.2,"EMID1"
277.9,354,447.3,333.2,-11.4,-12.3,"AHCTF1"
123.3,148.4,138.5,113.6,416.2,406.2,"DHX34"
21.8,23.6,26.8,15.5,53.4,37.6,"LOC650780"
3.9,-7.2,-0.6,9.3,5.7,-9.1,"C1orf132"
77.4,72.6,144.8,172.2,135.9,183.2,"TSPAN1"
-3.1,-2.3,2,1.4,11.3,-5.6,"KIAA0888"
234.3,322.3,617.7,660,702.9,724.4,"CDK9"
4.2,4.2,-4.1,4.4,-6.3,0.3,"MGC39584"
-4.3,6.3,-1.9,-2.5,-8.5,-3.6,"C3orf65"
84.1,120.9,117,90.1,217.2,273.5,"ALAD"
7.8,31.9,20.9,23.3,10.5,13.7,"NF2"
-6.4,-9.5,-16.1,-0.4,-5.6,-6.7,"TG"
16.4,34.8,-3.2,3.9,26.5,38.2,"HIST2H2AB"
-15.8,-10.6,0.4,-11.3,-6.6,-17.7,"ISLR"
-3,0.7,-5.3,3.6,16.1,-0.5,"LOC653194"
-7.8,8.9,19.2,38.9,-4.9,12.4,"PCDHB11"
2259.9,2059,2747.4,2745.5,3649.1,3782.9,"PPP1R11"
-14.4,-15.5,-11.1,-7.5,-14.6,-3.1,"KCNC3"
12,-17.1,-4.5,-8.2,-2.6,-3.2,"CD33"
73.6,61.8,80.6,78,235.1,208.7,"ABCA2"
-3.6,-13.5,6.8,-3.6,2,1.2,"KCNMB3"
3933.3,3937.7,3314.2,3090.4,266.7,396.4,"DEK"
17.6,-12.8,7.1,2.5,-12.1,-6.3,"LOC644008"
151.5,139.8,-5.3,-6.5,317,242.1,"BMP6"
-15.4,-4.4,-1.9,-14,-6.4,-18.2,"CCDC74B"
8.5,-8.7,20.2,-1.6,-1.8,9.9,"Septin 2"
9,20.7,-0.7,-2.4,2.5,0.1,"RASL10A"
4.2,-4.9,-2.5,-11.2,45,16.7,"LOC647946"
-3.7,-3.3,-24.1,-8.1,-11.5,-16.8,"AQP4"
11.9,4.5,6.7,-5.8,-3.2,-4.3,"CPNE7"
-5.2,22.5,1.2,-18.5,-4.6,12.9,"TPM3"
25.1,28.5,101.5,68.6,4.7,82.4,"CHML"
5.6,3.7,-1.9,28.6,3.1,51.3,"LOC654203"
0,4.8,-4.8,-3.7,13.7,-15.9,"LOC730109"
16,7.9,-0.1,8.8,-16.5,-5,"ALDOB"
46.8,24.4,-1.3,32.4,27.6,16.5,"MLC1"
-4,-3.1,12.3,-9.8,0,37,"NOTCH2NL"
26.1,13.1,-4.2,2.4,-11.2,-6,"C10orf37"
818.7,887.2,196.2,251.1,162.9,103.1,"LHFPL2"
-1,-3.4,-19.9,-13.5,-19.8,-3.7,"SHANK1"
57.6,56.6,99.1,84.2,34.8,2.8,"WSB1"
2141.6,2227.1,4213.4,4122.4,3245.1,3848.4,"LOC730744"
338.7,388.3,268.8,247.1,146.9,142.9,"STX2"
-19.3,-14.1,-4.4,-12.9,-8.7,-5.4,"CYS1"
0.7,2.7,36.3,12.8,-0.3,20.4,"LCNL1"
-10.7,-10.7,-6.8,-20.1,-10.7,-19.8,"ZNF85"
-5.4,-12.2,-6,-15.6,14.7,1.5,"LYZL4"
-5,2,-4.2,7.9,-4.4,1.2,"ANKRD20A1"
-22.1,-7.7,7.3,-10.4,-3.3,-1.6,"CRIM2"
-8.7,8.4,10.7,9.7,14.4,6,"GOLGA8E"
328.4,374.5,320,257,106.9,126.8,"SMARCE1"
-13.6,-1.7,-6.9,22.6,27.3,-5.2,"LOC653104"
55.6,42.3,38.7,39.9,266.4,234.4,"CD3EAP"
1.1,-7.3,1.9,1,10.5,-4.7,"CYP4Z1"
-0.8,1.8,19.2,2.3,1.2,2.1,"NOS2A"
13.7,-5.1,0.8,1.3,-1.4,33.8,"TACR1"
122.1,127.2,135.3,124.3,214.8,179.9,"DNAJC11"
2500,2428.3,1959.3,1875.9,472.4,686.1,"CDC2"
-0.7,-9.4,16.1,-6.5,10.4,-3.3,"ZSWIM2"
25.2,16.2,56.5,69.6,107.2,82.7,"LOC644254"
10.3,-7.9,7.3,6.9,-18.4,14.1,"TMPRSS7"
18.4,2.5,15.5,14,67.2,34.5,"ISYNA1"
268.4,266.8,168.4,190.8,10.8,9,"GOLGB1"
115.2,126.4,47.3,49.8,176.9,182.8,"ZNF695"
3.8,-5.3,-19,5.2,-2.8,1.3,"LOC643454"
-17.9,-10.9,10.6,24.3,-4.6,0.6,"MEOX1"
11,2.8,-1.4,4.7,-6.9,-2.2,"UTS2R"
252.6,260,164.7,129.5,129.7,67.2,"RBM33"
-1.5,2.3,17.6,1.8,2.1,28.4,"PAEP"
11.2,-1.1,-5.6,-4.1,-11.5,3.7,"LOC644512"
-6.9,6.8,20.6,-2.7,1.8,2.1,"LOC653479"
1050.6,988,1254.1,1156.7,1026.6,881.3,"GORASP2"
-0.9,-3.2,16.7,-0.9,25.3,9.6,"OR10W1"
5.7,-7.1,5.5,15,30.5,-0.8,"PGAM5"
555.8,562.5,655.3,545.1,1029.9,999.9,"KLHDC4"
-0.9,2.5,0.5,5.8,19.8,14.4,"LOC643116"
5.5,-2.7,8,-13.1,-3.3,-16.9,"LASS4"
-4.5,2.3,-9,-4.7,-9.9,-8.8,"LOC645701"
381,415.9,219.5,191.1,16,33.6,"DDX59"
-4.6,8.3,27.2,-14.2,6.2,-12.2,"RASGRF1"
22.4,27.4,22.6,20.1,21.9,67.3,"SLC2A11"
5.6,3.5,1.9,10.5,0.5,-6.6,"F8A3"
1022.3,1002.4,887.4,820.9,2266.7,2312.3,"PAFAH1B3"
14.3,6.1,-2.1,-6.6,-7.6,-0.5,"CACNG5"
208.5,234.3,248.6,358.2,360.3,369.1,"DDB1"
217.9,266.1,197.7,247.6,-7.6,21.8,"PEX1"
10.8,10.4,30.1,17.8,18,20.3,"GEMIN8"
-7,-4.6,4.6,1.2,-7.9,14.9,"KLHL14"
92.3,83.3,91.2,103.1,156.9,159.6,"TSC22D3"
17.1,-7.9,-7,-0.9,8.1,33,"AMOTL1"
27.5,31.2,16.3,12,8.9,1.3,"MTO1"
10.1,18.9,28.3,13.7,22.8,22.7,"SAMD7"
-1.5,21.4,14.2,21,29.7,53.6,"EIF2B4"
26.3,29.4,6.6,22.4,17.4,6,"COL11A2"
-8.9,-1.2,-9.6,21.5,-12.3,20.2,"LOC653750"
-4.2,-3.8,-4.1,-9.8,-13.7,-12.1,"KY"
-8.7,-12.9,19.9,-2.8,-13.2,3.7,"SRY"
-7.5,-7.2,-3.5,-14.4,-7.5,-1.3,"RTBDN"
16.6,12.5,-1.3,-7.7,-9.1,-7,"C20orf160"
-11.5,-4.1,-5.1,-6.6,16.1,-15.5,"PADI6"
10,1.1,13.7,-6.9,-13.8,55.1,"LOC642111"
61.7,66.5,30.2,38.1,82.3,63.7,"CENPP"
-4,-6.6,-15.3,-7.2,-2.4,-1.5,"LRRTM2"
-7,6.9,4,-2.9,-5.8,-10.4,"LOC650556"
-0.1,-12.1,-3.4,-3.2,-17.5,-14.8,"LOC653254"
18.6,20,7.8,8.7,-1.2,0.3,"ZNF714"
-2.9,2.7,30.1,20.4,-16.6,-7.7,"C1orf70"
77.5,96.3,53.7,32.3,-8.2,5.4,"LINS1"
14.4,9.3,0.2,8.1,5.8,21.4,"LOC652048"
55.9,71.1,64.7,73.9,-9.3,3.9,"ATF2"
-5,-8.8,0.1,13.7,-20.1,-11.3,"MAP3K7IP3"
14,17.1,14,5.4,25.7,26.2,"LOC253573"
1,24.3,-11.4,-2.7,-1,-10.3,"MAPK10"
95.3,92.9,168.1,205.5,518.5,444.2,"PIM2"
15.1,24.5,16.6,-2.4,-11.7,9.1,"FLJ13614"
708,714.1,556.1,428.4,168.8,226.4,"C1orf55"
-11.7,-5.6,-1.6,27,-2.9,82.4,"LOC652800"
22.8,10.1,413.2,345.2,126,164,"MUC5AC"
12.2,8.1,3.3,0,63.8,-10.6,"LOC651848"
2.1,-7.6,1.6,20.4,13.3,52.9,"LOC645367"
14.4,4.4,64.5,0.6,-6.3,9.2,"CXCL14"
-10.1,-14.8,-10.7,-9.3,-12.1,-3.4,"GPR85"
-3.7,-10.1,15.5,22.7,5.8,-12.9,"OR10G2"
821.1,856.5,428.2,381.3,324.3,319.8,"CTSL2"
-5.2,-4,-1.3,-4.1,-23.7,4.2,"MBNL1"
-3.6,5.6,3.3,7.9,14.2,-6.9,"SLC5A9"
20.9,27.7,10.5,-6.2,3.9,15.8,"LOC400304"
-4.8,-3.8,-13.5,-5.6,-3.4,-11.2,"NPHS2"
-6.9,-3.8,-24.9,-12.4,-15.1,-0.6,"MB"
23.1,28,14.9,50.1,86.4,67.1,"9-Mar"
26,19.3,12,22.4,105.5,64.6,"CCS"
1.8,-1.4,0.5,-0.5,-11,3.6,"PLCL4"
37.3,35.1,39,19.8,73,32.4,"LOC646348"
149.3,163.5,69.9,88.1,18.3,81.5,"ZNF239"
-4.9,18.2,25.1,4.9,-3.3,-8.7,"ZNF525"
9.4,5.7,-10.2,-0.6,20.6,-0.8,"LOC283683"
5.6,-10.6,1.5,3,58.5,1.8,"LOC646568"
2659.8,2459.7,4970.4,5020.7,5688.8,5452.3,"POLR2G"
11.8,15.6,16.6,47.9,13.8,20.8,"LOC644086"
-3.7,5.2,-10.3,-4.5,24.9,-19.4,"TAL1"
29.4,24.1,4.7,35.3,8.3,19.6,"DKFZp434M131"
3.2,22.9,-1.4,4.3,0.4,44.6,"GIMAP4"
4699.8,4344.7,3444.7,2592.3,407.8,513.6,"NOP58"
240,165,256.3,235,538.8,450.4,"TMEM199"
-4.6,-1.7,21.7,-3.7,5,-6.4,"LOC642220"
57.7,63.8,29.2,38.7,110.9,80.5,"TXNL4B"
-8.2,0.8,36.1,18,9.2,0,"RLN2"
1.5,1.5,32.5,33.1,-8.1,11.5,"LRRC2"
10,8.5,20.5,19,2.3,11.7,"ALDH1A2"
-11.9,-11.5,-3.6,3.7,-9.4,60.1,"FAM90A20"
11.4,13.8,23.6,-8.9,-3.5,9.6,"STRC"
5465.2,5588.7,6500.2,7592.7,486.1,590.1,"Septin 2"
3.8,8.6,-7.9,-3.1,-9.7,-5.3,"FAM90A10"
8.5,5.2,3.2,4,24.7,47.3,"LOC85391"
246.2,316.2,495,618.6,7.8,58.3,"RAD21"
5267.2,5170.6,7535,8694.6,7411.5,7142.2,"ODC1"
-11.2,12.2,7.1,8.3,-5.7,-6.1,"LOC338328"
3.4,3.9,5.1,3.3,1.2,-10.9,"CD8B"
-23.8,-1.2,-19.1,-14.1,-9.9,-9.7,"NOBOX"
44.5,26.8,20.3,6,57.8,60.7,"RELT"
466.6,411.6,835.3,988.9,1459.3,1370.5,"GTF2F1"
1227.6,991,2568.7,2584.5,970.8,861.4,"TCEAL4"
0.1,11.7,14.3,28.5,3.8,6.1,"LOC642214"
23.9,10.5,-4.2,-6.1,10,3.2,"MUC4"
-11.2,-11.7,-20.5,-18.1,-13.7,5.5,"MORN5"
3486.5,3267.1,2198.4,2514.8,1877.7,1651.1,"MRPL45"
4577.5,5120.7,6567.1,6884.6,11615.4,10878.6,"PSMB3"
10,9.9,-1.2,-5.8,16.2,22.1,"AKT1"
2,8.5,27.3,-5,45.1,56.7,"LOC643171"
13.6,-5.5,8.3,3,7.9,90.8,"TMPRSS11B"
2866.4,2625.6,25.9,41,1411.4,1258.2,"TRIM31"
-10.8,11.6,81.5,10.5,20.5,1.9,"NHSL2"
-15.8,-15.7,-5.4,-5.9,-5.5,-12.5,"LIN28B"
1867,1668.9,1266.2,1369.9,2010,2196.7,"CRELD2"
3,11.4,-1.7,-15.2,-14.5,-9.2,"SEC16B"
6.8,15.2,20.9,18.3,16.3,-15.5,"CTRC"
-5.9,-13.3,-0.3,-7.4,34.2,10.2,"LOC652258"
-5.5,-5.2,10.3,-15.6,-11.2,6.7,"SLC22A17"
1.4,13.3,-3.9,22.9,41,37.1,"LOC647592"
566.4,455.8,-13.6,20.1,603.4,672,"NLF2"
2.6,29.9,79.3,12.9,11.1,0.6,"LOC649891"
-10.6,-12.7,-7.2,-27.4,-14.9,-14.6,"KCND2"
0.4,9.6,0.8,6.4,15.3,-8.3,"NOS2A"
4194.6,3770.6,8588.2,8440.7,2799.1,2629.7,"LOC730740"
1565,1991,3339.9,3360.7,214.4,254.9,"CKAP5"
-13.8,-9.1,-14.4,-23.1,-7.4,8.7,"SLC4A10"
20.2,5.4,-2.1,13.4,13.6,15.4,"LOC643240"
-10.4,6.6,59.2,-1.3,-5.3,-5.1,"LOC652341"
345.6,310.9,527.5,604.6,577.9,652.9,"GRB2"
-15.7,14,-1.7,3,-11.4,-12.2,"LOC652427"
1.7,-5.2,24.1,-4.8,1.2,-6.3,"OR2B3P"
4.7,26.7,33.4,28.1,-6.7,29.4,"ZDHHC9"
-2.7,8.6,-2,0.9,36.8,-16.2,"FAM22C"
-0.7,-14.3,-14.6,-3.6,-13.7,11.3,"TMEM130"
3256.1,3114.7,1849,1919.5,4079.3,4122.4,"MRPL22"
-10.4,0.7,-12.2,11.9,20.7,4,"LOC374920"
2193.9,2007.6,2239.3,2042.3,2968.8,2698.4,"LOC388564"
96.2,119.7,45.4,54.9,271,291.9,"PPP1R13B"
14.8,9.4,-13.5,11.9,56.4,8.1,"FUZ"
46,39.2,-1.6,3.1,170.9,150.9,"CALB2"
183.1,185.1,205.6,168.6,357.6,374.5,"CNKSR3"
-4.7,-1.1,-6.4,6.4,5.8,25,"KRTAP19-7"
15.5,8.7,-0.6,8.3,7.7,-6.8,"LOC652190"
20.1,2.7,-10.3,-4.6,6,-4.8,"TMEM16J"
16.1,15.8,-5.6,3.7,9.5,13.9,"MRAS"
99.7,59.9,172.6,183.1,192.6,159.3,"CDKN2D"
203.1,168.4,224.7,270.2,377.8,377.5,"TOB2"
-7.9,6,-0.8,-4.3,3.4,40.1,"LOC646155"
7.5,7.3,-0.7,12.5,3.8,3.4,"PCDHGA7"
17.4,50,-6.7,12.5,56.8,-2,"GPR176"
-9.4,-12.2,-2.4,12,-13.4,-6.5,"LOC387873"
844.4,915.4,1033.5,1072.1,2210.2,2112.7,"GTPBP3"
-4,13,-2.4,-11.6,-14.2,3.5,"TMED6"
-13.8,-12,-19.6,-10.3,-20.2,-15.5,"LIN28"
674.9,724.4,720.4,612.6,292.2,321.2,"WTAP"
1.5,-6.1,-8.5,-1.8,32.4,-1,"UBQLNL"
1617.2,1631,2588.7,2632.4,614,561.1,"PROSC"
325.5,238.4,181,106.6,86,100.5,"SNAP23"
-12.3,-6.3,-16.4,-23.8,-13.1,-14.6,"S100A12"
1380.1,1163,1210.1,1438.1,408.9,420.6,"C18orf55"
204.2,222.7,287.6,276.3,12,5,"SMC2"
807.2,734,1440.7,1279.5,147.2,139.8,"TMEM209"
22.3,5.6,7.6,6.6,-2.1,49,"LOC389124"
-6.8,2.5,25.6,-12.3,1.5,8.5,"LOC650024"
0.2,6.3,0.1,2.9,5.1,-9.3,"FLJ42220"
162.9,192.7,318,225.2,157.3,185,"ATG10"
223.7,321.3,609.7,610.1,862.2,870.9,"PRR15L"
9,15.5,-5.4,-12.4,26.4,13.5,"LOC649583"
-5.5,5.1,1.5,7.1,15.3,8.8,"FAM91A2"
-14,-13.6,-12,-16.9,-9.9,-5,"SLC4A9"
-5,4.5,-9,28.7,0.4,24.9,"KLK3"
47.8,76.3,-10.5,-10.2,6.4,1.3,"RTN4"
5.5,-7.6,28.5,-3.5,9.2,10,"INADL"
-10,-20.3,-4.2,-7.3,-18.4,-15.8,"ABCA5"
-6.4,17.1,10.7,11.2,-4.1,-4.2,"RCSD1"
4872.4,4992.7,4307,3565.9,3365.1,3376.9,"REXO2"
448.4,460.9,401.6,478,907.4,898.9,"NECAP2"
1428,1475.8,2277.2,2470.6,2836.2,2836.2,"ACLY"
-4.6,9.6,0.1,-10.4,6.6,0.9,"LCT"
-4.1,-2.2,-0.8,0.1,-1.8,-6.2,"CREB3L1"
3.2,28.6,-3.4,0.1,23.4,64.6,"CALN1"
-9.9,-14,-2,-2.6,4.3,-11.5,"PVRL4"
-5.8,0.5,-2.4,26.1,6.3,-1,"C8orf74"
14.1,25,13.6,27.4,6.1,-3.8,"LOC196993"
3.4,10.4,5.2,5.9,8,3.1,"LOC645863"
-4.4,-3.7,2.3,-12.5,-8.6,-5.1,"HLA-DPB1"
5.1,7.9,11.5,-0.1,-12.4,9,"CNIH3"
-3.8,13.1,14.8,19.3,-2.7,-0.2,"TCEAL5"
13.1,-11.6,21.3,0.1,-7.9,-0.5,"RIC3"
46.9,23.8,153,186.7,239.8,209.8,"TIMP2"
1205.6,1021.3,125.5,141.3,1412.7,1283.3,"AUTS2"
0.4,7.4,57.2,23.5,34.8,6.1,"FAM27L"
-11.5,12.2,3.6,-5.9,22.5,12.7,"BCL2L10"
6.9,-7.9,12.8,-10.1,11.8,3.5,"H1FOO"
4011,4353.6,3122.9,3314.2,4485.6,4554.2,"PSAP"
7.4,-7.1,-15.2,-3.1,16.5,-10.8,"OTC"
42.4,52.4,23.1,21.1,219.1,142.8,"RTN2"
14.3,4.4,23.4,11,2.2,-10.2,"LOC652353"
-1.8,10.9,0.8,13.6,80.9,13.9,"CALML5"
-10.4,-18.8,-19.5,-9.9,-7.9,-5.1,"ENPP3"
-5.3,-11.5,-11.4,-2.4,4.3,-9.2,"RXFP1"
-3.2,3.6,23,-6.5,-2.8,-10.2,"DIO2"
1.9,-19.7,-13.4,-11.2,-18.4,-22.5,"OR2AE1"
-0.3,8.5,-0.2,-2.4,12.8,-15.9,"LOC648040"
28.1,-1.5,1.2,51.1,0.7,-8.9,"LOC401087"
12.7,22.4,2,3.5,-8.4,9,"RBM35A"
250.4,280.2,275,278.7,478.9,454.1,"BUD13"
33.2,36.8,85.3,97.1,31.5,93.4,"TMEM189-UBE2V1"
