"","GENE_SYMBOL","UL_mean","nonUL_mean","DE_UL","Magnitude","FoldChange_UL"
"GAK","GAK",396.507142857143,347.793137254902,48.7140056022409,48.7140056022409,1.14006603461683
"MEAF6","MEAF6",255.561666666667,304.266993464052,-48.7053267973856,48.7053267973856,0.839925697352581
"PRPSAP1","PRPSAP1",346.472857142857,395.126470588235,-48.6536134453781,48.6536134453781,0.876865720049213
"SLC25A36","SLC25A36",310.799238095238,359.437124183007,-48.6378860877684,48.6378860877684,0.864683187085024
"TCF25","TCF25",504.251428571429,552.875816993464,-48.6243884220356,48.6243884220356,0.912051880499216
"TIPRL","TIPRL",353.751785714286,402.339215686275,-48.5874299719888,48.5874299719888,0.879237648040068
"CCL19","CCL19",147.674285714286,99.1411764705882,48.5331092436975,48.5331092436975,1.48953533709675
"PHEX","PHEX",128.79,80.2892156862745,48.5007843137255,48.5007843137255,1.60407595091275
"VAMP8","VAMP8",262.287142857143,310.774509803922,-48.4873669467787,48.4873669467787,0.843978944806731
"TIMM44","TIMM44",176.27,127.790196078431,48.4798039215686,48.4798039215686,1.37937029137834
"RAP2A","RAP2A",145.176285714286,193.628431372549,-48.4521456582633,48.4521456582633,0.749767400816055
"SDHC","SDHC",314.192295918367,265.746218487395,48.4460774309724,48.4460774309724,1.18230203878995
"SLBP","SLBP",505.287142857143,456.850980392157,48.436162464986,48.436162464986,1.10602179823147
"WBP11","WBP11",272.079523809524,320.475816993464,-48.3962931839402,48.3962931839402,0.848986130566828
"KIAA0355","KIAA0355",465.741428571429,514.127450980392,-48.3860224089636,48.3860224089636,0.905887105781464
"PARP12","PARP12",180.764285714286,229.105882352941,-48.3415966386555,48.3415966386555,0.788998884960168
"PIGZ","PIGZ",64.9428571428571,113.262745098039,-48.3198879551821,48.3198879551821,0.573382334029104
"NMT1","NMT1",338.332142857143,386.629411764706,-48.297268907563,48.297268907563,0.875081234282932
"DDX24","DDX24",471.499285714286,519.766666666667,-48.267380952381,48.267380952381,0.907136444008758
"KLF10","KLF10",728.217142857143,679.972549019608,48.244593837535,48.244593837535,1.07095079633302
"CDK13","CDK13",235.907632653061,187.687843137255,48.2197895158063,48.2197895158063,1.25691482575429
"COPS3","COPS3",544.512857142857,496.31568627451,48.1971708683473,48.1971708683473,1.09710990847404
"ZMYM2","ZMYM2",175.598571428571,127.415359477124,48.1832119514472,48.1832119514472,1.378158584249
"EFNB3","EFNB3",164.297142857143,116.142156862745,48.1549859943978,48.1549859943978,1.41462107554371
"PRPF39","PRPF39",252.392857142857,204.239215686275,48.1536414565826,48.1536414565826,1.23577079110287
"CD81","CD81",6055.89571428571,6007.78039215686,48.1153221288514,48.1153221288514,1.00800883504192
"COBRA1","COBRA1",311.09,262.982352941176,48.1076470588235,48.1076470588235,1.18293108461762
"ELF1","ELF1",161.827857142857,209.921568627451,-48.0937114845939,48.0937114845939,0.770896760161191
"TRAF5","TRAF5",638.662857142857,590.587254901961,48.0756022408963,48.0756022408963,1.0814030472921
"SLC25A11","SLC25A11",260.671428571429,212.625490196078,48.0459383753501,48.0459383753501,1.22596509163151
"CETN3","CETN3",374.688571428571,326.654901960784,48.0336694677871,48.0336694677871,1.14704714112496
"ZNF189","ZNF189",350.147142857143,302.138235294118,48.0089075630252,48.0089075630252,1.15889716015681
"DEAF1","DEAF1",114.921904761905,162.91568627451,-47.9937815126051,47.9937815126051,0.705407240947097
"CARS2","CARS2",221.305428571429,173.390588235294,47.9148403361344,47.9148403361344,1.27634049127923
"PPL","PPL",84.8628571428571,132.725490196078,-47.8626330532213,47.8626330532213,0.639386277778952
"ARIH2","ARIH2",259.563380952381,307.402745098039,-47.8393641456584,47.8393641456584,0.844375611771454
"CAMSAP2","CAMSAP2",376.925238095238,424.737254901961,-47.8120168067227,47.8120168067227,0.887431544431488
"EXTL1","EXTL1",76.4714285714286,28.6745098039216,47.796918767507,47.796918767507,2.66687832135042
"COX4NB","COX4NB",335.71619047619,287.975163398693,47.7410270774976,47.7410270774976,1.1657817518499
"TMBIM4","TMBIM4",829.216428571429,876.956862745098,-47.7404341736695,47.7404341736695,0.945561251411809
"EXOSC7","EXOSC7",209.631428571429,257.36862745098,-47.7371988795518,47.7371988795518,0.814518189911693
"FAM98A","FAM98A",374.043571428571,326.321568627451,47.7220028011205,47.7220028011205,1.14624225729805
"STAT2","STAT2",213.313333333333,165.606862745098,47.7064705882354,47.7064705882354,1.2880706137261
"DHX58","DHX58",44.6028571428571,92.2470588235294,-47.6442016806723,47.6442016806723,0.483515222183759
"FNTA","FNTA",756.886666666667,709.288235294118,47.598431372549,47.598431372549,1.06710731830031
"PNPLA2","PNPLA2",188.144285714286,235.685294117647,-47.5410084033613,47.5410084033613,0.798286063704806
"TWISTNB","TWISTNB",143.200714285714,190.68137254902,-47.4806582633053,47.4806582633053,0.750994774011815
"ABCF1","ABCF1",480.471428571429,432.996078431373,47.475350140056,47.475350140056,1.10964383398586
"SSR3","SSR3",259.351428571429,306.818137254902,-47.4667086834734,47.4667086834734,0.845293667746773
"PLAG1","PLAG1",72.88,25.4137254901961,47.4662745098039,47.4662745098039,2.86774168659825
"KDM5C","KDM5C",120.092142857143,167.556862745098,-47.4647198879552,47.4647198879552,0.716724704017869
"ANXA3","ANXA3",47.7714285714286,95.1647058823529,-47.3932773109244,47.3932773109244,0.501986825141727
"UQCRC1","UQCRC1",739.722857142857,692.382352941176,47.3405042016807,47.3405042016807,1.06837335469424
"FCGBP","FCGBP",120.144285714286,72.8333333333333,47.3109523809524,47.3109523809524,1.64957829355999
"NARS2","NARS2",213.615714285714,166.307843137255,47.3078711484594,47.3078711484594,1.28445965178813
"EEA1","EEA1",177.14,224.445424836601,-47.3054248366012,47.3054248366012,0.789234176321304
"TADA3","TADA3",660.147142857143,707.441176470588,-47.2940336134454,47.2940336134454,0.93314775109728
"GANAB","GANAB",621.587857142857,574.296078431373,47.2917787114847,47.2917787114847,1.08234738227824
"PRKDC","PRKDC",204.685,157.439869281046,47.2451307189543,47.2451307189543,1.30008365056895
"NEURL","NEURL",132.487142857143,85.2696078431373,47.2175350140056,47.2175350140056,1.55374401511108
"GUSBP11","GUSBP11",209.945714285714,257.152941176471,-47.2072268907563,47.2072268907563,0.816423538946183
"NFAT5","NFAT5",290.198333333333,337.383660130719,-47.1853267973856,47.1853267973856,0.860143414239136
"ASCC1","ASCC1",181.202857142857,134.047058823529,47.1557983193277,47.1557983193277,1.35178540083754
"MRPS34","MRPS34",488.667142857143,535.809803921569,-47.1426610644259,47.1426610644259,0.912016053608219
"USP20","USP20",126.762857142857,79.6411764705882,47.1216806722689,47.1216806722689,1.59167484410117
"UCHL3","UCHL3",238.331428571429,285.429411764706,-47.0979831932773,47.0979831932773,0.834992536676275
"HGSNAT","HGSNAT",203.591142857143,250.64637254902,-47.0552296918767,47.0552296918767,0.812264469605782
"BRIX1","BRIX1",105.189285714286,152.192156862745,-47.0028711484594,47.0028711484594,0.691161015670152
"AFG3L2","AFG3L2",274.351904761905,227.35,47.0019047619047,47.0019047619047,1.20673809000178
"ACN9","ACN9",95.09,48.0921568627451,46.9978431372549,46.9978431372549,1.97724548456803
"FHL5","FHL5",26.4033333333333,73.3241830065359,-46.9208496732026,46.9208496732026,0.360090385609612
"KRT8","KRT8",76.3214285714286,123.219607843137,-46.8981792717087,46.8981792717087,0.619393535715424
"RHBDF1","RHBDF1",149.050714285714,195.936274509804,-46.8855602240896,46.8855602240896,0.760710157721489
"C20orf43","C20orf43",430.434857142857,383.583137254902,46.8517198879552,46.8517198879552,1.12214228243517
"INSIG2","INSIG2",150.130714285714,196.952941176471,-46.8222268907563,46.8222268907563,0.762266932338908
"FGF2","FGF2",144.102857142857,190.867647058824,-46.7647899159664,46.7647899159664,0.754988387835292
"LRRC17","LRRC17",166.572142857143,119.807843137255,46.764299719888,46.764299719888,1.39032753194892
"GABARAPL2","GABARAPL2",1834.00071428571,1787.28431372549,46.716400560224,46.716400560224,1.02613820319546
"PAK1IP1","PAK1IP1",122.341428571429,169.021568627451,-46.6801400560224,46.6801400560224,0.72382140081239
"C16orf88","C16orf88",124.077142857143,77.3980392156863,46.6791036414566,46.6791036414566,1.60310447285848
"FMR1","FMR1",451.980714285714,405.316666666667,46.6640476190476,46.6640476190476,1.11512985143891
"PREPL","PREPL",270.343928571429,317.004738562091,-46.6608099906629,46.6608099906629,0.852807216061464
"CLUAP1","CLUAP1",248.548095238095,201.91045751634,46.6376377217554,46.6376377217554,1.23098178418015
"PSMA2","PSMA2",969.532142857143,922.9,46.6321428571429,46.6321428571429,1.05052783926443
"DENND3","DENND3",92.2764285714286,138.870588235294,-46.5941596638656,46.5941596638656,0.664477840441497
"SMARCA2","SMARCA2",131.439047619048,178.032633053221,-46.5935854341737,46.5935854341737,0.738286264517335
"DNAAF2","DNAAF2",101.697142857143,55.1078431372549,46.589299719888,46.589299719888,1.84542048949094
"RAB3GAP1","RAB3GAP1",343.955,390.526797385621,-46.5717973856209,46.5717973856209,0.880746218448015
"C11orf61","C11orf61",177.332857142857,130.76862745098,46.5642296918767,46.5642296918767,1.35608104634525
"LIMCH1","LIMCH1",113.118095238095,159.642810457516,-46.5247152194211,46.5247152194211,0.708569931297958
"H1FX","H1FX",391.854285714286,438.323529411765,-46.469243697479,46.469243697479,0.893984145090634
"SERPINA5","SERPINA5",12.12,58.5892156862745,-46.4692156862745,46.4692156862745,0.206864008299727
"SNRPA","SNRPA",486.888571428571,440.43137254902,46.4571988795518,46.4571988795518,1.10548113003549
"EMD","EMD",182.022857142857,135.582352941176,46.4405042016807,46.4405042016807,1.34252617095257
"RPL23AP53","RPL23AP53",505.058571428571,458.652941176471,46.4056302521008,46.4056302521008,1.10117809368684
"EYA4","EYA4",66.4345238095238,20.0415032679739,46.3930205415499,46.3930205415499,3.31484734060271
"FBN2","FBN2",98.4485714285714,52.0640522875817,46.3845191409897,46.3845191409897,1.89091257985029
"INPP1","INPP1",317.22,363.550980392157,-46.3309803921569,46.3309803921569,0.87255988048174
"PCBP3","PCBP3",85.8914285714286,39.5666666666667,46.3247619047619,46.3247619047619,2.17080274401252
"MGAT4B","MGAT4B",211.15,164.828431372549,46.321568627451,46.321568627451,1.28102899628253
"PPM1B","PPM1B",402.562857142857,448.840196078431,-46.2773389355742,46.2773389355742,0.896895734072161
"RRAS2","RRAS2",135.860952380952,182.133333333333,-46.272380952381,46.272380952381,0.745942271491319
"AFTPH","AFTPH",345.14880952381,391.411764705882,-46.2629551820728,46.2629551820728,0.881804893583525
"TEX2","TEX2",288.848571428571,335.060784313725,-46.2122128851541,46.2122128851541,0.862078121198796
"PKM2","PKM2",400.54,446.749019607843,-46.2090196078431,46.2090196078431,0.896566041379553
"HNMT","HNMT",262.402261904762,216.234803921569,46.1674579831933,46.1674579831933,1.21350613844725
"BCS1L","BCS1L",277.814285714286,231.650980392157,46.1633053221288,46.1633053221288,1.19927955946476
"FDFT1","FDFT1",497.79380952381,543.941503267974,-46.1476937441644,46.1476937441644,0.915160557767865
"C22orf28","C22orf28",957.756428571429,911.623529411765,46.1328991596639,46.1328991596639,1.05060520891714
"CRELD1","CRELD1",237.185714285714,283.311764705882,-46.1260504201681,46.1260504201681,0.83718978113015
"KLHL21","KLHL21",396.482857142857,350.369607843137,46.1132492997199,46.1132492997199,1.13161315441597
"RASSF1","RASSF1",220.461428571429,266.573529411765,-46.1121008403361,46.1121008403361,0.827019205762518
"DCXR","DCXR",170.251428571429,216.356862745098,-46.1054341736695,46.1054341736695,0.786900985766334
"ADCY6","ADCY6",234.561428571429,188.458823529412,46.1026050420168,46.1026050420168,1.24462959164564
"YY1","YY1",488.75369047619,534.795751633987,-46.0420611577965,46.0420611577965,0.913907204727931
"R3HCC1","R3HCC1",317.548571428571,271.542156862745,46.0064145658263,46.0064145658263,1.1694264164996
"MTR","MTR",314.455714285714,360.450653594771,-45.994939309057,45.994939309057,0.872396016346898
"COX7A2L","COX7A2L",1082.97714285714,1128.95588235294,-45.9787394957984,45.9787394957984,0.959273218542453
"TSPAN12","TSPAN12",56.3028571428571,102.241830065359,-45.9389729225023,45.9389729225023,0.550683190107855
"MRPS14","MRPS14",388.369285714286,342.437254901961,45.9320308123249,45.9320308123249,1.134132691916
"PTTG1","PTTG1",145.29,99.3607843137255,45.9292156862745,45.9292156862745,1.46224691163121
"DNAJB12","DNAJB12",124.686428571429,170.588235294118,-45.901806722689,45.901806722689,0.730920443349755
"ARMC1","ARMC1",395.262142857143,349.387254901961,45.8748879551821,45.8748879551821,1.13130097710077
"GTF2I","GTF2I",304.961904761905,350.833660130719,-45.871755368814,45.871755368814,0.869249275135908
"ZWINT","ZWINT",114.684285714286,68.8882352941176,45.7960504201681,45.7960504201681,1.66478768435049
"NNAT","NNAT",86.9528571428571,41.1882352941176,45.7646218487395,45.7646218487395,2.11110907087771
"ME2","ME2",259.052619047619,213.312745098039,45.7398739495798,45.7398739495798,1.21442635285837
"DIO3","DIO3",32.4528571428571,78.1588235294118,-45.7059663865546,45.7059663865546,0.415216806975668
"PPM1A","PPM1A",294.206785714286,248.534640522876,45.6721451914098,45.6721451914098,1.18376571207669
"SRSF1","SRSF1",468.103273809524,422.477696078431,45.6255777310926,45.6255777310926,1.10799523419722
"KCND2","KCND2",89.3964285714286,43.771568627451,45.6248599439776,45.6248599439776,2.04234007084143
"RABGGTB","RABGGTB",441.145714285714,395.532352941176,45.6133613445378,45.6133613445378,1.11532144211556
"SLC7A1","SLC7A1",69.207,114.807254901961,-45.6002549019608,45.6002549019608,0.602810336847605
"SLC4A1AP","SLC4A1AP",177.567142857143,223.147058823529,-45.5799159663866,45.5799159663866,0.795740458302738
"PAXIP1","PAXIP1",207.532857142857,161.958823529412,45.5740336134454,45.5740336134454,1.28139271834837
"DIMT1","DIMT1",322.050119047619,367.546405228758,-45.4962861811393,45.4962861811393,0.876216212336991
"GOLGA3","GOLGA3",373.844761904762,328.365032679739,45.4797292250233,45.4797292250233,1.13850356980422
"BIN1","BIN1",235.630142857143,190.16,45.4701428571429,45.4701428571429,1.23911518120079
"DCTN3","DCTN3",859.75,814.35816993464,45.3918300653596,45.3918300653596,1.05573939298602
"RANBP9","RANBP9",332.326071428571,286.943300653595,45.3827707749766,45.3827707749766,1.15815936692581
"SETD2","SETD2",276.152857142857,230.781045751634,45.3718113912232,45.3718113912232,1.19660111706077
"ATG14","ATG14",296.474285714286,251.145098039216,45.32918767507,45.32918767507,1.18049003555702
"KANK3","KANK3",49.8764285714286,95.1529411764706,-45.276512605042,45.276512605042,0.524171170693797
"CBLN1","CBLN1",80.19,34.9137254901961,45.2762745098039,45.2762745098039,2.2968044479389
"PAFAH1B3","PAFAH1B3",118.554285714286,73.278431372549,45.2758543417367,45.2758543417367,1.61786058317152
"KIAA0100","KIAA0100",319.645,364.907843137255,-45.2628431372549,45.2628431372549,0.875960892623977
"AKT3","AKT3",317.439523809524,362.682819794585,-45.2432959850607,45.2432959850607,0.875253820926269
"JOSD1","JOSD1",444.395714285714,399.169607843137,45.226106442577,45.226106442577,1.11330047567236
"SH3BGRL","SH3BGRL",3354.85214285714,3309.64705882353,45.2050840336137,45.2050840336137,1.01365858148321
"ABCB1","ABCB1",60.5264285714286,105.692156862745,-45.1657282913165,45.1657282913165,0.572667171983537
"MAPK3","MAPK3",189.441428571429,234.525490196078,-45.0840616246499,45.0840616246499,0.807764769676183
"CHCHD7","CHCHD7",135.731428571429,180.787254901961,-45.0558263305322,45.0558263305322,0.750779852512472
"PIK3C2A","PIK3C2A",151.972244897959,197.003641456583,-45.0313965586236,45.0313965586236,0.771418455894135
"WDR45","WDR45",271.212142857143,316.213725490196,-45.0015826330532,45.0015826330532,0.857686181827524
"ZNF692","ZNF692",224.9,179.903921568627,44.9960784313726,44.9960784313726,1.25011171540365
"EPRS","EPRS",508.78619047619,463.805882352941,44.9803081232493,44.9803081232493,1.09698089186592
"PEX11B","PEX11B",326.985714285714,282.010784313725,44.9749299719888,44.9749299719888,1.15947946842329
"UBE2N","UBE2N",548.695238095238,503.730718954248,44.9645191409896,44.9645191409896,1.08926300789108
"EGLN1","EGLN1",177.449761904762,222.372058823529,-44.9222969187676,44.9222969187676,0.79798587486022
"TPM3","TPM3",265.364337662338,310.263493761141,-44.8991560988032,44.8991560988032,0.855287015708754
"PARN","PARN",327.604285714286,282.72091503268,44.883370681606,44.883370681606,1.15875504179243
"PNISR","PNISR",671.624523809524,716.494444444444,-44.8699206349199,44.8699206349199,0.937375759180225
"DDX46","DDX46",328.537857142857,283.671568627451,44.8662885154062,44.8662885154062,1.15816279626644
"ARL15","ARL15",266.200714285714,221.356862745098,44.8438515406163,44.8438515406163,1.20258622653256
"WLS","WLS",238.762857142857,193.96862745098,44.7942296918767,44.7942296918767,1.23093543672776
"ZNF395","ZNF395",194.510595238095,239.275816993464,-44.7652217553688,44.7652217553688,0.812913723092243
"AMFR","AMFR",166.392857142857,211.157843137255,-44.7649859943978,44.7649859943978,0.788002257793
"CRY2","CRY2",166.474761904762,211.237908496732,-44.7631465919701,44.7631465919701,0.788091318880567
"SRRT","SRRT",319.183428571429,274.428496732026,44.7549318394025,44.7549318394025,1.16308412709452
