"","GENE_SYMBOL","UL_mean","nonUL_mean","DE_UL","Magnitude","FoldChange_UL"
"ZNF259","ZNF259",131.59,117.835294117647,13.754705882353,13.754705882353,1.11672823482428
"CAPN7","CAPN7",207.816428571429,194.078431372549,13.7379971988795,13.7379971988795,1.0707858008833
"HP","HP",26.9957142857143,40.7294117647059,-13.7336974789916,13.7336974789916,0.662806387719733
"SAMD4B","SAMD4B",71.4121428571429,57.6794117647059,13.732731092437,13.732731092437,1.23808722509962
"FRS3","FRS3",63.8657142857143,77.5960784313725,-13.7303641456583,13.7303641456583,0.823053375592922
"MED6","MED6",119.153809523809,105.433986928105,13.7198225957049,13.7198225957049,1.13012713447951
"DNAH2","DNAH2",23.4371428571429,9.72745098039216,13.7096918767507,13.7096918767507,2.40938174907133
"CGRRF1","CGRRF1",192.375,206.066666666667,-13.6916666666667,13.6916666666667,0.933557101261726
"TM2D3","TM2D3",793.177142857143,806.861764705882,-13.6846218487395,13.6846218487395,0.983039694719296
"SF1","SF1",343.656666666667,329.984967320262,13.671699346405,13.671699346405,1.04143127930169
"SBNO1","SBNO1",110.115714285714,96.4545098039216,13.6612044817927,13.6612044817927,1.14163365206628
"MRPS18C","MRPS18C",232.067619047619,245.72614379085,-13.6585247432307,13.6585247432307,0.944415663174788
"MED27","MED27",126.508571428571,112.854248366013,13.6543230625584,13.6543230625584,1.12099077580379
"RHOBTB3","RHOBTB3",77.9108333333333,91.5650326797385,-13.6541993464052,13.6541993464052,0.850879763302628
"PUM2","PUM2",573.600476190476,559.959803921569,13.6406722689076,13.6406722689076,1.02436009187334
"ANKRD36B","ANKRD36B",175.464285714286,161.824836601307,13.6394491129785,13.6394491129785,1.08428526423656
"ZHX2","ZHX2",215.510714285714,201.871568627451,13.6391456582633,13.6391456582633,1.06756347984512
"ZFR","ZFR",288.064642857143,301.681862745098,-13.6172198879552,13.6172198879552,0.954862318324185
"HIST1H2AJ","HIST1H2AJ",62.8428571428571,76.4490196078431,-13.606162464986,13.606162464986,0.822023061449566
"TPX2","TPX2",39.0928571428571,25.4921568627451,13.600700280112,13.600700280112,1.53352489368949
"ALX1","ALX1",7.27571428571429,20.8686274509804,-13.5929131652661,13.5929131652661,0.348643642367217
"ANO2","ANO2",32.0764285714286,18.4852941176471,13.5911344537815,13.5911344537815,1.73524036822366
"VEZT","VEZT",212.017857142857,198.426960784314,13.5908963585434,13.5908963585434,1.0684931941951
"CYP26B1","CYP26B1",32.6057142857143,19.0176470588235,13.5880672268908,13.5880672268908,1.71449781273475
"AP4S1","AP4S1",67.8195238095238,54.2442810457516,13.5752427637722,13.5752427637722,1.25026127182555
"LIN7C","LIN7C",240.73,227.157516339869,13.5724836601307,13.5724836601307,1.05974921666173
"NRBF2","NRBF2",101.029285714286,87.4686274509804,13.5606582633053,13.5606582633053,1.15503453819377
"POMGNT1","POMGNT1",90.0347619047619,103.593464052288,-13.5587021475257,13.5587021475257,0.86911623941176
"TP53BP1","TP53BP1",234.020357142857,220.477450980392,13.542906162465,13.542906162465,1.06142535711586
"PYCRL","PYCRL",21.0071428571429,34.5490196078431,-13.5418767507003,13.5418767507003,0.608038754661912
"CD47","CD47",206.770765306122,220.310434173669,-13.539668867547,13.539668867547,0.938542770712014
"STAT5A","STAT5A",153.832142857143,140.3,13.5321428571428,13.5321428571428,1.09645148151919
"UTP6","UTP6",229.217857142857,215.690196078431,13.5276610644258,13.5276610644258,1.0627180155166
"RAD51AP1","RAD51AP1",31.3428571428571,17.8196078431373,13.5232492997199,13.5232492997199,1.75889713279677
"TOP1","TOP1",273.912142857143,260.394117647059,13.518025210084,13.518025210084,1.05191371192343
"DRG2","DRG2",185.578571428571,172.060784313725,13.5177871148459,13.5177871148459,1.07856402124844
"ABHD8","ABHD8",53.14,39.6274509803922,13.5125490196078,13.5125490196078,1.3409896091044
"ECHDC1","ECHDC1",276.818928571429,290.33137254902,-13.512443977591,13.512443977591,0.95345854683579
"ETNK1","ETNK1",90.1933333333334,76.6826797385621,13.5106535947712,13.5106535947712,1.17618911651019
"SCAF8","SCAF8",365.580714285714,352.070588235294,13.5101260504202,13.5101260504202,1.03837334472652
"TXNL4A","TXNL4A",400.665,414.167320261438,-13.5023202614379,13.5023202614379,0.967398875766164
"MICALL2","MICALL2",61.2221428571429,74.7192810457516,-13.4971381886088,13.4971381886088,0.819362044177804
"THOC2","THOC2",199.310357142857,185.815196078431,13.4951610644258,13.4951610644258,1.07262678913909
"GTPBP2","GTPBP2",83.3871428571429,96.8758169934641,-13.4886741363212,13.4886741363212,0.860763247682017
"FKBP14","FKBP14",165.240952380952,151.756209150327,13.4847432306256,13.4847432306256,1.0888579340913
"ATG12","ATG12",181.994285714286,195.475163398693,-13.4808776844073,13.4808776844073,0.93103534254676
"SENP2","SENP2",93.2380952380953,106.714379084967,-13.4762838468721,13.4762838468721,0.873716326118135
"SIRPA","SIRPA",84.6947619047619,98.1575163398693,-13.4627544351074,13.4627544351074,0.862845404640305
"MFGE8","MFGE8",473.610952380952,487.071241830065,-13.4602894491129,13.4602894491129,0.97236484461998
"PRKCQ","PRKCQ",30.08,43.5333333333333,-13.4533333333333,13.4533333333333,0.690964777947933
"TRIM13","TRIM13",206.084285714286,192.641176470588,13.4431092436975,13.4431092436975,1.06978315586518
"LOC339524","LOC339524",41.3264285714286,54.7666666666667,-13.4402380952381,13.4402380952381,0.754590905138684
"LSM7","LSM7",922.298571428571,908.860784313726,13.4377871148459,13.4377871148459,1.01478530853875
"DUSP4","DUSP4",38.0692857142857,24.6326797385621,13.4366059757236,13.4366059757236,1.54547885647572
"STK25","STK25",242.847857142857,256.28137254902,-13.4335154061625,13.4335154061625,0.947582942636248
"ANGPT2","ANGPT2",36.5446428571429,49.9764705882353,-13.4318277310924,13.4318277310924,0.73123696865752
"KIAA0141","KIAA0141",209.096428571429,222.524019607843,-13.4275910364146,13.4275910364146,0.939657790381112
"SUPT4H1","SUPT4H1",639.869285714286,626.443137254902,13.4261484593837,13.4261484593837,1.02143234981904
"LAMA5","LAMA5",298.912857142857,285.490196078431,13.4226610644258,13.4226610644258,1.04701618916798
"HDAC4","HDAC4",184.549523809524,171.127941176471,13.4215826330531,13.4215826330531,1.07843010639164
"FAM175B","FAM175B",158.009285714286,144.593137254902,13.4161484593837,13.4161484593837,1.09278551329675
"HAGH","HAGH",159.435714285714,172.850980392157,-13.4152661064426,13.4152661064426,0.922388255617602
"EXOSC2","EXOSC2",73.9976190476191,60.5830065359477,13.4146125116713,13.4146125116713,1.22142533490331
"RAB20","RAB20",62.5135714285714,75.9245098039216,-13.4109383753501,13.4109383753501,0.823364834228307
"RBM47","RBM47",23.5037142857143,36.9058823529412,-13.4021680672269,13.4021680672269,0.636855503438226
"GPC3","GPC3",26.7885714285714,40.1852941176471,-13.3967226890756,13.3967226890756,0.666626237701403
"BRF2","BRF2",136.911428571429,123.519607843137,13.3918207282913,13.3918207282913,1.10841858197363
"IREB2","IREB2",85.5385714285714,72.1642156862745,13.3743557422969,13.3743557422969,1.18533224001824
"PRPS2","PRPS2",271.492142857143,258.122549019608,13.369593837535,13.369593837535,1.05179552847403
"RAB25","RAB25",7.72285714285714,21.0901960784314,-13.3673389355742,13.3673389355742,0.366182330128034
"RPRD1A","RPRD1A",200.173333333333,186.807516339869,13.3658169934641,13.3658169934641,1.07154860390707
"SOAT2","SOAT2",25.5385714285714,12.1745098039216,13.3640616246499,13.3640616246499,2.09770839564686
"LRRC49","LRRC49",235.304285714286,221.949019607843,13.3552661064426,13.3552661064426,1.0601726744729
"MYD88","MYD88",332.121428571429,318.767647058824,13.3537815126051,13.3537815126051,1.04189189723555
"AGPAT4","AGPAT4",127.935952380952,114.589869281046,13.3460830999066,13.3460830999066,1.11646826358771
"SLC35C2","SLC35C2",94.0116666666667,80.6738562091503,13.3378104575163,13.3378104575163,1.16533002244169
"CDK10","CDK10",81.3533333333333,68.0222222222222,13.3311111111111,13.3311111111111,1.19598170532506
"NUDT21","NUDT21",332.045476190476,318.716339869281,13.3291363211952,13.3291363211952,1.04182131461055
"CARD8","CARD8",101.951428571429,115.279738562092,-13.3283099906629,13.3283099906629,0.884382891938256
"NYX","NYX",52.9928571428571,39.6696078431373,13.3232492997199,13.3232492997199,1.33585533167867
"HAND2","HAND2",122.357142857143,109.039215686275,13.3179271708684,13.3179271708684,1.12213887533074
"THOC6","THOC6",93.7728571428571,80.456862745098,13.3159943977591,13.3159943977591,1.16550476793939
"PER3","PER3",106.137380952381,119.452450980392,-13.3150700280112,13.3150700280112,0.888532466946227
"DOK1","DOK1",105.897857142857,119.208823529412,-13.3109663865546,13.3109663865546,0.888339084369281
"MLL","MLL",151.418619047619,164.728954248366,-13.310335200747,13.310335200747,0.91919856918002
"CASQ1","CASQ1",39.9842857142857,26.6803921568627,13.303893557423,13.303893557423,1.49863935579376
"AKAP9","AKAP9",149.425714285714,136.125490196078,13.300224089636,13.300224089636,1.09770561024594
"PRSS8","PRSS8",26.8471428571429,40.1470588235294,-13.2999159663866,13.2999159663866,0.6687200418629
"RCAN3","RCAN3",38.625,51.9199346405229,-13.2949346405229,13.2949346405229,0.743933910306845
"CREBBP","CREBBP",187.606428571429,200.90114379085,-13.294715219421,13.294715219421,0.933824591694403
"D4S234E","D4S234E",93.3971428571429,80.1111111111111,13.2860317460317,13.2860317460317,1.16584505646919
"UBE2J1","UBE2J1",181.792380952381,195.073529411765,-13.2811484593838,13.2811484593838,0.931917218602479
"MAVS","MAVS",139.25630952381,125.982189542484,13.2741199813259,13.2741199813259,1.10536505223105
"HMBS","HMBS",222.662857142857,235.923529411765,-13.2606722689076,13.2606722689076,0.943792497925191
"LOC157562","LOC157562",92.6642857142857,79.4058823529412,13.2584033613445,13.2584033613445,1.16697004010879
"NIT1","NIT1",202.27,189.011764705882,13.2582352941177,13.2582352941177,1.0701450267646
"AGBL5","AGBL5",73.7995238095238,60.5418300653595,13.2576937441643,13.2576937441643,1.21898402690919
"SH3GLB2","SH3GLB2",67.9071428571429,81.1632352941177,-13.2560924369748,13.2560924369748,0.836673681267909
"NUDT1","NUDT1",94.0642857142857,80.8098039215686,13.2544817927171,13.2544817927171,1.16402071468434
"ATRNL1","ATRNL1",97.0478571428571,83.8039215686275,13.2439355742297,13.2439355742297,1.15803479510662
"DNASE2","DNASE2",165.561428571429,178.794117647059,-13.2326890756302,13.2326890756302,0.925989236951568
"PACS2","PACS2",234.541785714286,221.30931372549,13.2324719887955,13.2324719887955,1.05979175374973
"MAP4","MAP4",392.268741496599,405.499533146592,-13.2307916499934,13.2307916499934,0.967371622977406
"CUL5","CUL5",202.309285714286,215.537418300654,-13.2281325863678,13.2281325863678,0.938627210575957
"CCDC90A","CCDC90A",170.425714285714,157.202941176471,13.2227731092437,13.2227731092437,1.08411275902529
"CCDC91","CCDC91",226.127857142857,239.345098039216,-13.2172408963585,13.2172408963585,0.944777474012886
"MID1IP1","MID1IP1",116.571428571429,129.788235294118,-13.2168067226891,13.2168067226891,0.898166373148245
"C11orf49","C11orf49",209.433571428571,222.648039215686,-13.2144677871149,13.2144677871149,0.940648622670718
"CHL1","CHL1",19.2735714285714,32.4872549019608,-13.2136834733894,13.2136834733894,0.593265620217365
"SLA","SLA",65.3207142857143,78.5333333333333,-13.212619047619,13.212619047619,0.831757821974291
"TMPRSS6","TMPRSS6",36.2914285714286,49.5019607843137,-13.2105322128851,13.2105322128851,0.733131132513214
"JPH2","JPH2",164.96380952381,151.754901960784,13.2089075630253,13.2089075630253,1.0870410602383
"ZNF157","ZNF157",12.1642857142857,25.3725490196078,-13.2082633053221,13.2082633053221,0.479427025833518
"NMT2","NMT2",78.21,91.3887254901961,-13.1787254901961,13.1787254901961,0.855794843187633
"DHCR24","DHCR24",69.7735714285714,82.9352941176471,-13.1617226890756,13.1617226890756,0.841301308096825
"SEPHS2","SEPHS2",392.594285714286,379.443137254902,13.1511484593838,13.1511484593838,1.03465907580916
"DNM1","DNM1",86.1942857142857,99.3450980392157,-13.15081232493,13.15081232493,0.867624949952349
"KAT5","KAT5",268.805714285714,281.952287581699,-13.1465732959851,13.1465732959851,0.953373056807792
"ARHGEF5","ARHGEF5",34.1042857142857,47.2460784313726,-13.1417927170868,13.1417927170868,0.721843734900114
"UBE2D1","UBE2D1",131.34,118.203921568627,13.1360784313726,13.1360784313726,1.11113064826488
"MRPL46","MRPL46",274.815714285714,261.680392156863,13.1353221288516,13.1353221288516,1.0501960503062
"FOXK2","FOXK2",118.779081632653,131.910924369748,-13.1318427370948,13.1318427370948,0.900449164465816
"TOPORS","TOPORS",119.697142857143,132.821568627451,-13.1244257703081,13.1244257703081,0.901187541256041
"ELOVL4","ELOVL4",48.8442857142857,35.721568627451,13.1227170868347,13.1227170868347,1.36736116556624
"ZNF821","ZNF821",63.2969047619048,50.1820261437908,13.1148786181139,13.1148786181139,1.26134613577648
"PMM2","PMM2",87.4642857142857,74.356862745098,13.1074229691877,13.1074229691877,1.17627724577516
"ANKRA2","ANKRA2",280.438571428571,267.333986928105,13.1045845004668,13.1045845004668,1.04901952292355
"KIAA0430","KIAA0430",695.187857142857,708.292156862745,-13.1042997198879,13.1042997198879,0.981498736654192
"ALCAM","ALCAM",177.858095238095,190.955882352941,-13.0977871148459,13.0977871148459,0.931409355116709
"CTSD","CTSD",169.435714285714,156.339215686275,13.0964985994398,13.0964985994398,1.08376976014591
"IVD","IVD",85.1311904761905,72.0349673202614,13.0962231559291,13.0962231559291,1.18180369399912
"CHD1L","CHD1L",226.716785714286,213.632843137255,13.0839425770308,13.0839425770308,1.0612449957829
"TPK1","TPK1",66.32,79.4019607843137,-13.0819607843137,13.0819607843137,0.835243857266329
"TERF2","TERF2",129.751428571429,142.832156862745,-13.0807282913165,13.0807282913165,0.908418884244071
"STAG3L4","STAG3L4",77.1707142857143,64.0901960784314,13.0805182072829,13.0805182072829,1.20409546245225
"WASF3","WASF3",306.597142857143,293.517647058824,13.0794957983193,13.0794957983193,1.04456119054299
"APLNR","APLNR",76.0314285714286,62.9666666666667,13.0647619047619,13.0647619047619,1.20748695454889
"LYPLA1","LYPLA1",241.916428571429,228.852941176471,13.063487394958,13.063487394958,1.05708245359576
"ABP1","ABP1",31.07,18.0098039215686,13.0601960784314,13.0601960784314,1.72517147523136
"YIPF6","YIPF6",260.703928571429,273.748529411765,-13.0446008403362,13.0446008403362,0.952348234095115
"MAGI2","MAGI2",86.4416666666667,99.4820261437908,-13.0403594771242,13.0403594771242,0.868917431795412
"MTMR10","MTMR10",79.8535714285714,66.8196078431372,13.0339635854342,13.0339635854342,1.19506195869979
"RNF121","RNF121",93.7107142857143,80.678431372549,13.0322829131653,13.0322829131653,1.16153366756706
"CRADD","CRADD",227.207142857143,240.239215686275,-13.0320728291317,13.0320728291317,0.945753765504503
"SUN1","SUN1",342.495714285714,329.466013071895,13.0297012138188,13.0297012138188,1.03954793725863
"ZKSCAN4","ZKSCAN4",82.0064285714286,68.9813725490196,13.025056022409,13.025056022409,1.18881990225917
"C6orf120","C6orf120",162.518571428571,175.540196078431,-13.0216246498599,13.0216246498599,0.925819698617393
"ADAM9","ADAM9",277.810952380952,264.795424836601,13.0155275443511,13.0155275443511,1.04915314361033
"ALDOC","ALDOC",88.8128571428571,101.825490196078,-13.0126330532213,13.0126330532213,0.872206526792423
"UTP14A","UTP14A",82.3421428571429,95.3450980392157,-13.0029551820728,13.0029551820728,0.863622195063194
"HSD17B10","HSD17B10",863.551428571429,850.552941176471,12.998487394958,12.998487394958,1.01528239662187
"RHOT2","RHOT2",162.84619047619,149.847712418301,12.9984780578898,12.9984780578898,1.08674458787601
"SLC35F5","SLC35F5",96.2861904761905,83.2964052287582,12.9897852474323,12.9897852474323,1.15594652868582
"PPFIA1","PPFIA1",187.131904761905,174.142483660131,12.989421101774,12.989421101774,1.07459076515255
"ANXA2P3","ANXA2P3",36.97,49.9549019607843,-12.9849019607843,12.9849019607843,0.740067511873455
"NDUFA10","NDUFA10",193.643357142857,206.627549019608,-12.9841918767507,12.9841918767507,0.937161371083587
"CASP8","CASP8",85.5983333333334,72.6222222222222,12.9761111111112,12.9761111111112,1.17867962056304
"SRD5A3","SRD5A3",116.66,129.620261437908,-12.9602614379085,12.9602614379085,0.900013614429282
"FAM160B2","FAM160B2",119.772380952381,132.718300653595,-12.9459197012138,12.9459197012138,0.902455655041848
"EHMT1","EHMT1",104.239047619048,91.2964052287582,12.9426423902894,12.9426423902894,1.14176508218325
"PLA2R1","PLA2R1",37.5160714285714,50.4490196078431,-12.9329481792717,12.9329481792717,0.74364322082364
"NAT2","NAT2",32.4571428571429,19.5490196078431,12.9081232492997,12.9081232492997,1.66029517122797
"SRPK2","SRPK2",137.951428571429,125.043954248366,12.9074743230626,12.9074743230626,1.10322349769447
"CDK20","CDK20",117.308571428571,104.401960784314,12.9066106442577,12.9066106442577,1.12362421689494
"NFYB","NFYB",177.657976190476,190.55931372549,-12.9013375350141,12.9013375350141,0.932297523102969
"CCL23","CCL23",9.52,22.4107843137255,-12.8907843137255,12.8907843137255,0.424795485366814
"TP53TG1","TP53TG1",193.126428571429,180.237254901961,12.8891736694678,12.8891736694678,1.07151226130513
"NUDT9","NUDT9",479.555714285714,466.670588235294,12.8851260504201,12.8851260504201,1.02761075237063
"HIST1H2BM","HIST1H2BM",48.4357142857143,61.3137254901961,-12.8780112044818,12.8780112044818,0.789965279364064
"C11orf30","C11orf30",83.5721428571429,70.7006535947712,12.8714892623716,12.8714892623716,1.18205615659717
"TST","TST",506.918571428571,519.788235294118,-12.8696638655462,12.8696638655462,0.975240563383924
"RNF13","RNF13",435.720714285714,448.575490196078,-12.8547759103641,12.8547759103641,0.971343115726753
"KCNN4","KCNN4",27.0628571428571,39.9117647058824,-12.8489075630252,12.8489075630252,0.678067164964731
"SPG21","SPG21",838.305714285714,825.457843137255,12.8478711484594,12.8478711484594,1.01556453943139
"ARSD","ARSD",74.0976785714286,61.2514705882353,12.8462079831933,12.8462079831933,1.20972897237933
"MAMLD1","MAMLD1",114.077142857143,126.919607843137,-12.8424649859944,12.8424649859944,0.898814176909006
"EGLN3","EGLN3",71.6242857142857,58.7862745098039,12.8380112044818,12.8380112044818,1.21838450065994
"TESK2","TESK2",65.98,78.8176470588235,-12.8376470588235,12.8376470588235,0.837122173296515
"MRPS11","MRPS11",135.073095238095,122.241830065359,12.8312651727358,12.8312651727358,1.10496623918241
"ZNF277","ZNF277",101.802857142857,114.623529411765,-12.8206722689076,12.8206722689076,0.888149733874866
"HIST1H2BK","HIST1H2BK",603.945714285714,591.129411764706,12.8163025210084,12.8163025210084,1.02168104355144
"HMGB3P1","HMGB3P1",48.55,35.7392156862745,12.8107843137255,12.8107843137255,1.35845174740769
"CCBL1","CCBL1",44.2438095238095,57.043137254902,-12.7993277310924,12.7993277310924,0.775620199956786
"PHF20L1","PHF20L1",104.800612244898,92.008893557423,12.791718687475,12.791718687475,1.13902698090258
"GIPC2","GIPC2",25.1714285714286,37.9578431372549,-12.7864145658263,12.7864145658263,0.663141698552501
"ZNF451","ZNF451",126.981,139.767058823529,-12.7860588235294,12.7860588235294,0.908518795979868
"SEC24B","SEC24B",506.484285714286,493.707843137255,12.7764425770308,12.7764425770308,1.02587854893259
"GTF2E2","GTF2E2",261.978571428571,249.207843137255,12.7707282913165,12.7707282913165,1.05124529039916
"PTTG1IP","PTTG1IP",2412.89285714286,2425.65980392157,-12.7669467787114,12.7669467787114,0.994736711735887
"TRAM2","TRAM2",207.544523809524,194.778104575163,12.7664192343604,12.7664192343604,1.06554340007675
"INPP4A","INPP4A",63.8929761904762,51.1295751633987,12.7634010270775,12.7634010270775,1.24962853664026
"PPP2R2B","PPP2R2B",30.0378571428571,42.7892156862745,-12.7513585434174,12.7513585434174,0.701995974011095
"PCCA","PCCA",108.006666666667,95.2640522875817,12.742614379085,12.742614379085,1.13376099455247
"LAT2","LAT2",45.9409523809524,58.6833333333333,-12.7423809523809,12.7423809523809,0.782862011603847
"METTL10","METTL10",91.9357142857143,79.1954248366013,12.740289449113,12.740289449113,1.16087153361951
"PUS1","PUS1",101.738571428571,89,12.7385714285714,12.7385714285714,1.14313001605136
"CEBPA","CEBPA",131.352380952381,144.090849673203,-12.7384687208217,12.7384687208217,0.911594186933364
"YIPF3","YIPF3",423.628571428571,410.890196078431,12.7383753501401,12.7383753501401,1.03100189654491
"MZF1","MZF1",136.069285714286,148.80637254902,-12.7370868347339,12.7370868347339,0.914404963869823
"CELSR2","CELSR2",73.775,61.0509803921569,12.7240196078431,12.7240196078431,1.20841630267215
"OPN3","OPN3",58.1642857142857,70.8852941176471,-12.7210084033614,12.7210084033614,0.820540937838974
"DET1","DET1",198.227142857143,185.507843137255,12.719299719888,12.719299719888,1.06856475448576
"SCNN1A","SCNN1A",20.4376190476191,33.1549019607843,-12.7172829131653,12.7172829131653,0.616428275728059
"SMC5","SMC5",85.1678571428572,97.8803921568627,-12.7125350140056,12.7125350140056,0.870121740076067
"NLK","NLK",74.5333333333333,61.8235294117647,12.7098039215686,12.7098039215686,1.20558198541072
"GNA11","GNA11",259.522380952381,272.230392156863,-12.7080112044818,12.7080112044818,0.953318910854158
"IL7R","IL7R",22.3785714285714,35.0794117647059,-12.7008403361345,12.7008403361345,0.637940327468288
"RUSC1","RUSC1",288.324285714286,275.627450980392,12.6968347338936,12.6968347338936,1.04606520391468
"PHC3","PHC3",128.637238095238,115.94522875817,12.6920093370682,12.6920093370682,1.10946555949741
"RAB3IL1","RAB3IL1",94.11,106.794117647059,-12.6841176470588,12.6841176470588,0.881228311759844
"LAMB3","LAMB3",17.03,29.7117647058824,-12.6817647058824,12.6817647058824,0.573173628984359
"BET1L","BET1L",81.2585714285714,68.5794117647059,12.6791596638655,12.6791596638655,1.18488288740894
"PLEKHF1","PLEKHF1",267.274761904762,279.946405228758,-12.6716433239964,12.6716433239964,0.954735466906098
"AGTR2","AGTR2",181.091904761905,168.43660130719,12.6553034547152,12.6553034547152,1.07513392787851
"CHORDC1","CHORDC1",176.509285714286,189.161764705882,-12.6524789915966,12.6524789915966,0.933112915227511
"BNIP3","BNIP3",453.91,441.261764705882,12.6482352941177,12.6482352941177,1.02866379166695
"COX10","COX10",133.775714285714,121.137254901961,12.6384593837535,12.6384593837535,1.1043317301022
"CEP57","CEP57",163.057,150.430196078431,12.6268039215686,12.6268039215686,1.08393796093296
"CSNK2A2","CSNK2A2",238.612857142857,225.990196078431,12.6226610644258,12.6226610644258,1.05585490558203
"WHSC1L1","WHSC1L1",112.249285714286,99.6323996265173,12.6168860877684,12.6168860877684,1.12663436929216
"G6PD","G6PD",88.1964285714286,75.5823529411765,12.6140756302521,12.6140756302521,1.16689180925697
"MYOZ2","MYOZ2",18.9738095238095,31.5830065359477,-12.6091970121382,12.6091970121382,0.600760079703418
"CCDC48","CCDC48",35.35,47.9558823529412,-12.6058823529412,12.6058823529412,0.737135847899417
"TBP","TBP",180.488571428571,167.886274509804,12.6022969187675,12.6022969187675,1.07506448609669
"ETV3","ETV3",123.410238095238,110.820588235294,12.589649859944,12.589649859944,1.11360388949762
"LRRK1","LRRK1",35.5192857142857,48.1078431372549,-12.5885574229692,12.5885574229692,0.738326297708812
"CAPRIN2","CAPRIN2",205.292857142857,192.715359477124,12.5774976657329,12.5774976657329,1.06526463536616
"NT5M","NT5M",49.0842857142857,36.5078431372549,12.5764425770308,12.5764425770308,1.34448604727889
"NKRF","NKRF",103.221428571429,115.792156862745,-12.5707282913165,12.5707282913165,0.891437135019285
"ATG4A","ATG4A",165.332857142857,152.764705882353,12.5681512605042,12.5681512605042,1.08227130205182
"C12orf10","C12orf10",299.458571428571,286.896078431373,12.5624929971989,12.5624929971989,1.04378760792369
"PKP2","PKP2",36.9035714285714,24.3421568627451,12.5614145658263,12.5614145658263,1.51603539639707
"CNOT7","CNOT7",473.856071428571,461.312254901961,12.5438165266107,12.5438165266107,1.02719159613324
"PTGIR","PTGIR",34.2964285714286,46.8362745098039,-12.5398459383754,12.5398459383754,0.732262096641559
"LOC339290","LOC339290",119.786785714286,132.320098039216,-12.53331232493,12.53331232493,0.90528035793009
"MAPK8","MAPK8",95.6794761904762,83.1711764705883,12.5082997198879,12.5082997198879,1.15039224224887
"EXOC2","EXOC2",62.0507142857143,74.5588235294118,-12.5081092436975,12.5081092436975,0.832238377007608
"GNAO1","GNAO1",54.8994047619048,42.4148692810457,12.484535480859,12.484535480859,1.29434336808007
"CREB1","CREB1",129.042363945578,116.565616246499,12.4767476990797,12.4767476990797,1.10703626078461
"PTBP1","PTBP1",296.219642857143,308.691176470588,-12.4715336134454,12.4715336134454,0.959598671539505
"APOBEC3B","APOBEC3B",29.0128571428571,16.5450980392157,12.4677591036415,12.4677591036415,1.75356211695391
"C14orf169","C14orf169",223.16,210.698039215686,12.4619607843137,12.4619607843137,1.05914606908874
"SPATA5L1","SPATA5L1",89.0416666666667,76.5885620915033,12.4531045751634,12.4531045751634,1.16259744582076
"PBLD","PBLD",87.0678571428571,74.618137254902,12.4497198879552,12.4497198879552,1.16684576090965
"KIAA0664L3","KIAA0664L3",48.1947619047619,60.6411764705882,-12.4464145658263,12.4464145658263,0.794753082142742
"SOCS5","SOCS5",313.172142857143,300.734640522876,12.4375023342671,12.4375023342671,1.04135706585927
"GRAMD4","GRAMD4",59.0571428571429,71.4892156862745,-12.4320728291316,12.4320728291316,0.826098626068456
"RIN1","RIN1",71.1128571428571,58.6882352941176,12.4246218487395,12.4246218487395,1.21170549406492
"USP1","USP1",531.396428571429,518.993137254902,12.4032913165266,12.4032913165266,1.02389875785667
"GAP43","GAP43",30.5157142857143,18.1143790849673,12.401335200747,12.401335200747,1.68461276771217
"CCNT2","CCNT2",111.437857142857,99.0446078431372,12.3932492997199,12.3932492997199,1.12512795567173
"RHBDF2","RHBDF2",76.3214285714286,63.9294117647059,12.3920168067227,12.3920168067227,1.19383905568116
"RELN","RELN",46.4985714285714,58.8843137254902,-12.3857422969188,12.3857422969188,0.789659732562066
"LDLRAP1","LDLRAP1",79.6628571428571,92.0460784313725,-12.3832212885154,12.3832212885154,0.865467149719496
"STXBP6","STXBP6",23.0507142857143,35.4253267973856,-12.3746125116713,12.3746125116713,0.650684591212168
"MAP3K14","MAP3K14",61.9257142857143,49.5607843137255,12.3649299719888,12.3649299719888,1.24949019962471
"ABCC8","ABCC8",14.6614285714286,27.0254901960784,-12.3640616246499,12.3640616246499,0.542503705392773
"FLRT1","FLRT1",54.2371428571429,41.8764705882353,12.3606722689076,12.3606722689076,1.29516986735697
"TUBGCP5","TUBGCP5",57.9057142857143,45.5450980392157,12.3606162464986,12.3606162464986,1.27139290019435
"IFT122","IFT122",66.6821428571429,79.0421568627451,-12.3600140056022,12.3600140056022,0.84362757171385
"PNMA2","PNMA2",38.462380952381,26.1104575163399,12.3519234360411,12.3519234360411,1.47306422831968
"NCAPG2","NCAPG2",61.38,49.043137254902,12.336862745098,12.336862745098,1.25155125539741
"CDYL","CDYL",187.290476190476,174.957516339869,12.332959850607,12.332959850607,1.07049116899127
"AMBRA1","AMBRA1",151.373571428571,163.703431372549,-12.3298599439776,12.3298599439776,0.924681725724379
"PZP","PZP",47.7614285714286,60.0901960784314,-12.3287675070028,12.3287675070028,0.794828968590634
"INTS12","INTS12",217.651428571429,205.323529411765,12.3278991596639,12.3278991596639,1.06004133668938
"POFUT2","POFUT2",88.83,101.145751633987,-12.3157516339869,12.3157516339869,0.878237578592983
"MINK1","MINK1",102.404285714286,114.717647058824,-12.3133613445378,12.3133613445378,0.892663756098275
"STK10","STK10",87.915,100.222222222222,-12.3072222222222,12.3072222222222,0.877200665188472
"CACNA1G","CACNA1G",34.5791428571429,22.2727450980392,12.3063977591036,12.3063977591036,1.55253170208405
